method,status,solver_status,solve_time_s,solver_inaccurate,error,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,mainlobe_exclusion_s,label,channel_kind,realization,psl_max_db_request,validation_psl_violation,sensing_model,min_sensing_surrogate,sensing_fraction,s_max,min_unknown_fim,gamma_fim_kernel,c_beta,unknown_fim_representation,s0_epsilon_w,fim_fraction,j_max,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,validation_grid_isl_db,worst_delay_s,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s
exact_fim,ok,optimal,0.00630124500094098,False,,326.8484401365331,4902726.602047997,0.9999999993016119,3.3571428551474627,1460386.6482865664,80024096213.40051,2.1111507761980152e+18,2.1111507761980152e+18,2.108181973667653e+18,4.736753107709845e-19,0.10316469097942302,-11.921856944702164,-7.764528251745778,0.019197070526497138,7.209224110925491e-06,64,10608.193165500088,79911562507.05182,79911562451.24254,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,44,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.46993370900236187,False,,326.72898850212755,4900934.827531913,0.9999999997101181,3.3571428563146233,1459852.927710089,80014830663.99194,2.1109063376757276e+18,2.1109063376757276e+18,2.1081819702987768e+18,4.737301613775426e-19,0.10317066393383038,-12.8692691619082,-7.731946873523411,0.021697928767605516,8.008594563246735e-06,64,10162.103152304451,79911562346.70872,79911562323.54381,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,44,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466488012194,-12.83945698208357,-7.731975324180701,-1.46484375e-06,-0.417009492648722,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,323.6352667110977,4854529.000666466,0.9999999999994125,3.3571428571411785,1446029.9150928617,77888774568.66156,2.0548179194581952e+18,2.0548179194581952e+18,2.0548085111578301e+18,4.866611248278754e-19,0.10456926008977709,-12.856312056891584,-8.272397504431966,0.01680620027971536,7.098561358491355e-06,63,597.1815069310085,77888417942.9551,77888417942.90933,1.0416666666666667e-06,Water-filling (comm. only),ordinary,45,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005199474999244558,False,,317.46889005245896,4762033.350786884,0.9999999990121043,3.357142854320298,1418478.0205759301,106548749923.50403,2.8109092979205197e+18,2.8109092979205197e+18,2.810907907745526e+18,3.5575676552060546e-19,0.08940612889817788,-7.824573625295174,-2.0856691043679234,0.038614548424466454,5.6412199637275333e-05,64,229.55433559606405,106548697333.57008,106548697228.3111,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,45,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.007125316999008646,False,,323.6006858782211,4854010.288173316,0.9999999992962479,3.357142855132137,1445875.4058537858,79911841293.67146,2.1081893299320548e+18,2.1081893299320548e+18,2.1081819765920248e+18,4.743406988177049e-19,0.10323712505054243,-12.358653023219304,-7.786943609186321,0.0176246706029473,7.3116603095195545e-06,64,527.9503570608751,79911562618.33006,79911562562.09213,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,45,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.45286634099829826,False,,323.56493851930486,4853474.077789573,0.9999999996658749,3.357142856188214,1445715.6831569364,79912094815.73923,2.108196018208905e+18,2.108196018208905e+18,2.1081819711992548e+18,4.743391939662169e-19,0.10323696128991124,-12.897012179467705,-7.773441094379243,0.01869087392175971,7.712375672154592e-06,64,729.6972403592664,79911562384.37727,79911562357.67682,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,45,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466513705142,-12.861749048876447,-7.7734036917738205,-1.46484375e-06,-0.3947174258558448,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,315.06208152757654,4725931.222913648,1.0000000000007614,3.357142857145033,1407724.1940584723,73526721205.4421,1.9397406767359478e+18,1.9397406767359478e+18,1.9394527366796485e+18,5.155328297196542e-19,0.10762641410445964,-13.860072760788745,-9.499675617919536,0.016877004921203913,6.85060975463097e-06,63,-3303.709148354425,73515806711.24919,73515806711.30516,1.0416666666666667e-06,Water-filling (comm. only),ordinary,46,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005581544002779992,False,,307.03725994140495,4605558.899121074,0.9999999991436423,3.357142854696121,1371868.609248669,106548749927.85844,2.8109092980353956e+18,2.8109092980353956e+18,2.809918270514987e+18,3.557567655060664e-19,0.08940612889635095,-7.917587692275557,-1.8672173434205195,0.044525388167162346,6.238468426663176e-05,64,-6129.056444558677,106511184686.20169,106511184594.99002,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,46,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.03993519299910986,False,,314.71379938940845,4720706.990841127,0.9999999992963309,3.3571428551323743,1406168.0406671246,79926685706.95493,2.1085809469087967e+18,2.1085809469087967e+18,2.108181969889702e+18,4.742526017158655e-19,0.1032275377287407,-12.169370261358786,-7.639579630633891,0.020362564081706495,8.372955861628012e-06,64,-3888.881449456876,79911562364.26894,79911562308.03764,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,46,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.4479349719986203,False,,314.65187510562816,4719778.126584423,0.9999999996520399,3.357142856148686,1405891.3572712697,79926062286.17197,2.108564500171725e+18,2.108564500171725e+18,2.1081819702327424e+18,4.742563008713076e-19,0.10322794031373653,-12.866159810794283,-7.597737340505134,0.02179703163659763,9.124139870855084e-06,64,-3807.8819750989205,79911562348.84676,79911562321.04073,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,46,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466500679178,-12.836677170910491,-7.597676747068451,-1.46484375e-06,-0.41978930382180124,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,308.7500246631014,4631250.369946521,1.0000000000009464,3.3571428571455613,1379521.3867914695,75648271044.05804,1.9957102134189107e+18,1.9957102134189107e+18,1.9936392800670513e+18,5.010747518733544e-19,0.10610649463869344,-14.349950592989856,-7.744524522572201,0.017464348565221856,1.6233351122731868e-05,62,-8860.002093830419,75569771406.88377,75569771406.95529,1.0416666666666667e-06,Water-filling (comm. only),ordinary,47,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005603041001450038,False,,302.162578937012,4532438.684055179,0.9999999992638824,3.357142855039664,1350088.1195005416,106548749940.54417,2.8109092983700634e+18,2.8109092983700634e+18,2.8088940136380447e+18,3.5575676546370992e-19,0.08940612889102859,-8.239907535903294,-1.5653500729848988,0.04124569823138272,7.140783528389316e-05,64,-8740.151704291922,106472359767.16255,106472359688.78638,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,47,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006750950000423472,False,,308.60505983182117,4629075.897477318,0.9999999992764066,3.3571428550754474,1378873.6724381319,79973457184.76648,2.109814845776239e+18,2.109814845776239e+18,2.108181974616388e+18,4.739752410037108e-19,0.10319734764579906,-13.114757927432388,-6.81711733700613,0.019514380424953244,1.683073529056174e-05,64,-7867.318323706248,79911562545.02823,79911562487.20474,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,47,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.4383971710012702,False,,308.605059963542,4629075.89945313,0.999999999857615,3.357142856736043,1378873.672344618,79973469073.29788,2.1098151594127992e+18,2.1098151594127992e+18,2.108181972061313e+18,4.739751705444749e-19,0.1031973399753493,-13.114729261012549,-6.817039322398211,0.019514388715095875,1.683151786269072e-05,64,-7868.080004243503,79911562401.73172,79911562390.35352,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,47,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.526115743170479,-13.089877280960302,-6.817334551603169,-1.46484375e-06,-0.16658919377199055,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,317.45721419513234,4761858.212926985,1.0000000000009766,3.3571428571456474,1418425.850657923,77943829991.52042,2.056270360712795e+18,2.056270360712795e+18,2.0545731273882742e+18,4.863173730001903e-19,0.10453232245262774,-12.975585985105567,-8.351205096752684,0.01687779541815692,6.651175371084601e-06,63,8020.871127594941,77879495617.79881,77879495617.87486,1.0416666666666667e-06,Water-filling (comm. only),ordinary,48,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005060440002125688,False,,311.46811354617597,4672021.703192639,0.9999999991366786,3.3571428546762245,1391666.0402713863,106548749932.5788,2.810909298159925e+18,2.810909298159925e+18,2.8094246841337743e+18,3.5575676549030557e-19,0.08940612889437051,-7.758393456252788,-2.111740054821642,0.037507338018558475,5.598076207253792e-05,64,7501.66287735243,106492475078.63918,106492474986.70193,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,48,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006952769002964487,False,,317.4233365990425,4761350.048985638,0.9999999998402938,3.3571428566865538,1418274.482869345,79968021472.82356,2.1096714438756803e+18,2.1096714438756803e+18,2.1081819726109166e+18,4.740074587931563e-19,0.10320085493229063,-12.459328608744308,-7.827462285103969,0.017639911791370883,7.091631985328672e-06,64,7513.924516928918,79911562423.94885,79911562411.18648,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,48,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.48141644800125505,False,,317.4019005835554,4761028.508753331,0.9999999997216572,3.357142856347592,1418178.7050709836,79963895864.20174,2.1095626043853722e+18,2.1095626043853722e+18,2.1081819714714634e+18,4.740319144457688e-19,0.10320351713903247,-12.858927630486335,-7.863142745280324,0.018182226796581533,7.011982012325342e-06,64,7234.189396284326,79911562390.23781,79911562367.995,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,48,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466518570528,-12.832024392560488,-7.863644150625061,-1.46484375e-06,-0.42444208217180446,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,320.5638671448337,4808458.007172505,0.9999999999993372,3.3571428571409636,1432306.640435171,77514581626.41266,2.0449461713491013e+18,2.0449461713491013e+18,2.04473048295004e+18,4.890104267831536e-19,0.10482135439971914,-12.78258455313775,-8.398677810587925,0.016817028610878644,6.705264651649337e-06,63,2859.329182980543,77506405863.0874,77506405863.03603,1.0416666666666667e-06,Water-filling (comm. only),ordinary,49,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.00485822400150937,False,,314.24506421945887,4713675.9632918835,0.9999999990515682,3.3571428544330524,1404073.6923266614,106548749925.98366,2.8109092979859354e+18,2.8109092979859354e+18,2.810647063301902e+18,3.5575676551232627e-19,0.08940612889713755,-7.772893832642601,-2.1171524251792517,0.03912100260643228,5.5574353936564586e-05,64,3152.79570146004,106538809906.30273,106538809805.25793,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,49,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.0064118249974853825,False,,320.5151134323196,4807726.701484794,0.999999999372903,3.3571428553511513,1432088.8054619033,79918693441.2031,2.1083700994410468e+18,2.1083700994410468e+18,2.10818197489486e+18,4.743000293283952e-19,0.10323269923259777,-12.200617238306064,-7.820934552491451,0.017900428094348345,6.894651867815651e-06,64,2670.3826405978716,79911562547.87267,79911562497.76036,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,49,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.49756646400055615,False,,320.45575229929284,4806836.284489392,0.999999999718779,3.357142856339369,1431823.5744459115,79917073878.53314,2.1083273730480033e+18,2.1083273730480033e+18,2.108181972492232e+18,4.743096412746862e-19,0.10323374526050413,-12.886514691809978,-7.809763613373968,0.019278330242918983,7.364034106378012e-06,64,2347.6524118821208,79911562429.16049,79911562406.68768,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,49,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466496852825,-12.852870220581107,-7.809605288661152,-1.46484375e-06,-0.4035962541511857,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,316.29117262249963,4744367.589337494,0.9999999999991026,3.3571428571402935,1413215.8776760774,76421532148.18417,2.016109953714962e+18,2.016109953714962e+18,2.0148293185242125e+18,4.960046936712759e-19,0.10556831758567863,-13.13909955061414,-9.033212281080115,0.016867215618077577,4.594195109988416e-06,64,6967.28344816803,76372989109.60564,76372989109.5371,1.0416666666666667e-06,Water-filling (comm. only),ordinary,50,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005412159000115935,False,,309.677822335391,4645167.335030865,0.9999999991267323,3.357142854647807,1383666.8667822247,106548749932.92947,2.8109092981691766e+18,2.8109092981691766e+18,2.809628517950127e+18,3.557567654891347e-19,0.08940612889422338,-7.800669733465055,-2.06394439581633,0.03949824545490141,5.7189616327917695e-05,64,6967.677952575556,106500201489.92426,106500201396.92107,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,50,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006382921001204522,False,,316.1889082892819,4742833.6243392285,0.9999999996613642,3.3571428561753267,1412758.952337992,79950154052.17412,2.1092000756158984e+18,2.1092000756158984e+18,2.1081819804794286e+18,4.741133909299687e-19,0.10321238605501554,-12.254093620380356,-8.067807294894,0.018434108735628337,5.078663834389815e-06,64,6212.193070189946,79911562736.50679,79911562709.44588,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,50,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.4928824490016268,False,,316.1375981502468,4742063.972253702,0.9999999996996314,3.3571428562846615,1412529.6942238936,79946218175.03409,2.1090962415150164e+18,2.1090962415150164e+18,2.1081819709501046e+18,4.74136732272433e-19,0.10321492667720124,-12.9149530230619,-8.088272810685957,0.019418527660317295,5.27207462727335e-06,64,5886.919976679831,79911562372.2356,79911562348.23267,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,50,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466502917538,-12.8762544320873,-8.088373001270918,-1.46484375e-06,-0.38021204264499175,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,339.9526080909054,5099289.121363581,0.9999999999998114,3.3571428571423185,1518937.1850872678,76705657352.12067,2.0236055853210775e+18,2.0236055853210775e+18,2.023497221725196e+18,4.941674441174928e-19,0.10537261854530018,-13.461254803685776,-9.512141369899485,0.01634569597232627,1.2078700986632686e-06,64,-2026.7139992687974,76701549782.5003,76701549782.48584,1.0416666666666667e-06,Water-filling (comm. only),ordinary,51,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005030278000049293,False,,333.06790728735143,4996018.609310271,0.9999999995486064,3.3571428558531613,1488175.7565364663,106548749968.53769,2.810909299108572e+18,2.810909299108572e+18,2.8108009400524457e+18,3.557567653702421e-19,0.08940612887928377,-7.949620237914886,-2.1823112345602462,0.039224238822389366,5.390722427163538e-05,64,-2026.6715459766024,106544642619.07784,106544642570.98427,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,51,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006400182999641402,False,,339.8627701157007,5097941.55173551,0.9999999994645883,3.3571428556131098,1518535.7820599747,79914895514.40549,2.1082699046686456e+18,2.1082699046686456e+18,2.1081819735312003e+18,4.743225702674766e-19,0.10323515225198884,-12.621834211597314,-8.534989975973774,0.01755627700294434,1.7228099987308926e-06,64,-1825.669284684255,79911562488.85582,79911562446.07024,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,51,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.49951900800078874,False,,339.85351033339526,5097802.655000929,0.9999999998851656,3.357142856814759,1518494.4080210214,79914803401.91632,2.1082674746086738e+18,2.1082674746086738e+18,2.1081819732779963e+18,4.74323116987618e-19,0.10323521174812535,-12.881361882835245,-8.536220133634792,0.018052514949658555,1.857907782235399e-06,64,-1800.2681589861286,79911562445.64902,79911562436.47243,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,51,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466510075231,-12.848764470551233,-8.536080076553773,-1.46484375e-06,-0.4077020041810595,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,302.5440095226692,4538160.142840038,0.9999999999992661,3.3571428571407607,1351792.3829744726,74887097556.32584,1.9756293618318845e+18,1.9756293618318845e+18,1.9742329719390712e+18,5.061678163523339e-19,0.10664437939438798,-13.669548749164349,-8.219198468530903,0.017379895699300395,1.3222144455149802e-05,62,7275.35369613375,74834166784.97694,74834166784.92203,1.0416666666666667e-06,Water-filling (comm. only),ordinary,52,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005536447999475058,False,,295.5462068091358,4433193.102137038,0.999999998959937,3.3571428541712485,1320525.60606076,106548749911.98425,2.8109092976166113e+18,2.8109092976166113e+18,2.808585430947179e+18,3.5575676555906898e-19,0.08940612890301106,-7.9623763027240955,-1.6840387901465426,0.04248081644379285,6.772909418641355e-05,64,9385.477374349304,106460662837.25725,106460662726.53145,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,52,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006621538999752374,False,,302.3382095126253,4535073.14268938,0.999999999380321,3.357142855372346,1350872.8517262896,79960289153.30038,2.109467454163386e+18,2.109467454163386e+18,2.108181971080688e+18,4.740532962603111e-19,0.10320584467596948,-12.364611465972313,-7.033680626020905,0.020052019815014623,1.4155608846590331e-05,64,6980.458448274768,79911562402.70201,79911562353.1825,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,52,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.42584912500024075,False,,302.30481747961767,4534572.262194265,0.999999999710328,3.3571428563152232,1350723.6529014972,79953224148.80371,2.1092810691814525e+18,2.1092810691814525e+18,2.1081819735114268e+18,4.740951856113085e-19,0.10321040442735852,-12.931413157865288,-7.031678654492417,0.021406816646701403,1.448432980240056e-05,64,6454.587786611574,79911562468.46884,79911562445.32071,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,52,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.256466507288163,-12.889884455141669,-7.031541241635932,-1.46484375e-06,-0.36658201959062353,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,332.848614074986,4992729.21112479,1.0000000000000628,3.357142857143037,1487195.935228581,76489259917.3689,2.0178967096953508e+18,2.0178967096953508e+18,2.016300772099874e+18,4.955655040197641e-19,0.10552156925731869,-13.871391394387881,-9.024821397437982,0.01657685189249491,4.8554503523695205e-06,63,-7777.834827474997,76428765202.7606,76428765202.76541,1.0416666666666667e-06,Water-filling (comm. only),ordinary,53,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005440329998236848,False,,326.03546604464486,4890531.990669673,0.9999999993403595,3.35714285525817,1456754.2108045274,106548749951.61125,2.810909298662029e+18,2.810909298662029e+18,2.809417173760565e+18,3.5575676542675792e-19,0.08940612888638534,-8.067478259077898,-2.051854044860932,0.03989173904903632,5.756724478183991e-05,64,-7520.614930808814,106492190372.95761,106492190302.71106,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,53,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.00628030299776583,False,,332.74591546135656,4991188.7319203485,0.9999999994663844,3.357142855618241,1486737.069757845,79960642351.54874,2.1094767720412685e+18,2.1094767720412685e+18,2.1081819732025876e+18,4.740512022952186e-19,0.10320561673780677,-12.900183587015256,-8.054539106111438,0.01821949504322168,5.467109231768542e-06,64,-7005.7061000937365,79911562476.25609,79911562433.61403,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,53,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
exact_fim_psl,ok,optimal,0.4302821640012553,False,,332.7459155761581,4991188.733642371,0.9999999999127125,3.3571428568934643,1486737.0697060456,79960642008.03285,2.1094767629788252e+18,2.1094767629788252e+18,2.1081819723035348e+18,4.74051204331772e-19,0.10320561695949565,-12.90024929019957,-8.054577200872632,0.018219506525627007,5.466847570012397e-06,64,-7005.684013863967,79911562406.51031,79911562399.53503,1.0416666666666667e-06,Exact FIM + sampled PSL,ordinary,53,-13.256466474732292,True,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,-13.256466474732292,-13.302242445806545,-12.87367207299354,-8.05484372338489,-1.46484375e-06,-0.382794401738753,249.0,1985.0,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06
water_filling,ok,ok,0.0,False,,320.7972631084542,4811958.946626813,0.9999999999998221,3.357142857142349,1433349.473463523,75840923064.37872,2.0007926508531494e+18,2.0007926508531494e+18,2.0006971515957494e+18,4.998019157925207e-19,0.1059716424522512,-14.240910960526298,-8.090898400897654,0.01718883300569256,1.2690386543188309e-05,62,-1902.6143176801388,75837303123.15038,75837303123.13689,1.0416666666666667e-06,Water-filling (comm. only),ordinary,54,-13.256466474732292,False,,,,,,,,,,,,,,,,,,,,,,,
linear_sensing,ok,optimal,0.005441264002001844,False,,314.08344352042894,4711251.652806434,0.9999999994825246,3.3571428556643563,1403351.5567731503,106548749957.25877,2.810909298811019e+18,2.810909298811019e+18,2.809929171723346e+18,3.5575676540790134e-19,0.0894061288840159,-8.18017703182458,-1.5208953044691564,0.04178999880668386,7.249408973695288e-05,64,-6095.256122871203,106511597865.19173,106511597810.0746,1.0416666666666667e-06,Linear S(P) (known-amp. surrogate),ordinary,54,-13.256466474732292,False,known_amplitude_linear,106548750000.0,0.6,177581250000.0,,,,,,,,,,,,,,,,,,,
exact_fim,ok,optimal,0.006216546000359813,False,,320.66331688624615,4809949.753293692,0.9999999994499064,3.357142855571161,1432750.9910135656,79916386068.28189,2.1083092276241303e+18,2.1083092276241303e+18,2.1081819727699387e+18,4.743137234792202e-19,0.10323418950654042,-13.064043011877231,-7.108405164283863,0.01934246564196477,1.3750355924540082e-05,64,-2196.281191070841,79911562461.17314,79911562417.2143,1.0416666666666667e-06,Exact unknown-amplitude FIM,ordinary,54,-13.256466474732292,False,unknown_amplitude_exact,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,quad_over_lin,1e-12,0.45,4.684848827941393e+18,,,,,,,,,,,,
