min_rate_se,min_sensing_surrogate,water_filling_capacity_se,max_sensing_surrogate,uniform_sensing_surrogate,rate_fraction,sensing_fraction
294.9200292753982,106548750000.0,327.6889214171091,177581250000.0,76781250000.0,0.9,0.6
