path_loss_db,avg_snr_db,channel,method,label,status,solver_status,solver_name,solve_time_s,error,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,meets_requirements,max_violation,violated_constraints,slack_power_nonnegative,slack_peak_power,slack_total_power,slack_min_rate,slack_min_sensing,water_level_w,solver_inaccurate,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,dinkelbach_enforces_min_rate,water_filling_capacity_se
100.0,37.17728766960431,8,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.00602286000003005,,732.1310558497581,10981965.837746372,0.9999999999129885,3.357142856894253,3271223.866804991,106548750021.443,2.8109093005042903e+18,2.8109093005042903e+18,2.810909155786082e+18,3.55756765193596e-19,0.08940612885708708,-7.920765400498855,-2.2326376728082966,0.039409460077790184,5.2589347201411326e-05,64,True,0.0,,0.010009850390553422,0.023090539922209816,8.70115091089474e-11,66.46704826124494,21.4429931640625,,False,,,,,,739.626675098348
100.0,37.17728766960431,8,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.018922242000371625,,618.8916134701539,9283374.202052308,0.6249126839666811,2.285464811333375,4061919.5517765363,106548750001.22234,2.8109092999708406e+18,2.8109092999708406e+18,2.8109091027746975e+18,3.5575676526111095e-19,0.08940612886557077,-2.134987247566597,6.725648963956584,0.062499999846812385,0.00030981334365389065,64,False,46.77239411835933,min_rate,0.0017739384339948818,1.5318761537042036e-10,0.3750873160333189,-46.77239411835933,1.2223358154296875,,False,5.0,True,4061919.5518463226,-0.0001594945788383484,False,739.626675098348
100.0,37.17728766960431,9,uniform,Uniform,ok,closed_form,numpy,1.7190000107802916e-06,,752.449387418264,11286740.81127396,1.0,3.357142857142857,3362007.9012305415,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,False,29767500000.0,min_sensing,0.015625,0.046875,0.0,75.24484387061057,-29767500000.0,,,,,,,,752.4494928307261
100.0,37.17728766960431,9,water_filling,Water-filling (comm. only),ok,closed_form,numpy,0.00013946300032330328,,752.4494928307261,11286742.39246089,1.0000000000006168,3.35714285714462,3362008.3722206275,76796495209.84418,2.0260020186819704e+18,2.0260020186819704e+18,2.0260020087436365e+18,4.935829237971623e-19,0.10531028070643905,-13.24658357721976,-9.67889770172306,0.01563448309203252,5.610956627241258e-10,64,False,29752254790.155823,min_sensing,0.015475316932677377,0.046865516907967475,-6.16839912481737e-13,75.24494928307263,-29752254790.155823,0.015634997052618043,,,,,,,752.4494928307261
100.0,37.17728766960431,9,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.006267589000344742,,744.9495224714503,11174242.837071756,0.9999999999125234,3.3571428568929242,3328497.8666096,106548750020.23822,2.810909300472507e+18,2.810909300472507e+18,2.810909291102888e+18,3.5575676519761863e-19,0.08940612885759255,-7.917338244994381,-2.2331438766476857,0.03940627254512826,5.257605985575774e-05,64,True,0.0,,0.01001792596787388,0.02309372745487174,8.747658153396287e-11,67.74497892379691,20.23822021484375,,False,,,,,,752.4494928307261
100.0,37.17728766960431,9,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.018102542999713478,,630.3621792816941,9455432.689225411,0.6233287317760567,2.2809392336458765,4145411.920558599,106548749999.92036,2.810909299936492e+18,2.810909299936492e+18,2.810909285075012e+18,3.557567652654582e-19,0.08940612886611703,-2.100241490783511,6.750135096895171,0.06249999993826409,0.0003107969150236983,64,False,46.842364265959304,min_rate,0.001693487520348645,6.173590805236273e-11,0.37667126822394326,-46.842364265959304,-0.0796356201171875,,False,5.0,True,4145411.920045666,0.0011699683964252472,False,752.4494928307261
100.0,37.17728766960431,10,uniform,Uniform,ok,closed_form,numpy,1.4239999472920317e-06,,749.1845291212463,11237767.936818695,1.0,3.357142857142857,3347420.2364991857,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,False,29767500000.0,min_sensing,0.015625,0.046875,0.0,74.91825665972476,-29767500000.0,,,,,,,,749.1847471794683
100.0,37.17728766960431,10,water_filling,Water-filling (comm. only),ok,closed_form,numpy,0.00013810600012220675,,749.1847471794683,11237771.207692025,1.0000000000002747,3.357142857143642,3347421.2108010976,76807836959.89195,2.0263012303638246e+18,2.0263012303638246e+18,2.0263011967394964e+18,4.935100393836551e-19,0.10530250515237884,-13.2380235266127,-9.674633251740016,0.015639965705940284,1.1619555596817425e-09,64,False,29740913040.108047,min_sensing,0.015423375909519721,0.046860034294059716,-2.7466917629226373e-13,74.91847471794676,-29740913040.108047,0.015640617510455614,,,,,,,749.1847471794683
100.0,37.17728766960431,10,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.006211254999925586,,741.6952778931909,11125429.168397864,0.9999999999716436,3.357142857061839,3313957.624709127,106548750007.39209,2.8109093001336074e+18,2.8109093001336074e+18,2.810909265629103e+18,3.557567652405107e-19,0.0894061288629822,-7.914145104412077,-2.2341938163422594,0.03939531457414835,5.2548776282336466e-05,64,True,0.0,,0.00999672974694314,0.023104685425851652,2.8356428316556048e-11,67.42900543166934,7.39208984375,,False,,,,,,749.1847471794683
100.0,37.17728766960431,10,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.018450338999628002,,627.4018760363589,9411028.140545383,0.6234780738709174,2.2813659253454786,4125172.5713928267,106548750000.44467,2.810909299950324e+18,2.810909299950324e+18,2.8109092861273743e+18,3.5575676526370754e-19,0.08940612886589704,-2.1010988778259834,6.7464931422333505,0.062499999931814786,0.00031062897164177834,64,False,46.86439642516268,min_rate,0.0016624936122421636,6.818521441909198e-11,0.37652192612908264,-46.86439642516268,0.444671630859375,,False,5.0,True,4125172.570679223,0.0016279909759759903,False,749.1847471794683
100.0,37.17728766960431,11,uniform,Uniform,ok,closed_form,numpy,1.5159998838498723e-06,,725.1289022472342,10876933.533708513,1.0,3.357142857142857,3239937.6483387058,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,False,29767500000.0,min_sensing,0.015625,0.046875,0.0,72.51179423077156,-29767500000.0,,,,,,,,725.1301200182919
100.0,37.17728766960431,11,water_filling,Water-filling (comm. only),ok,closed_form,numpy,0.00014413100007004687,,725.1301200182919,10876951.800274378,0.9999999999994642,3.3571428571413264,3239943.089444909,76750921671.70383,2.0247997231863427e+18,2.0247997231863427e+18,2.024798726968264e+18,4.938760058828642e-19,0.10534154189362799,-13.281076342243024,-9.694868743007703,0.01564529100051537,6.6225387802941005e-09,64,False,29797828328.296173,min_sensing,0.014990152027502836,0.04685470899948463,5.357936316841005e-13,72.51301200182922,-29797828328.296173,0.015645913367701155,,,,,,,725.1301200182919
100.0,37.17728766960431,11,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.006021456999860675,,717.618327855062,10764274.91782593,0.9999999999634197,3.357142857038342,3206379.7628564816,106548750008.33221,2.8109093001584087e+18,2.8109093001584087e+18,2.8109083031184604e+18,3.557567652373718e-19,0.0894061288625878,-7.9287943249340795,-2.2284900811207193,0.0394664812866916,5.269709353051142e-05,64,True,0.0,,0.010085496223918357,0.0230335187133084,3.658029434916443e-11,65.00121983859935,8.33221435546875,,False,,,,,,725.1301200182919
