subcarrier,gamma_frac_0.0000,gamma_frac_0.0416,gamma_frac_0.0833,gamma_frac_0.1249,gamma_frac_0.1665,gamma_frac_0.2081,gamma_frac_0.2498,gamma_frac_0.2914,gamma_frac_0.3330,gamma_frac_0.3746,gamma_frac_0.4163,gamma_frac_0.4579,gamma_frac_0.4995,gamma_frac_0.5411,gamma_frac_0.5827,gamma_frac_0.6244,gamma_frac_0.6660,gamma_frac_0.7076,gamma_frac_0.7493,gamma_frac_0.7909,gamma_frac_0.8325,gamma_frac_0.8741,gamma_frac_0.9158,gamma_frac_0.9574,gamma_frac_0.9990
52,0.01625827385283682,0.016258407911977725,0.016258880484851152,0.016258505146956988,0.016258404250900332,0.016258841491615186,0.0162573566546888,0.016258343837018678,0.016259270203433294,0.016258480267038543,0.016257572951380632,0.01647479102154489,0.01648403573519343,0.016194477933426286,0.015657251790258,0.014926080051787688,0.014070836783098397,0.013142762482082782,0.012123606969230719,0.010997670604372987,0.00972964369569995,0.008265955131959818,0.006514361687925865,0.0042769508768429046,0.00025038552617982855
53,0.015930334832451192,0.015930140063686597,0.015930476122333698,0.01592991905339417,0.01593009180646831,0.015930225911714547,0.01593032239145049,0.015930189989479815,0.015930681890293365,0.01593071072616251,0.015930100598461224,0.016308843671031876,0.016532485610895334,0.016423909418051635,0.016024159220040732,0.015384340551918636,0.014580313232642833,0.01368998484968046,0.01269953983311241,0.011609662110698383,0.010384645430844993,0.0089530161808146,0.00720309091195694,0.004863108095496243,8.649597953682092e-05
54,0.01630234312142873,0.016302469394054716,0.016301838034083173,0.016302504412963815,0.016302774842986423,0.01630132012645371,0.016302504607617195,0.01630245035392951,0.016301106549678323,0.016302596704488338,0.016302579609252476,0.016854841268611198,0.017318508181685184,0.017421633552221504,0.017192263278162652,0.016674783762121795,0.015943080134962127,0.015109104299296136,0.014171925697808462,0.01314884789665164,0.012017536068892427,0.010686356329792791,0.009027386577781732,0.006688008159376368,0.0007860115200356685
55,0.0161605125220088,0.01615929246403086,0.01615838738797386,0.016159180494069992,0.016158613047537383,0.016159211729131512,0.01615915706503448,0.016159242206604505,0.0161592504036475,0.016158459482929835,0.01615908867231527,0.016896729624462634,0.017629360193271215,0.017984465216508202,0.017968468841405787,0.017611668360386835,0.016982660831362288,0.016237555623517762,0.01539218660480558,0.014495822022826265,0.01354490219103922,0.012447605435749125,0.011118321912524702,0.009202857817601386,0.0016047203938031759
56,0.015811563134558802,0.015811366015134644,0.01581240871611535,0.015811357632133507,0.01581151217116557,0.015811943783259376,0.015811375250686148,0.015811457182830713,0.015812552760304535,0.015811919264473735,0.01581181584190645,0.01674697553993079,0.01778119600729986,0.01843523430491443,0.01868823460263958,0.018546253592314828,0.018068431227325377,0.017461916320318693,0.016770774385886502,0.01609949396164762,0.015504521658129109,0.014953544191979992,0.014631991982394312,0.01523716940696054,0.05890029358505098
57,0.01605490977729607,0.016054752100842833,0.01605512143836119,0.016054803996121164,0.016056205665578135,0.016054785004586614,0.016054760417984246,0.016054501995688364,0.016054000870990168,0.01605477734051297,0.01605469052554871,0.017202861076713188,0.01857515581553831,0.019588140874557795,0.020184323451798717,0.020335049052293913,0.02008157021912449,0.019694857333159135,0.019266659034526006,0.019005566905871525,0.01912830675391755,0.01992295377867865,0.023133069851514296,0.051500112003086115,0.06249999991101853
58,0.01612977164138276,0.016129667092876134,0.016130113454844712,0.016129675989228393,0.0161295125266016,0.01612977164040774,0.016129822525628307,0.016129672575235395,0.01613017833507535,0.016129880079089873,0.016129467719445744,0.017500405315661265,0.019258955403509397,0.02070529575801486,0.021745363279040152,0.022309497450172206,0.02238535254880388,0.02236070993310526,0.02239304635614331,0.022917865114406973,0.02463669212351149,0.029308866424697516,0.05310127629645272,0.062499999402232845,0.06249999992296492
59,0.01631319707704231,0.016312854152937845,0.01631415895001035,0.01631289794561993,0.016313132252107114,0.01631287255804007,0.016313022072761394,0.016312874335847098,0.016312500477863878,0.016312958234407142,0.016312411845140647,0.017924562196576666,0.020116715882452563,0.02209182588149563,0.023714407654012896,0.024865653574722618,0.025461328260860824,0.026046135696788666,0.026930655641887024,0.029096920130308887,0.03491640120576346,0.056225656326256236,0.062499998983267115,0.062499999637094926,0.06249999992512808
60,0.013685989969642497,0.013686889020994925,0.01368704187663377,0.013686982873445452,0.013686173358563121,0.01368625068309026,0.013686994938405066,0.013686966092642321,0.013687626064854082,0.013686723499415255,0.013686741208589823,0.015554203305882388,0.01824094354111555,0.02086735586602015,0.023277077982268916,0.025286868584015368,0.026725929574844834,0.02839862637183618,0.031015543520877525,0.03711808322287149,0.057528202330491635,0.062499998558961586,0.062499999465016415,0.0624999997364037,0.06249999993880563
61,0.016250395889737652,0.016249536595041195,0.016249438146479948,0.016249582676869847,0.016249459852387654,0.01624977190825175,0.01624916956781737,0.01624950378610811,0.016250429167976758,0.016249581141141205,0.016249973869234668,0.018388880450500186,0.021641264674133617,0.025080567913947728,0.02856692828882236,0.031901493822141504,0.0347925880446742,0.03859605529785688,0.0452171479125038,0.06249994263594607,0.06249999848619852,0.062499999288157256,0.0624999995929384,0.062499999751162695,0.06249999992970879
62,0.016434660471317794,0.01643633682044881,0.016436240644049843,0.016436308080345206,0.016435650141857334,0.016437130917849763,0.016436452132233093,0.016436238307254266,0.01643514795188093,0.016435376402053677,0.016435988531255066,0.01886584573343062,0.022767536652722443,0.027234059582062813,0.032251784630491255,0.037714777279112925,0.04334218168837449,0.05192999707295008,0.06249999360195917,0.06249999699705618,0.06249999906938309,0.062499999475059825,0.06249999966191756,0.06249999976963615,0.06249999992909341
63,0.014640211210738458,0.014640790892306601,0.014639865196971512,0.014640791911923565,0.014640853415919378,0.014641128807393553,0.014640600217732823,0.014640685853434253,0.014640819971701044,0.014640599892945708,0.014641760479637998,0.017380236375439662,0.02203097395475932,0.027819463207799978,0.03508462419591845,0.044256124788279005,0.05573407353847472,0.06249999706007343,0.062499998599206595,0.06249999904065667,0.06249999942984365,0.06249999960350798,0.06249999971655943,0.06249999980481809,0.0624999999387418
