method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.46731028000067454,False,,exact_efim,369.7531286588071,5546296.929882106,0.9999999994335599,3.357142855524457,1652088.4479953584,88791496544.8401,2.342447409222131e+18,2.342447409222131e+18,2.3424244085526477e+18,4.2690392794435257e-19,0.09793902644797375,-13.023496641697944,-5.413462375927289,0.03331675021160698,1.9185282200170004e-05,64,933.7293324948511,88790624744.66881,88790624694.37424,5.546296929882106,1.6520884479953584,88791496544.8401,2.342447409222131e+18,2.3424244085526477e+18,2.342447409222131e+18,0.0009819076147864491,933.7293324948511,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.3130091164033516e-09,False,False,True,-13.256466474732292,-13.256466475671058,-13.023496641697944,-13.023496641697944,-0.23296983303434793,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,23,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.416311487567537,-0.23296983303434793,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.46731028000067454,0.0,249.0,-13.023496641697944,-13.256466475671058,,0.0
uniform,Uniform,ok,ok,1.3305998436408117e-05,False,,none,208.02509033932733,3120376.35508991,1.0,3.357142857142857,929473.8078991221,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,3.1203763550899097,0.9294738078991222,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,24,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00018591999833006412,False,,none,209.47291154093514,3142093.6731140274,1.0000000000000624,3.3571428571430357,935942.7962466817,65859398019.82052,1.7374656613265838e+18,1.7374656613265838e+18,1.7066958102177137e+18,5.7555094311129205e-19,0.11371888483758241,-14.488123372368927,-11.690157096145942,0.017551347830845995,1.2928438209013435e-05,63,34151.78916635237,64693053316.55343,64693053316.557465,3.142093673114027,0.9359427962466818,65859398019.82052,1.737465661326584e+18,1.7066958102177137e+18,1.7374656613265838e+18,1.7709616825104246,34151.78916635237,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.2713977022956933,False,False,True,-13.256466474732292,-14.598743374393194,-14.488123372368927,-14.488123372368927,1.2316568976366344,True,0.25,4,32,-1.6276041666666668e-06,1.0416666666666667e-06,24,natural_tdl,0.0184807294829824,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.006830801001342479,False,,conventional_s2,206.02980221904747,3090447.033285712,0.999999995915586,3.357142845473103,920558.693965908,88790624560.63602,2.342424405024441e+18,2.342424405024441e+18,2.307918043730456e+18,4.269081204307065e-19,0.0979395073606533,-10.243167499457247,-5.873202920005748,0.030685891258882252,1.4243905690555643e-05,64,36165.98908043806,87482646157.12733,87482645799.81198,3.0904470332857117,0.9205586939659081,88790624560.63602,2.342424405024441e+18,2.307918043730456e+18,2.342424405024441e+18,1.4731045842917918,36165.98908043806,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,True,-0.014731049605885942,True,True,True,-13.256466474732292,-10.795273531979852,-10.243167499457247,-10.243167499457247,-3.0132989752750454,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,24,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5025249129976146,False,,conventional_s2,204.91876594977458,3073781.489246619,0.9999999996147237,3.357142856042068,915594.4864587858,88790624863.24316,2.3424244130076524e+18,2.3424244130076524e+18,2.310457073672095e+18,4.2690811897576186e-19,0.09793950719375959,-12.989500170369642,-5.117893234758407,0.04321712994287897,2.592430933884758e-05,64,34809.99885424267,87578888877.21971,87578888843.47765,3.073781489246619,0.9155944864587858,88790624863.24316,2.3424244130076524e+18,2.310457073672095e+18,2.3424244130076524e+18,1.364711670440257,34809.99885424267,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,True,-0.013647117109923265,True,True,True,-13.256466474732292,-13.25646646189018,-12.989500170369642,-12.989500170369642,-0.2669663043626507,False,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,24,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.008151967002049787,False,,exact_efim,205.85534388160573,3087830.158224086,0.9999999963391121,3.3571428466831774,919779.1989324584,89081147662.84824,2.3500888223907195e+18,2.3500888223907195e+18,2.342424384972411e+18,4.2551583177299276e-19,0.09777967036154317,-10.252791640481778,-6.029036004642813,0.027255718580318205,9.922727739096257e-06,64,17044.76058373231,88790624125.60757,88790623800.55505,3.0878301582240857,0.9197791989324584,89081147662.84824,2.35008882239072e+18,2.342424384972411e+18,2.3500888223907195e+18,0.32613394631236364,17044.76058373231,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.2379603649555696e-08,False,False,True,-13.256466474732292,-10.745675231189256,-10.252791640481778,-10.252791640481778,-3.003674834250514,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,24,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5112882960020215,False,,exact_efim,204.7264391029026,3070896.5865435386,0.9999999994449846,3.357142855557099,914735.1538705792,88918479313.72728,2.345797397335525e+18,2.345797397335525e+18,2.342424409244462e+18,4.262942746615076e-19,0.09786906904352945,-13.021230430983852,-5.242052071096886,0.03624525141845509,2.165895146449169e-05,64,11307.280539567313,88790624769.87793,88790624720.59776,3.0708965865435385,0.9147351538705792,88918479313.72728,2.3457973973355244e+18,2.342424409244462e+18,2.345797397335525e+18,0.14378855117215128,11307.280539567313,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.0176679323404304e-09,False,False,True,-13.256466474732292,-13.256466456405317,-13.021230430983852,-13.021230430983852,-0.23523604374843998,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,24,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5122864160002791,False,,exact_efim,204.7264391029026,3070896.5865435386,0.9999999994449846,3.357142855557099,914735.1538705792,88918479313.72728,2.345797397335525e+18,2.345797397335525e+18,2.342424409244462e+18,4.262942746615076e-19,0.09786906904352945,-13.021230430983852,-5.242052071096886,0.03624525141845509,2.165895146449169e-05,64,11307.280539567313,88790624769.87793,88790624720.59776,3.0708965865435385,0.9147351538705792,88918479313.72728,2.3457973973355244e+18,2.342424409244462e+18,2.345797397335525e+18,0.14378855117215128,11307.280539567313,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.0176679323404304e-09,False,False,True,-13.256466474732292,-13.256466456405317,-13.021230430983852,-13.021230430983852,-0.23523604374843998,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,24,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.244981865789811,-0.23523604374843998,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5122864160002791,0.0,249.0,-13.021230430983852,-13.256466456405317,,0.0
uniform,Uniform,ok,ok,1.3803997717332095e-05,False,,none,189.91410404078863,2848711.5606118296,1.0,3.357142857142857,848552.3797567151,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,2.8487115606118296,0.8485523797567152,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,25,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00019576700287871063,False,,none,197.05389081309403,2955808.3621964105,1.0000000000005789,3.3571428571445114,880453.5546963693,67482363951.12467,1.7802818373003645e+18,1.7802818373003645e+18,1.4640240484406764e+18,5.617088143281903e-19,0.11234308009614773,-11.829496163916078,-9.155310056596255,0.02176245247343432,5.3179180013866945e-05,56,109489.2241775442,55494473740.085075,55494473740.1172,2.9558083621964104,0.8804535546963693,67482363951.12467,1.7802818373003645e+18,1.4640240484406764e+18,1.7802818373003645e+18,17.764478760243062,109489.2241775442,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.3749962476018699,False,False,True,-13.256466474732292,-11.829496163916078,-11.829496163916078,-11.829496163916078,-1.4269703108162144,False,0.25,4,32,-1.0416666666666667e-06,1.0416666666666667e-06,25,natural_tdl,0.02198425395888335,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007500012001401046,False,,conventional_s2,194.81973597742177,2922296.0396613264,0.9999999987536239,3.3571428535817827,870471.1616735308,88790624819.37283,2.34242441185029e+18,2.34242441185029e+18,1.9550459278518582e+18,4.2690811918669173e-19,0.09793950721795493,-11.64617592603975,-4.5069929352772915,0.03706622699062433,7.689761565215518e-05,64,121176.52980318271,74106873554.89772,74106873462.53268,2.9222960396613264,0.8704711616735308,88790624819.37283,2.34242441185029e+18,1.9550459278518582e+18,2.34242441185029e+18,16.537502001716256,121176.52980318271,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,False,-0.16537502077268076,True,True,True,-13.256466474732292,-11.64617592603975,-11.64617592603975,-11.64617592603975,-1.610290548692543,False,0.25,4,32,-1.0416666666666667e-06,1.0416666666666667e-06,25,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.49494462800066685,False,,conventional_s2,194.63831436554236,2919574.7154831355,0.9999999996578017,3.357142856165148,869660.5538014414,88790624869.24332,2.3424244131659453e+18,2.3424244131659453e+18,2.0202939759581532e+18,4.2690811894691288e-19,0.09793950719045037,-13.054109132727167,-4.100458027903937,0.042751823785183204,7.591686515206577e-05,64,110501.11097548805,76580129372.81018,76580129346.6046,2.9195747154831357,0.8696605538014415,88790624869.24332,2.3424244131659453e+18,2.0202939759581532e+18,2.3424244131659453e+18,13.752009900392517,110501.11097548805,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,False,False,-0.13752009930023437,True,True,True,-13.256466474732292,-13.256466479088829,-13.054109132727167,-13.054109132727167,-0.20235734200512567,True,0.25,4,32,-2.213541666666667e-06,1.0416666666666667e-06,25,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009387189002154628,False,,exact_efim,193.24350177713006,2898652.526656951,0.9999999982939984,3.3571428522685673,863428.4134493131,92491867349.52866,2.440068514191643e+18,2.440068514191643e+18,2.3424244008105984e+18,4.0982455786955e-19,0.09595988012690312,-11.579746869115548,-2.702128281546194,0.05124135979651384,7.99291749788014e-05,64,60837.84147169022,88790624552.38542,88790624400.90848,2.8986525266569507,0.8634284134493131,92491867349.52866,2.440068514191643e+18,2.3424244008105984e+18,2.440068514191643e+18,4.001695559495087,60837.84147169022,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.618152810186954e-09,False,False,True,-13.256466474732292,-11.579746869115548,-11.579746869115548,-11.579746869115548,-1.6767196056167446,False,0.25,4,32,-1.3020833333333335e-06,1.0416666666666667e-06,25,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4996005069988314,False,,exact_efim,192.81854670535498,2892278.2005803245,0.9999999995844583,3.3571428559555954,861529.6770732894,90849520169.31903,2.39674103299098e+18,2.39674103299098e+18,2.3424244102032686e+18,4.172332288866702e-19,0.09682336045642327,-13.176186405096164,-2.6031428433676345,0.05678955376465032,7.855172539064003e-05,64,45375.052762865605,88790624793.83797,88790624756.94176,2.8922782005803245,0.8615296770732894,90849520169.31903,2.39674103299098e+18,2.3424244102032686e+18,2.39674103299098e+18,2.2662699907936155,45375.052762865605,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.6083456411785545e-09,False,False,True,-13.256466474732292,-13.256466466102111,-13.176186405096164,-13.176186405096164,-0.0802800696361281,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,25,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4764561039992259,False,,exact_efim,192.81854670535498,2892278.2005803245,0.9999999995844583,3.3571428559555954,861529.6770732894,90849520169.31903,2.39674103299098e+18,2.39674103299098e+18,2.3424244102032686e+18,4.172332288866702e-19,0.09682336045642327,-13.176186405096164,-2.6031428433676345,0.05678955376465032,7.855172539064003e-05,64,45375.052762865605,88790624793.83797,88790624756.94176,2.8922782005803245,0.8615296770732894,90849520169.31903,2.39674103299098e+18,2.3424244102032686e+18,2.39674103299098e+18,2.2662699907936155,45375.052762865605,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.6083456411785545e-09,False,False,True,-13.256466474732292,-13.256466466102111,-13.176186405096164,-13.176186405096164,-0.0802800696361281,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,25,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-2.612179628343829,-0.0802800696361281,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4764561039992259,0.0,249.0,-13.176186405096164,-13.256466466102111,,0.0
uniform,Uniform,ok,ok,1.387100201100111e-05,False,,none,354.7885766243104,5321828.649364656,1.0,3.357142857142857,1585225.5551298975,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,5.321828649364656,1.5852255551298975,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,26,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00021454799934872426,False,,none,354.80550635765354,5322082.595364803,1.0000000000007359,3.35714285714496,1585301.1986183103,76336677593.73146,2.0138713685015903e+18,2.0138713685015903e+18,2.0132105069648768e+18,4.965560440655375e-19,0.10562697526401213,-13.314914910465241,-9.817537602416548,0.01592961840099072,9.6191358556128e-08,64,-5005.022120971945,76311627347.24387,76311627347.30002,5.322082595364804,1.5853011986183103,76336677593.73146,2.0138713685015903e+18,2.0132105069648768e+18,2.0138713685015903e+18,0.03281547903455136,5005.022120971945,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.14054408972273388,False,False,True,-13.256466474732292,-13.493488910116454,-13.314914910465241,-13.314914910465241,0.05844843573294867,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,26,natural_tdl,0.01606147015569938,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007529512997280108,False,,conventional_s2,353.4617772351114,5301926.658526671,0.9999999991264368,3.3571428546469626,1579297.3037140006,88790624886.01418,2.3424244136083845e+18,2.3424244136083845e+18,2.341762975754375e+18,4.269081188662781e-19,0.09793950718120092,-10.506457099141503,-6.235480925619652,0.02324515737081922,7.692877593062604e-06,64,-5007.204011547252,88765552871.56516,88765552794.02283,5.301926658526671,1.5792973037140006,88790624886.01418,2.3424244136083845e+18,2.341762975754375e+18,2.3424244136083845e+18,0.028237319000207692,5007.204011547252,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0002823733446324174,True,False,True,-13.256466474732292,-10.977067167543197,-10.50070327945906,-10.50070327945906,-2.755763195273232,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,26,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47097975200085784,False,,conventional_s2,352.184892632252,5282773.38948378,0.9999999994771632,3.357142855649038,1573592.0741634506,88790624861.46515,2.342424412960746e+18,2.342424412960746e+18,2.3417439829431695e+18,4.269081189843106e-19,0.0979395071947402,-13.023577175328418,-5.410529039808325,0.03416801042441053,1.928656116709987e-05,64,-5078.582311592592,88764832909.59253,88764832863.18301,5.28277338948378,1.5735920741634506,88790624861.46515,2.342424412960746e+18,2.3417439829431695e+18,2.342424412960746e+18,0.02904810989040228,5078.582311592592,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.00029048152993494205,True,False,True,-13.256466474732292,-13.256466466599626,-13.023577175328418,-13.023577175328418,-0.23288929940387426,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,26,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.00937637300012284,False,,exact_efim,353.458293709861,5301874.405647915,0.999999999142636,3.357142854693246,1579281.739004927,88801680669.45772,2.342716081079843e+18,2.342716081079843e+18,2.3424244099939343e+18,4.268549689295101e-19,0.09793341027133444,-10.50442710432529,-6.2338380325549805,0.023003412125573705,7.660392014205346e-06,64,-3325.0444298299212,88790624825.13274,88790624749.00685,5.301874405647915,1.579281739004927,88801680669.45772,2.342716081079843e+18,2.3424244099939343e+18,2.342716081079843e+18,0.012450125231310071,3325.0444298299212,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.6977121414384937e-09,False,False,True,-13.256466474732292,-10.974489426542714,-10.49850723323221,-10.49850723323221,-2.7579592415000818,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,26,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4810288070002571,False,,exact_efim,352.17924988089584,5282688.748213437,0.9999999994542507,3.3571428555835734,1573566.8619008306,88795257829.00117,2.342546637309069e+18,2.342546637309069e+18,2.342424410099668e+18,4.2688584469281704e-19,0.09793695212317848,-13.02382475773393,-5.409877915888904,0.03337191091365697,1.9239365710391105e-05,64,-2152.4581271145007,88790624801.47215,88790624753.01472,5.282688748213437,1.5735668619008307,88795257829.00117,2.3425466373090683e+18,2.342424410099668e+18,2.342546637309069e+18,0.005217706552952,2152.4581271145007,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.652573595507456e-09,False,False,True,-13.256466474732292,-13.25646646886399,-13.02382475773393,-13.02382475773393,-0.2326417169983621,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,26,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.48535135199927026,False,,exact_efim,352.17924988089584,5282688.748213437,0.9999999994542507,3.3571428555835734,1573566.8619008306,88795257829.00117,2.342546637309069e+18,2.342546637309069e+18,2.342424410099668e+18,4.2688584469281704e-19,0.09793695212317848,-13.02382475773393,-5.409877915888904,0.03337191091365697,1.9239365710391105e-05,64,-2152.4581271145007,88790624801.47215,88790624753.01472,5.282688748213437,1.5735668619008307,88795257829.00117,2.3425466373090683e+18,2.342424410099668e+18,2.342546637309069e+18,0.005217706552952,2152.4581271145007,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.652573595507456e-09,False,False,True,-13.256466474732292,-13.25646646886399,-13.02382475773393,-13.02382475773393,-0.2326417169983621,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,26,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.41273809806964,-0.2326417169983621,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.48535135199927026,0.0,249.0,-13.02382475773393,-13.25646646886399,,0.0
uniform,Uniform,ok,ok,1.3494998711394146e-05,False,,none,343.0179103147425,5145268.654721137,1.0,3.357142857142857,1532633.2162999131,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,5.1452686547211375,1.5326332162999132,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,27,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00020581100034178235,False,,none,343.0207080591539,5145310.620887308,0.9999999999993421,3.3571428571409774,1532645.7168609074,76520910418.71756,2.01873169545153e+18,2.01873169545153e+18,2.0186764776380204e+18,4.953605287186665e-19,0.10549974413804396,-13.312758155031627,-9.766212595982438,0.015751784189140142,1.5743409816199646e-08,64,-1446.7395902473431,76518817363.32591,76518817363.27557,5.145310620887308,1.5326457168609073,76520910418.71756,2.01873169545153e+18,2.0186764776380204e+18,2.01873169545153e+18,0.0027352725294820033,1446.7395902473431,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13821062246524485,False,False,True,-13.256466474732292,-13.502818370739156,-13.312758155031627,-13.312758155031627,0.056291680299334956,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,27,natural_tdl,0.01602986390696624,,,,,,,,,,,,,,,,,,,,,,,,,,,
