method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
conventional_s2,Conventional $S_2$,ok,optimal,0.008182176999980584,False,,conventional_s2,302.73381224904483,4541007.183735672,0.999999998333198,3.3571428523805658,1352640.4396272928,88790624835.63774,2.3424244122793815e+18,2.3424244122793815e+18,2.34232339469667e+18,4.2690811910848964e-19,0.09793950720898452,-10.472733314453633,-6.2378548823090725,0.022585955649821663,7.599323275092257e-06,64,-1956.8126608660061,88786795867.8444,88786795719.8544,4.5410071837356725,1.3526404396272929,88790624835.63774,2.3424244122793815e+18,2.34232339469667e+18,2.3424244122793815e+18,0.004312522623216565,1956.8126608660061,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-4.312594823721801e-05,True,False,True,-13.256466474732292,-10.948439925167154,-10.468555599361766,-10.468555599361766,-2.7879108753705264,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,301,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5100909409993619,False,,conventional_s2,301.4446063145531,4521669.094718296,0.9999999994525364,3.3571428555786755,1346880.156501082,88790624857.4545,2.342424412854939e+18,2.342424412854939e+18,2.3423140227880443e+18,4.269081190035939e-19,0.09793950719695214,-13.023650006289419,-5.4142158122159865,0.033588660541445124,1.918578109608282e-05,64,-2045.576669247768,88786440522.15436,88786440473.54701,4.5216690947182965,1.346880156501082,88790624857.4545,2.342424412854939e+18,2.3423140227880443e+18,2.342424412854939e+18,0.004712641581476046,2045.576669247768,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-4.712689211827732e-05,True,False,True,-13.256466474732292,-13.256466465214631,-13.023650006289419,-13.023650006289419,-0.23281646844287351,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,301,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009340107997559244,False,,exact_efim,302.73330602503404,4540999.590375511,0.9999999979716582,3.357142851347595,1352638.1781915245,88792396228.38333,2.3424711441682345e+18,2.3424711441682345e+18,2.3424244035856133e+18,4.268996023663209e-19,0.09793853026610863,-10.472327140454617,-6.23736728417292,0.02249761540870575,7.596105666122898e-06,64,-1331.060588514798,88790624686.19437,88790624506.09663,4.540999590375511,1.3526381781915244,88792396228.38333,2.3424711441682345e+18,2.3424244035856133e+18,2.3424711441682345e+18,0.001995353613535362,1331.060588514798,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.433476414462403e-09,False,False,True,-13.256466474732292,-10.948069783772782,-10.468153474385806,-10.468153474385806,-2.788313000346486,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,301,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5137388419971103,False,,exact_efim,301.44369866965144,4521655.480044772,0.9999999996145656,3.3571428560416163,1346876.100880683,88791393245.41527,2.342444684034703e+18,2.342444684034703e+18,2.3424244110094536e+18,4.2690442460206466e-19,0.097939083418823,-13.023594788914355,-5.4139434003674145,0.033287522718851666,1.917957694508493e-05,64,-876.6173138755832,88790624821.72354,88790624787.50058,4.521655480044772,1.3468761008806829,88791393245.41527,2.3424446840347034e+18,2.3424244110094536e+18,2.342444684034703e+18,0.0008654644178987007,876.6173138755832,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.2641787364999025e-09,False,False,True,-13.256466474732292,-13.256466467554105,-13.023594788914355,-13.023594788914355,-0.23287168581793694,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,301,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4861765169989667,False,,exact_efim,301.44369866965144,4521655.480044772,0.9999999996145656,3.3571428560416163,1346876.100880683,88791393245.41527,2.342444684034703e+18,2.342444684034703e+18,2.3424244110094536e+18,4.2690442460206466e-19,0.097939083418823,-13.023594788914355,-5.4139434003674145,0.033287522718851666,1.917957694508493e-05,64,-876.6173138755832,88790624821.72354,88790624787.50058,4.521655480044772,1.3468761008806829,88791393245.41527,2.3424446840347034e+18,2.3424244110094536e+18,2.342444684034703e+18,0.0008654644178987007,876.6173138755832,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.2641787364999025e-09,False,False,True,-13.256466474732292,-13.256466467554105,-13.023594788914355,-13.023594788914355,-0.23287168581793694,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,301,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.416795138962599,-0.23287168581793694,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4861765169989667,0.0,249.0,-13.023594788914355,-13.256466467554105,,0.0
uniform,Uniform,ok,ok,1.5473000530619174e-05,False,,none,233.5596493536219,3503394.7403043285,1.0,3.357142857142857,1043564.3907289489,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,3.5033947403043286,1.043564390728949,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,302,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00022057699970901012,False,,none,233.8650995869865,3507976.4938047975,0.9999999999991004,3.357142857140287,1044929.1683681866,76875129144.25137,2.0280764949899139e+18,2.0280764949899139e+18,2.0130790941647777e+18,4.930780483233071e-19,0.10525640710332258,-13.20849407728316,-9.569555104990576,0.017291262252758337,2.060685295640053e-06,64,-23842.88272803733,76306646087.5376,76306646087.46895,3.5079764938047977,1.0449291683681865,76875129144.25137,2.0280764949899139e+18,2.0130790941647777e+18,2.0280764949899139e+18,0.7394889128780477,23842.88272803733,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.14060019091401044,False,False,True,-13.256466474732292,-13.434610920113851,-13.20849407728316,-13.20849407728316,-0.04797239744913284,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,302,natural_tdl,0.017658029942870385,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007796739999321289,False,,conventional_s2,232.83923260658602,3492588.4890987906,0.9999999983856885,3.3571428525305387,1040345.5088204412,88790624806.37607,2.3424244115074166e+18,2.3424244115074166e+18,2.327426154403904e+18,4.2690811924918065e-19,0.0979395072251229,-10.470456347657457,-6.213747432599047,0.024100772948125574,9.644559144326642e-06,64,-23843.56339366326,88222109434.40416,88222109291.98619,3.4925884890987904,1.0403455088204412,88790624806.37607,2.3424244115074166e+18,2.327426154403904e+18,2.3424244115074166e+18,0.6402877732076218,23843.56339366326,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.006402878776937273,True,False,True,-13.256466474732292,-10.892565457467015,-10.455782671930276,-10.455782671930276,-2.8006838028020162,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,302,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.52542063600049,False,,conventional_s2,231.6946561882736,3475419.842824104,0.9999999996160375,3.3571428560458214,1035231.4428816395,88790624867.50002,2.3424244131199544e+18,2.3424244131199544e+18,2.3267075485851924e+18,4.2690811895529476e-19,0.09793950719141185,-13.047399167448024,-5.360074735375942,0.03721323459885636,2.155499436030591e-05,64,-24408.085638007076,88194870257.08,88194870223.21648,3.475419842824104,1.0352314428816394,88790624867.50002,2.3424244131199544e+18,2.3267075485851924e+18,2.3424244131199544e+18,0.6709657074410422,24408.085638007076,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.006709657435162333,True,False,True,-13.256466474732292,-13.256466467345291,-13.047399167448024,-13.047399167448024,-0.20906730728426837,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,302,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.010476384999492439,False,,exact_efim,232.77406812578548,3491611.0218867823,0.9999999980731599,3.3571428516375996,1040054.3486505466,89050493501.31285,2.3492801215120927e+18,2.3492801215120927e+18,2.342424405482817e+18,4.2566230856980954e-19,0.09779649843171605,-10.418033421118196,-6.151039555349764,0.023188563363065882,9.101296488109413e-06,64,-16120.450483860604,88790624749.09631,88790624578.01097,3.4916110218867824,1.0400543486505467,89050493501.31285,2.3492801215120927e+18,2.342424405482817e+18,2.3492801215120927e+18,0.29182199119205204,16120.450483860604,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-3.6235447467916385e-09,False,False,True,-13.256466474732292,-10.840675292140869,-10.402681895662047,-10.402681895662047,-2.853784579070245,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,302,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5068648149972432,False,,exact_efim,231.5797975211686,3473696.9628175288,0.9999999994844788,3.35714285566994,1034718.2446974928,88892938533.28862,2.345123594806046e+18,2.345123594806046e+18,2.342424409841622e+18,4.2641675782666167e-19,0.09788312793797453,-13.04226036610866,-5.329330329471747,0.03412995853343339,2.0581081743128696e-05,64,-10115.027934116872,88790624789.00685,88790624743.2334,3.4736969628175287,1.0347182446974927,88892938533.28862,2.345123594806046e+18,2.342424409841622e+18,2.345123594806046e+18,0.1150977701304237,10115.027934116872,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7627355074397948e-09,False,False,True,-13.256466474732292,-13.256466460098666,-13.04226036610866,-13.04226036610866,-0.21420610862363176,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,302,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5048907900018094,False,,exact_efim,231.5797975211686,3473696.9628175288,0.9999999994844788,3.35714285566994,1034718.2446974928,88892938533.28862,2.345123594806046e+18,2.345123594806046e+18,2.342424409841622e+18,4.2641675782666167e-19,0.09788312793797453,-13.04226036610866,-5.329330329471747,0.03412995853343339,2.0581081743128696e-05,64,-10115.027934116872,88790624789.00685,88790624743.2334,3.4736969628175287,1.0347182446974927,88892938533.28862,2.345123594806046e+18,2.342424409841622e+18,2.345123594806046e+18,0.1150977701304237,10115.027934116872,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7627355074397948e-09,False,False,True,-13.256466474732292,-13.256466460098666,-13.04226036610866,-13.04226036610866,-0.21420610862363176,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,302,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.332737989279161,-0.21420610862363176,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5048907900018094,0.0,249.0,-13.04226036610866,-13.256466460098666,,0.0
uniform,Uniform,ok,ok,1.4237000868888572e-05,False,,none,317.9437378181267,4769156.0672719,1.0,3.357142857142857,1420599.6796129064,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,4.769156067271901,1.4205996796129063,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,303,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.0001771179995557759,False,,none,317.9574789301438,4769362.183952156,1.0000000000003855,3.3571428571439585,1420661.076070389,77014962587.50897,2.0317655023794442e+18,2.0317655023794442e+18,2.031238016085604e+18,4.921827833127782e-19,0.10516080845394118,-13.235915144514514,-9.609484424595426,0.0160101510168964,7.831761577255258e-08,64,4471.532102780214,76994967988.13309,76994967988.16277,4.769362183952157,1.420661076070389,77014962587.50897,2.0317655023794442e+18,2.031238016085604e+18,2.0317655023794442e+18,0.02596196722615762,4471.532102780214,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.1328479997173499,False,False,True,-13.256466474732292,-13.450125556687365,-13.235915144514514,-13.235915144514514,-0.020551330217777775,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,303,natural_tdl,0.01621678338788004,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.009476129998802207,False,,conventional_s2,316.7744290653623,4751616.4359804345,0.9999999985894015,3.3571428531125758,1415375.1102890878,88790624859.5998,2.342424412911535e+18,2.342424412911535e+18,2.3418973964801055e+18,4.269081189932793e-19,0.09793950719576898,-10.541634574823547,-6.235514782086992,0.022839690050731814,7.714185482550205e-06,64,4469.540136705173,88770648195.8141,88770648070.59436,4.751616435980434,1.4153751102890877,88790624859.5998,2.342424412911535e+18,2.3418973964801055e+18,2.342424412911535e+18,0.022498759342017473,4469.540136705173,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.00022498804548312946,True,False,True,-13.256466474732292,-11.004926296218008,-10.533678650785337,-10.533678650785337,-2.7227878239469554,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,303,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4945360290003009,False,,conventional_s2,315.5503309362109,4733254.964043164,0.999999999630954,3.35714285608844,1409905.7344131295,88790624871.59976,2.3424244132281114e+18,2.3424244132281114e+18,2.3418569831116795e+18,4.269081189355831e-19,0.09793950718915077,-13.024544150588948,-5.415741755752849,0.03382200956260465,1.921385195016359e-05,64,4637.7459471786915,88769116216.89702,88769116184.13713,4.733254964043164,1.4099057344131296,88790624871.59976,2.3424244132281114e+18,2.3418569831116795e+18,2.3424244132281114e+18,0.024224052363332936,4637.7459471786915,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0002422408405722476,True,False,True,-13.256466474732292,-13.256466472558015,-13.024544150588948,-13.024544150588948,-0.23192232414334413,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,303,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.010208368999883533,False,,exact_efim,316.77177510682986,4751576.626602448,0.9999999986370112,3.3571428532486034,1415363.2521191328,88799872907.06026,2.3426683897072543e+18,2.3426683897072543e+18,2.342424406312143e+18,4.2686365872079853e-19,0.09793440711642962,-10.539716688114627,-6.23306731288532,0.022639687629758775,7.697051379468526e-06,64,3041.1013836996494,88790624730.46756,88790624609.44693,4.751576626602447,1.4153632521191328,88799872907.06026,2.3426683897072543e+18,2.342424406312143e+18,2.3426683897072543e+18,0.010414764470438464,3041.1013836996494,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-3.269498819395334e-09,False,False,True,-13.256466474732292,-11.003021425286123,-10.531733295665234,-10.531733295665234,-2.7247331790670586,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,303,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5193280060011602,False,,exact_efim,315.5456644040927,4733184.96606139,0.9999999994605845,3.35714285560167,1409884.884154894,88794611799.32426,2.34252959411685e+18,2.34252959411685e+18,2.342424410148215e+18,4.2688895052231213e-19,0.097937308395148,-13.02436093109195,-5.413897073646819,0.03333661746625187,1.9188272153495788e-05,64,1996.7584910296926,88790624802.74995,88790624754.85492,4.73318496606139,1.4098848841548939,88794611799.32426,2.34252959411685e+18,2.342424410148215e+18,2.34252959411685e+18,0.004490187398253429,1996.7584910296926,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.6318485656151544e-09,False,False,True,-13.256466474732292,-13.256466465353789,-13.02436093109195,-13.02436093109195,-0.2321055436403423,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,303,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.48404110300180037,False,,exact_efim,315.5456644040927,4733184.96606139,0.9999999994605845,3.35714285560167,1409884.884154894,88794611799.32426,2.34252959411685e+18,2.34252959411685e+18,2.342424410148215e+18,4.2688895052231213e-19,0.097937308395148,-13.02436093109195,-5.413897073646819,0.03333661746625187,1.9188272153495788e-05,64,1996.7584910296926,88790624802.74995,88790624754.85492,4.73318496606139,1.4098848841548939,88794611799.32426,2.34252959411685e+18,2.342424410148215e+18,2.34252959411685e+18,0.004490187398253429,1996.7584910296926,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.6318485656151544e-09,False,False,True,-13.256466474732292,-13.256466465353789,-13.02436093109195,-13.02436093109195,-0.2321055436403423,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,303,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.416770541074216,-0.2321055436403423,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.48404110300180037,0.0,249.0,-13.02436093109195,-13.256466465353789,,0.0
uniform,Uniform,ok,ok,1.382899790769443e-05,False,,none,263.9084184136934,3958626.2762054014,1.0,3.357142857142857,1179165.273763311,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,3.9586262762054014,1.1791652737633112,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,304,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00021128500156919472,False,,none,264.88446335398845,3973266.950309827,1.0000000000006668,3.3571428571447623,1183526.325623532,80563104820.76053,2.125370598647131e+18,2.125370598647131e+18,2.1134090048593526e+18,4.7050617931599e-19,0.10281899937364686,-12.297283181466408,-7.861591855459817,0.017464034143099386,7.807086955311598e-06,64,21293.413521448972,80109695361.31139,80109695361.3648,3.973266950309827,1.183526325623532,80563104820.76053,2.125370598647131e+18,2.1134090048593526e+18,2.125370598647131e+18,0.5628003791617451,21293.413521448972,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.09776853747999276,False,False,True,-13.256466474732292,-12.83291130150837,-12.297283181466408,-12.297283181466408,-0.9591832932658839,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,304,natural_tdl,0.01769791111419189,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007496952999645146,False,,conventional_s2,264.3889896097831,3965834.844146746,0.9999999996839742,3.3571428562399266,1181312.5070848393,88790624891.15295,2.342424413743953e+18,2.342424413743953e+18,2.330462814401135e+18,4.2690811884157067e-19,0.09793950717836679,-10.456538749757884,-5.8313201219736595,0.021932853737445718,1.464829721193e-05,64,21293.418469217206,88337215249.10788,88337215221.19104,3.9658348441467464,1.1813125070848394,88790624891.15295,2.342424413743953e+18,2.330462814401135e+18,2.342424413743953e+18,0.5106503873778911,21293.418469217206,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.005106503970083381,True,False,True,-13.256466474732292,-10.781613805970935,-10.418712181650601,-10.418712181650601,-2.837754293081691,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,304,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.50212226900112,False,,conventional_s2,262.846684783618,3942700.27175427,0.9999999994613331,3.357142855603809,1174421.3580822267,88790624855.13565,2.3424244127937644e+18,2.3424244127937644e+18,2.3311320427992407e+18,4.2690811901474307e-19,0.09793950719823104,-13.060032928684864,-5.128376630886942,0.04020350694805756,2.4643695353706402e-05,64,20689.181670443315,88362582664.7716,88362582617.17361,3.94270027175427,1.1744213580822267,88790624855.13565,2.3424244127937644e+18,2.3311320427992407e+18,2.3424244127937644e+18,0.4820804433580615,20689.181670443315,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.004820804933600417,True,False,True,-13.256466474732292,-13.256466455245967,-13.060032928684864,-13.060032928684864,-0.19643354604742846,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,304,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.010043762002169387,False,,exact_efim,264.3475402877631,3965213.104316446,0.9999999986318856,3.357142853233959,1181127.3090439772,89052978856.73126,2.3493456887633203e+18,2.3493456887633203e+18,2.342424406964269e+18,4.256504288759622e-19,0.0977951337342276,-10.401280433371955,-5.752935828058621,0.02219798840740672,1.452994405827532e-05,64,16197.352343026045,88790624755.6418,88790624634.16606,3.965213104316446,1.1811273090439771,89052978856.73126,2.3493456887633203e+18,2.342424406964269e+18,2.3493456887633203e+18,0.2946046566137561,16197.352343026045,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.991100846717716e-09,False,False,True,-13.256466474732292,-10.739299707759212,-10.366219362014315,-10.366219362014315,-2.8902471127179776,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,304,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
