method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,total_solve_time_s,asymmetry
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5099394139979267,False,,exact_efim,208.9407315386764,3134110.973080146,0.9999999996513964,3.3571428561468473,933564.970981698,90198905567.84157,2.379576883867045e+18,2.379576883867045e+18,2.342424410702445e+18,4.202427779408003e-19,0.09717193177572431,-13.061637434362618,-2.355519239430938,0.062499997457918656,8.203526582168619e-05,62,37527.06746428787,88790624806.81601,88790624775.86328,3.134110973080146,0.933564970981698,90198905567.84157,2.3795768838670454e+18,2.342424410702445e+18,2.379576883867045e+18,1.5613058530062458,37527.06746428787,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.3952431628134855e-09,False,False,True,-13.256466474732292,-13.256466473952422,-13.061637434362618,-13.061637434362618,-0.1948290403696742,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,5,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-2.359970167586333,-0.1948290403696742,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5099394139979267,0.0,249.0,-13.061637434362618,-13.256466473952422,,0.0,,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,1.681015739999566,False,,exact_efim,200.32955576053553,3004943.336408033,0.9327566106224294,3.1650188874926557,949423.5084292229,89202921221.73576,2.35330138405065e+18,2.35330138405065e+18,2.342424412445325e+18,4.249349474646283e-19,0.09771290660144291,-13.027326114116198,-0.38693645600732574,0.062499999968978946,0.00011775358700576041,64,21024.253911072963,95191632876.96008,88790624841.9279,3.004943336408033,0.9494235084292229,89202921221.73576,2.3533013840506506e+18,2.342424412445325e+18,2.35330138405065e+18,0.4622005357683165,21024.253911072963,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-6.511936500073903e-10,False,False,True,-13.256466474732292,-13.256466467751455,-13.027326114116198,-13.027326114116198,-0.22914036061609444,True,0.25,4,32,-3.3203125000000002e-06,1.0416666666666667e-06,5,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,251.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.3906422638668745,-0.22914036061609444,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,1.681015739999566,2.0,251.0,-12.98969906992087,-13.25646645236091,-2.24609375e-06,1.0,4.0,True,949423.5090499106,-0.0019644880667328835,0.7807886119953764,
uniform,Uniform,ok,ok,1.4154000382404774e-05,False,,none,425.65571656786244,6384835.748517937,1.0,3.357142857142857,1901865.9676436407,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,6.384835748517937,1.9018659676436407,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,6,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00020584999947459437,False,,none,425.65614666677817,6384842.200001673,0.9999999999997637,3.357142857142182,1901867.8893625827,76729885264.99979,2.024244752515718e+18,2.024244752515718e+18,2.0242269006915978e+18,4.94011407838507e-19,0.10535598121961613,-13.273325191532454,-9.701409516997035,0.015676579032618324,2.3248359244079305e-09,64,822.6063602028813,76729208583.79407,76729208583.77594,6.384842200001673,1.9018678893625827,76729885264.99979,2.0242447525157184e+18,2.0242269006915978e+18,2.024244752515718e+18,0.0008819004766038233,822.6063602028813,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13584110180089656,False,False,True,-13.256466474732292,-13.472311627402414,-13.273325191532454,-13.273325191532454,0.01685871680016149,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,6,natural_tdl,0.015788823673451333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.008635015998152085,False,,conventional_s2,424.35084612034,6365262.6918051,0.9999999993253117,3.3571428552151765,1896035.6965200154,88790624907.8284,2.342424414183875e+18,2.342424414183875e+18,2.3424063325545e+18,4.2690811876139464e-19,0.09793950716916996,-10.53678899054507,-6.236208458992252,0.022732798750152976,7.641482580894801e-06,64,827.8841062003823,88789939575.6411,88789939515.73557,6.3652626918051,1.8960356965200154,88790624907.8284,2.342424414183875e+18,2.3424063325545e+18,2.342424414183875e+18,0.0007719194380611776,827.8841062003823,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-7.71910337373823e-06,True,False,True,-13.256466474732292,-11.003449978440731,-10.529640344263562,-10.529640344263562,-2.72682613046873,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,6,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47714781800095807,False,,conventional_s2,423.0625798368782,6345938.697553173,0.9999999996738818,3.357142856211091,1890279.6125617574,88790624882.18672,2.342424413507411e+18,2.342424413507411e+18,2.3424055412961613e+18,4.269081188846806e-19,0.09793950718331183,-13.023415307180189,-5.413734698224328,0.03341365134452093,1.9182186478896686e-05,64,845.7892443258455,88789909551.69714,88789909522.74113,6.345938697553173,1.8902796125617574,88790624882.18672,2.342424413507411e+18,2.3424055412961613e+18,2.342424413507411e+18,0.0008056700203788365,845.7892443258455,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-8.056897982647177e-06,True,False,True,-13.256466474732292,-13.2564664841275,-13.023415307180189,-13.023415307180189,-0.23305116755210342,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,6,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.010299064000719227,False,,exact_efim,424.350750622834,6365261.25934251,0.9999999994775832,3.357142855650238,1896035.2695833184,88790931456.05714,2.342432501367132e+18,2.342432501367132e+18,2.342424412061569e+18,4.2690664487295244e-19,0.09793933810230768,-10.536756485037646,-6.236142309234671,0.022693412088156614,7.640779396490707e-06,64,553.7406214533862,88790624873.76717,88790624827.38145,6.36526125934251,1.8960352695833185,88790931456.05714,2.342432501367132e+18,2.342424412061569e+18,2.342432501367132e+18,0.0003453378297310499,553.7406214533862,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-8.15022106418279e-10,False,False,True,-13.256466474732292,-11.003404365972816,-10.529603223687847,-10.529603223687847,-2.7268632510444455,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,6,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5038145430007717,False,,exact_efim,423.0624185961166,6345936.278941749,0.9999999996687556,3.357142856196445,1890278.8921325584,88790756656.7784,2.342427889910703e+18,2.342427889910703e+18,2.3424244168926116e+18,4.269074853092368e-19,0.09793943450714687,-13.023416771729037,-5.413681495732971,0.03332955395665476,1.918129025005378e-05,64,362.8309168385891,88790625039.91562,88790625010.50423,6.345936278941749,1.8902788921325584,88790756656.7784,2.3424278899107026e+18,2.3424244168926116e+18,2.342427889910703e+18,0.0001482657419884288,362.8309168385891,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,1.247389184715248e-09,False,False,True,-13.256466474732292,-13.256466480444917,-13.023416771729037,-13.023416771729037,-0.233049703003255,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,6,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5071747380025045,False,,exact_efim,423.0624185961166,6345936.278941749,0.9999999996687556,3.357142856196445,1890278.8921325584,88790756656.7784,2.342427889910703e+18,2.342427889910703e+18,2.3424244168926116e+18,4.269074853092368e-19,0.09793943450714687,-13.023416771729037,-5.413681495732971,0.03332955395665476,1.918129025005378e-05,64,362.8309168385891,88790625039.91562,88790625010.50423,6.345936278941749,1.8902788921325584,88790756656.7784,2.3424278899107026e+18,2.3424244168926116e+18,2.342427889910703e+18,0.0001482657419884288,362.8309168385891,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,1.247389184715248e-09,False,False,True,-13.256466474732292,-13.256466480444917,-13.023416771729037,-13.023416771729037,-0.233049703003255,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,6,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.416528111937197,-0.233049703003255,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5071747380025045,0.0,249.0,-13.023416771729037,-13.256466480444917,,0.0,,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,1.7201652309995552,False,,exact_efim,407.84827163929276,6117724.074589391,0.9188603205159034,3.12531520147401,1957474.264261107,88790643411.52388,2.3424249023379804e+18,2.3424249023379804e+18,2.3424244113889556e+18,4.2690802979506296e-19,0.09793949696402424,-13.035810851181145,-0.6094258503913529,0.06249999977359202,0.00010343396243459252,64,142.31288248962073,96631253760.12903,88790624801.88576,6.1177240745893915,1.957474264261107,88790643411.52388,2.3424249023379804e+18,2.3424244113889556e+18,2.3424249023379804e+18,2.0959008089351445e-05,142.31288248962073,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.1021662174463219e-09,False,False,True,-13.256466474732292,-13.256466463882727,-13.035810851181145,-13.035810851181145,-0.22065562355114743,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,6,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,251.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.6130367743533732,-0.22065562355114743,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,1.7201652309995552,2.0,251.0,-12.992124883154963,-13.256466460453742,-3.2877604166666667e-06,1.0,4.0,True,1957474.2642240757,0.0001157345250248909,0.8405803809982899,
uniform,Uniform,ok,ok,1.5080997400218621e-05,False,,none,231.57771601717823,3473665.7402576734,1.0,3.357142857142857,1034708.943906541,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,3.4736657402576734,1.034708943906541,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,7,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.0001825420004024636,False,,none,231.62822375888288,3474423.356383243,1.0000000000001696,3.357142857143342,1034934.6167948591,76971557202.66895,2.0306204058868598e+18,2.0306204058868598e+18,2.0281318438920497e+18,4.92460332369829e-19,0.10519045513256398,-13.173787513115837,-9.607606484983101,0.016419897653236152,3.2020895897336856e-07,64,9712.365005686983,76877227168.65219,76877227168.66524,3.474423356383243,1.034934616794859,76971557202.66895,2.0306204058868598e+18,2.0281318438920497e+18,2.0306204058868598e+18,0.12255180670871124,9712.365005686983,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13417404984516984,False,False,True,-13.256466474732292,-13.380312585388944,-13.173787513115837,-13.173787513115837,-0.08267896161645538,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,7,natural_tdl,0.01713615455683959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007300691999262199,False,,conventional_s2,230.55776895225154,3458366.534283773,0.9999999991075792,3.3571428545930835,1030151.7343988506,88790624839.16203,2.342424412372357e+18,2.342424412372357e+18,2.339935436882247e+18,4.2690811909154477e-19,0.09793950720704081,-10.477409698689403,-6.235043724792392,0.023212457413497915,7.900807595389511e-06,64,9713.171871671177,88696279210.59201,88696279131.4376,3.458366534283773,1.0301517343988507,88790624839.16203,2.3424244123723576e+18,2.339935436882247e+18,2.342424412372357e+18,0.10625638449477953,9713.171871671177,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0010625645265669062,True,False,True,-13.256466474732292,-10.945209699424886,-10.471617653654379,-10.471617653654379,-2.7848488210779134,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,7,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47699660299986135,False,,conventional_s2,229.39130328871792,3440869.5493307686,0.9999999994957836,3.357142855702239,1024939.8661979238,88790624857.42905,2.342424412854268e+18,2.342424412854268e+18,2.3398185069877693e+18,4.2690811900371625e-19,0.09793950719696617,-13.026894094093475,-5.410681784059262,0.03463040073590648,1.948697517781534e-05,64,9938.712440850586,88691846897.21683,88691846852.49693,3.4408695493307686,1.0249398661979239,88790624857.42905,2.342424412854268e+18,2.3398185069877693e+18,2.342424412854268e+18,0.11124823717676496,9938.712440850586,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0011124828478499453,True,False,True,-13.256466474732292,-13.25646645981556,-13.026894094093475,-13.026894094093475,-0.22957238063881746,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.008862340997438878,False,,exact_efim,230.54643357113878,3458196.503567082,0.999999996985817,3.357142848530906,1030101.0888113972,88834378033.35559,2.343578684576026e+18,2.343578684576026e+18,2.342424392800167e+18,4.2669785596761765e-19,0.09791538538539195,-10.468883913718559,-6.225111595410816,0.022804301054373106,7.808507991338814e-06,64,6614.675821074204,88790624364.90077,88790624097.26958,3.458196503567082,1.0301010888113973,88834378033.35559,2.3435786845760266e+18,2.342424392800167e+18,2.343578684576026e+18,0.04925338259201745,6614.675821074204,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-9.037871047507294e-09,False,False,True,-13.256466474732292,-10.936099414556006,-10.4628190982113,-10.4628190982113,-2.793647376520992,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.49877082999955746,False,,exact_efim,229.3716054877114,3440574.0823156713,0.9999999996078585,3.357142856022453,1024851.8546488271,88808570732.64151,2.3428978508582825e+18,2.3428978508582825e+18,2.3424244125986135e+18,4.2682185210664064e-19,0.0979296111984117,-13.026538547470565,-5.405098052749172,0.033346182559459654,1.933575824197766e-05,64,4236.258362068204,88790624882.55685,88790624847.73836,3.4405740823156714,1.024851854648827,88808570732.64151,2.3428978508582825e+18,2.3424244125986135e+18,2.3428978508582825e+18,0.020207379485006383,4236.258362068204,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.857534577494224e-10,False,False,True,-13.256466474732292,-13.256466467189497,-13.026538547470565,-13.026538547470565,-0.22992792726172695,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5084959129999334,False,,exact_efim,229.3716054877114,3440574.0823156713,0.9999999996078585,3.357142856022453,1024851.8546488271,88808570732.64151,2.3428978508582825e+18,2.3428978508582825e+18,2.3424244125986135e+18,4.2682185210664064e-19,0.0979296111984117,-13.026538547470565,-5.405098052749172,0.033346182559459654,1.933575824197766e-05,64,4236.258362068204,88790624882.55685,88790624847.73836,3.4405740823156714,1.024851854648827,88808570732.64151,2.3428978508582825e+18,2.3424244125986135e+18,2.3428978508582825e+18,0.020207379485006383,4236.258362068204,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.857534577494224e-10,False,False,True,-13.256466474732292,-13.256466467189497,-13.026538547470565,-13.026538547470565,-0.22992792726172695,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.408037624205936,-0.22992792726172695,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5084959129999334,0.0,249.0,-13.026538547470565,-13.256466467189497,,0.0,,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,0.872251573997346,False,,exact_efim,218.40617812339048,3276092.6718508573,0.9294244544800634,3.15549844137161,1038217.1732041256,88799312435.25742,2.342653603654833e+18,2.342653603654833e+18,2.3424244095394033e+18,4.268663529426095e-19,0.09793471618068697,-13.109034673165924,-1.2818929056266726,0.06249999936551782,8.640046140220763e-05,64,3057.352029986059,95532912119.73619,88790624731.77765,3.2760926718508574,1.0382171732041257,88799312435.25742,2.3426536036548326e+18,2.3424244095394033e+18,2.342653603654833e+18,0.009783525616946375,3057.352029986059,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.891755146322273e-09,False,False,True,-13.256466474732292,-13.256466453810674,-13.109034673165924,-13.109034673165924,-0.14743180156636804,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-1.285444080203181,-0.14743180156636804,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.872251573997346,0.0,249.0,-13.109034673165924,-13.256466453810674,,0.0,4.0,True,1038217.1732057014,-4.97233122587204e-06,0.8239975799988315,
uniform,Uniform,ok,ok,1.4477998774964362e-05,False,,none,342.81707174433745,5142256.076165061,1.0,3.357142857142857,1531735.852474699,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,5.1422560761650615,1.5317358524746991,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.0001986920033232309,False,,none,342.8464282308571,5142696.423462857,1.000000000000027,3.357142857142935,1531867.019754858,78034788285.10838,2.058669971345045e+18,2.058669971345045e+18,2.0586539440722918e+18,4.857505155848966e-19,0.10447138261935718,-12.631410448320601,-9.242939803815283,0.016048322450400224,1.6928657864646034e-07,64,779.4362090336551,78034180764.3023,78034180764.30443,5.142696423462857,1.531867019754858,78034788285.10838,2.058669971345045e+18,2.0586539440722918e+18,2.058669971345045e+18,0.0007785256003263349,779.4362090336551,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.12114391747539,False,False,True,-13.256466474732292,-12.83848808937649,-12.631410448320601,-12.631410448320601,-0.6250560264116913,False,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,natural_tdl,0.01614833996798244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.008181418001186103,False,,conventional_s2,341.84621975460414,5127693.296319062,0.9999999991389009,3.357142854682574,1527398.0042782235,88790624886.30542,2.342424413616068e+18,2.342424413616068e+18,2.3424084619745004e+18,4.2690811886487775e-19,0.09793950718104029,-10.271244773081552,-6.233046185195863,0.022192319821538374,7.537343112490577e-06,64,777.5949917605667,88790020308.79173,88790020232.33473,5.127693296319062,1.5273980042782236,88790624886.30542,2.342424413616068e+18,2.3424084619745004e+18,2.342424413616068e+18,0.000680988529449238,777.5949917605667,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-6.81003668729332e-06,True,False,True,-13.256466474732292,-10.780270805790222,-10.271244773081552,-10.271244773081552,-2.9852217016507403,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,8,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5036129969994363,False,,conventional_s2,340.31244091061797,5104686.613659269,0.9999999994811004,3.357142855660287,1520544.9494210675,88790624861.79639,2.3424244129694843e+18,2.3424244129694843e+18,2.342410295438973e+18,4.2690811898271803e-19,0.09793950719455752,-13.023440742919615,-5.415966112729004,0.03325607244716171,1.915068634543748e-05,64,731.5266139251129,88790089776.68292,88790089730.60979,5.104686613659269,1.5205449494210674,88790624861.79639,2.3424244129694843e+18,2.342410295438973e+18,2.3424244129694843e+18,0.0006026888395285827,731.5266139251129,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-6.027315818418814e-06,True,False,True,-13.256466474732292,-13.256466464886634,-13.023440742919615,-13.023440742919615,-0.2330257318126776,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009916482998960419,False,,exact_efim,341.8461424888209,5127692.137332313,0.9999999991070438,3.357142854591554,1527397.6590895392,88790923238.06,2.3424322845645455e+18,2.3424322845645455e+18,2.342424405567143e+18,4.269066843850722e-19,0.09793934263466951,-10.27130244942777,-6.233045647621081,0.022160870299981577,7.536470388974795e-06,64,546.4950620785033,88790624660.49352,88790624581.20738,5.127692137332312,1.5273976590895393,88790923238.06,2.3424322845645455e+18,2.342424405567143e+18,2.3424322845645455e+18,0.00033635966574328076,546.4950620785033,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-3.5875453405793983e-09,False,False,True,-13.256466474732292,-10.780263382396774,-10.27130244942777,-10.27130244942777,-2.985164025304522,False,0.25,4,32,-1.4322916666666667e-06,1.0416666666666667e-06,8,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,,
