method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,sensing_model,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,map_role,realization,classification,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5057100529993477,False,,exact_efim,262.937585048542,3944063.7757281302,0.9999999993121563,3.3571428551775897,1174827.508351441,115428204161.05865,3.0451620741822915e+18,3.0451620741822915e+18,3.0451517320826977e+18,3.2838974597715857e-19,0.08589848439306705,-7.056747397388716,-0.34047122003922103,0.056344827755971987,0.00010177435353741349,64.0,626.1164602944473,115427812218.63336,115427812139.23708,3.94406377572813,1.174827508351441,115428204161.05865,3.0451620741822915e+18,3.0451517320826977e+18,3.0451620741822915e+18,0.00033962394584548125,626.1164602944473,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-1.9963563259640687e-09,False,False,True,-6.0,-7.056747397388716,-7.055476388942706,-7.055476388942706,1.0554763889427061,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,sampled_only,1,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5146418980002636,False,,exact_efim,262.937585048542,3944063.7757281302,0.9999999993121563,3.3571428551775897,1174827.508351441,115428204161.05865,3.0451620741822915e+18,3.0451620741822915e+18,3.0451517320826977e+18,3.2838974597715857e-19,0.08589848439306705,-7.056747397388716,-0.34047122003922103,0.056344827755971987,0.00010177435353741349,64.0,626.1164602944473,115427812218.63336,115427812139.23708,3.94406377572813,1.174827508351441,115428204161.05865,3.0451620741822915e+18,3.0451517320826977e+18,3.0451620741822915e+18,0.00033962394584548125,626.1164602944473,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-1.9963563259640687e-09,False,False,True,-6.0,-7.056747397388716,-7.055476388942706,-7.055476388942706,1.0554763889427061,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,cutting_plane,1,physically_feasible,-0.3787484166520424,1.0554763889427061,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5146418980002636,0.0,249.0,-7.055476388942706,-7.056747397388716,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.46088642999893636,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4620997249985521,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4219399579997116,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4515967150000506,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.44373774899941054,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.44558325899924967,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4545224520006741,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45463365300020087,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4172258439975849,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.44691524500012747,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.48501522800142993,False,,exact_efim,250.38841730215654,3755826.2595323483,0.9999999990894282,3.3571428545412236,1118756.7590255577,133187235781.54163,3.5136708754579436e+18,3.5136708754579436e+18,3.5136366135390643e+18,2.846026379376435e-19,0.07996688294672623,-5.103917747091982,2.3614325257146005,0.06249999973350825,0.00022769959136578183,64.0,1139.610927046972,133185937189.75313,133185937068.47777,3.7558262595323484,1.1187567590255576,133187235781.54163,3.5136708754579436e+18,3.5136366135390643e+18,3.5136708754579436e+18,0.0009751032493834977,1139.610927046972,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-2.1109129349812706e-09,False,False,True,0.0,-5.280965414641354,-5.103917747091982,-5.103917747091982,5.103917747091982,True,0.25,4.0,32.0,-1.2369791666666668e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,1,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.49111411800186033,False,,exact_efim,250.38841730215654,3755826.2595323483,0.9999999990894282,3.3571428545412236,1118756.7590255577,133187235781.54163,3.5136708754579436e+18,3.5136708754579436e+18,3.5136366135390643e+18,2.846026379376435e-19,0.07996688294672623,-5.103917747091982,2.3614325257146005,0.06249999973350825,0.00022769959136578183,64.0,1139.610927046972,133185937189.75313,133185937068.47777,3.7558262595323484,1.1187567590255576,133187235781.54163,3.5136708754579436e+18,3.5136366135390643e+18,3.5136708754579436e+18,0.0009751032493834977,1139.610927046972,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-2.1109129349812706e-09,False,False,True,0.0,-5.280965414641354,-5.103917747091982,-5.103917747091982,5.103917747091982,True,0.25,4.0,32.0,-1.2369791666666668e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,cutting_plane,1,physically_feasible,2.298172045405053,5.103917747091982,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.49111411800186033,0.0,249.0,-5.103917747091982,-5.280965414641354,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4785133700024744,False,,exact_efim,249.13635204930725,3737045.2807396087,0.9999999988788323,3.357142853939521,1113162.4251122593,133187678832.31232,3.5136825637746217e+18,3.5136825637746217e+18,3.513636610244053e+18,2.8460169120278646e-19,0.07996674994111004,-5.719748189145114,2.932221253628626,0.062499999849838485,0.00026742413963871795,64.0,1319.806324938707,133185937092.9027,133185936943.57892,3.7370452807396086,1.1131624251122594,133187678832.31232,3.5136825637746217e+18,3.513636610244053e+18,3.5136825637746217e+18,0.0013078452516592106,1319.806324938707,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-3.0486909932892587e-09,False,False,True,-6.0,-5.999999984732892,-5.70326224210304,-5.70326224210304,-0.29673775789695966,False,0.25,4.0,32.0,-1.2044270833333335e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,sampled_only,1,sampled_feasible_dense_violating,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.9672096889989916,False,,exact_efim,247.25227458694815,3708784.118804222,0.9999999986925806,3.3571428534073733,1104744.2068305034,133186352691.92447,3.5136475782834806e+18,3.5136475782834806e+18,3.513636608352026e+18,2.846045249901042e-19,0.07996714805574665,-5.872062878618731,3.2775230856567883,0.062499999875082916,0.0002943886521658092,64.0,644.8411154731929,133185937045.99069,133185936871.86081,3.708784118804222,1.1047442068305033,133186352691.92447,3.5136475782834806e+18,3.513636608352026e+18,3.5136475782834806e+18,0.00031220921307717296,644.8411154731929,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-3.587172083996125e-09,False,False,True,-6.0,-6.000000006316833,-5.872062878618731,-5.872062878618731,-0.12793712138126878,True,0.25,4.0,32.0,-2.2786458333333335e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,-6.0,0.5011872336272722,251.0,1.0416666666666667e-06,cutting_plane,1,physically_feasible,3.2265819809063547,-0.12793712138126878,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,0.9672096889989916,2.0,251.0,-5.70326224210304,-5.999999984732892,-1.2044270833333335e-06,1.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4581942360018729,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45849928299867315,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4488692679988162,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45056354100233875,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.44369165699754376,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4176374390008277,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.43270019400006277,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.43118728999979794,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4279445770007442,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.43460667399995145,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4791515190008795,False,,exact_efim,229.31710624791532,3439756.59371873,0.9999999993194084,3.35714285519831,1024608.3476586342,150945176141.79102,3.982150887718809e+18,3.982150887718809e+18,3.9821214975039206e+18,2.511205698116713e-19,0.07511589588855014,-3.124526652814519,4.0782293931520766,0.06249999992526961,0.0003797105194460231,64.0,1055.4851907574694,150944062195.53513,150944062092.80386,3.4397565937187298,1.0246083476586343,150945176141.79102,3.982150887718809e+18,3.9821214975039206e+18,3.982150887718809e+18,0.0007380487509674527,1055.4851907574694,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,True,True,True,True,-1.5685769010607907e-09,False,False,True,0.0,-3.4450341545797625,-3.096466205198189,-3.096466205198189,3.096466205198189,True,0.25,4.0,32.0,-1.2044270833333335e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.9821215037501844e+18,150944062329.57123,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,1,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.45488281899815775,False,,exact_efim,229.31710624791532,3439756.59371873,0.9999999993194084,3.35714285519831,1024608.3476586342,150945176141.79102,3.982150887718809e+18,3.982150887718809e+18,3.9821214975039206e+18,2.511205698116713e-19,0.07511589588855014,-3.124526652814519,4.0782293931520766,0.06249999992526961,0.0003797105194460231,64.0,1055.4851907574694,150944062195.53513,150944062092.80386,3.4397565937187298,1.0246083476586343,150945176141.79102,3.982150887718809e+18,3.9821214975039206e+18,3.982150887718809e+18,0.0007380487509674527,1055.4851907574694,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,True,True,True,True,-1.5685769010607907e-09,False,False,True,0.0,-3.4450341545797625,-3.096466205198189,-3.096466205198189,3.096466205198189,True,0.25,4.0,32.0,-1.2044270833333335e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.9821215037501844e+18,150944062329.57123,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,cutting_plane,1,physically_feasible,3.978819850071005,3.096466205198189,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.45488281899815775,0.0,249.0,-3.096466205198189,-3.4450341545797625,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4513431640007184,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-6.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45201983000151813,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-6.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4482305810015532,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.44898848600132624,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4427316389992484,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.41231981400051154,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4314634839975042,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4326663079991704,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.43959276900204713,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4379551880010695,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.43937726600051974,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.40776086099867825,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9821215037501844e+18,150944062329.57123,26381438.54281344,4.684848827941393e+18,177581250000.0,0.85,0.07511617302713747,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,1,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4629334849996667,False,,exact_efim,326.7076474159372,4900614.711239058,0.999999999862301,3.357142856749432,1459757.5737316401,75569026307.94281,1.9936196232832453e+18,1.9936196232832453e+18,1.9922436963602988e+18,5.016001991157789e-19,0.1061621138413706,-13.579947073152507,-10.068250514873515,0.015981957259025535,2.5979677561284484e-07,64.0,7221.849732737848,75516871204.78633,75516871194.38774,4.900614711239058,1.4597575737316402,75569026307.94281,1.9936196232832453e+18,1.9922436963602988e+18,1.9936196232832453e+18,0.06901652185187555,7221.849732737848,9.369697655882788e+17,35516249959.89912,26381438.54281344,4.684848827941393e+18,177581250000.0,0.2,0.15485595779153002,True,True,True,True,1.1262625215120614,False,False,True,0.0,-13.732370578247757,-13.579947073152507,-13.579947073152507,13.579947073152507,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,unknown_amplitude_exact,9.369697655882788e+17,35516249959.89912,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,2,physically_feasible,,,,,,,,,,,,,,,,,
