method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,sensing_model,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,map_role,realization,classification,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4558485089983151,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,4.684848827941393e+18,177581250000.0,0.45,0.10323730519435335,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4208824540000933,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1081819725736271e+18,79911562409.77301,26381438.54281344,4.684848827941393e+18,177581250000.0,0.45,0.10323730519435335,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5173571550003544,False,,exact_efim,278.27835325384194,4174175.298807629,0.9999999994944331,3.3571428556983802,1243371.3661372575,97952243869.8177,2.58412110178227e+18,2.58412110178227e+18,2.576666851063584e+18,3.869787678721014e-19,0.09324687282775815,-9.041123627732894,-3.8940725617444887,0.035163726327006394,2.848792620305963e-05,64.0,16809.421268737966,97669687275.94922,97669687226.57065,4.174175298807629,1.2433713661372576,97952243869.8177,2.58412110178227e+18,2.576666851063584e+18,2.58412110178227e+18,0.2884636758526915,16809.421268737966,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.6704459775362252e-09,False,False,True,0.0,-9.1944952594305,-9.041123627732894,-9.041123627732894,9.041123627732894,True,0.25,4.0,32.0,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5242476080020424,False,,exact_efim,278.27835325384194,4174175.298807629,0.9999999994944331,3.3571428556983802,1243371.3661372575,97952243869.8177,2.58412110178227e+18,2.58412110178227e+18,2.576666851063584e+18,3.869787678721014e-19,0.09324687282775815,-9.041123627732894,-3.8940725617444887,0.035163726327006394,2.848792620305963e-05,64.0,16809.421268737966,97669687275.94922,97669687226.57065,4.174175298807629,1.2433713661372576,97952243869.8177,2.58412110178227e+18,2.576666851063584e+18,2.58412110178227e+18,0.2884636758526915,16809.421268737966,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.6704459775362252e-09,False,False,True,0.0,-9.1944952594305,-9.041123627732894,-9.041123627732894,9.041123627732894,True,0.25,4.0,32.0,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-3.912648551191804,9.041123627732894,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5242476080020424,0.0,249.0,-9.041123627732894,-9.1944952594305,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5156807380008104,False,,exact_efim,278.27835324919135,4174175.2987378705,0.9999999994802946,3.357142855657985,1243371.3661314393,97952230684.04213,2.5841207539225426e+18,2.5841207539225426e+18,2.576666851023666e+18,3.869788199649955e-19,0.09324687910394137,-9.04119181023676,-3.8940313482649973,0.03516429520115911,2.8488682347121516e-05,64.0,16809.029095443344,97669687275.81697,97669687225.05751,4.174175298737871,1.2433713661314394,97952230684.04213,2.584120753922542e+18,2.576666851023666e+18,2.5841207539225426e+18,0.2884502547940854,16809.029095443344,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.6859379174107352e-09,False,False,True,-6.0,-9.194559037101468,-9.04119181023676,-9.04119181023676,3.0411918102367608,True,0.25,4.0,32.0,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5156798630014237,False,,exact_efim,278.27835324919135,4174175.2987378705,0.9999999994802946,3.357142855657985,1243371.3661314393,97952230684.04213,2.5841207539225426e+18,2.5841207539225426e+18,2.576666851023666e+18,3.869788199649955e-19,0.09324687910394137,-9.04119181023676,-3.8940313482649973,0.03516429520115911,2.8488682347121516e-05,64.0,16809.029095443344,97669687275.81697,97669687225.05751,4.174175298737871,1.2433713661314394,97952230684.04213,2.584120753922542e+18,2.576666851023666e+18,2.5841207539225426e+18,0.2884502547940854,16809.029095443344,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.6859379174107352e-09,False,False,True,-6.0,-9.194559037101468,-9.04119181023676,-9.04119181023676,3.0411918102367608,True,0.25,4.0,32.0,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-3.9126068669299547,3.0411918102367608,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5156798630014237,0.0,249.0,-9.04119181023676,-9.194559037101468,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5160075530002359,False,,exact_efim,278.06116611355446,4170917.491703317,0.9999999994226942,3.357142855493412,1242400.9555858776,97870574963.66876,2.5819665585538427e+18,2.5819665585538427e+18,2.5766668503834235e+18,3.873016854873981e-19,0.0932857700248673,-9.920963355743895,-3.478963935233568,0.0434471720182155,3.685461666843895e-05,64.0,14173.488032092842,97669687257.17413,97669687200.78886,4.170917491703317,1.2424009555858777,97870574963.66876,2.581966558553843e+18,2.5766668503834235e+18,2.5819665585538427e+18,0.20525859069946908,14173.488032092842,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.9344150096922743e-09,False,False,True,-10.0,-9.999999997513264,-9.918094398678356,-9.918094398678356,-0.08190560132164393,True,0.25,4.0,32.0,-1.3346354166666666e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-10.0,0.31622776601683794,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4865497310020146,False,,exact_efim,278.06116611355446,4170917.491703317,0.9999999994226942,3.357142855493412,1242400.9555858776,97870574963.66876,2.5819665585538427e+18,2.5819665585538427e+18,2.5766668503834235e+18,3.873016854873981e-19,0.0932857700248673,-9.920963355743895,-3.478963935233568,0.0434471720182155,3.685461666843895e-05,64.0,14173.488032092842,97669687257.17413,97669687200.78886,4.170917491703317,1.2424009555858777,97870574963.66876,2.581966558553843e+18,2.5766668503834235e+18,2.5819665585538427e+18,0.20525859069946908,14173.488032092842,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-1.9344150096922743e-09,False,False,True,-10.0,-9.999999997513264,-9.918094398678356,-9.918094398678356,-0.08190560132164393,True,0.25,4.0,32.0,-1.3346354166666666e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-10.0,0.31622776601683794,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-3.493245822481711,-0.08190560132164393,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4865497310020146,0.0,249.0,-9.918094398678356,-9.999999997513264,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4860615060024429,False,,exact_efim,273.5518676795507,4103278.0151932603,0.9999999982713713,3.357142852203918,1222253.0276003939,97709360069.89745,2.5777134777416284e+18,2.5777134777416284e+18,2.576666839801222e+18,3.879407112679235e-19,0.09336269641763925,-12.749910132827015,-0.2555277337712579,0.06249999981739032,0.0001348072085915854,64.0,6298.672106097207,97669686968.50052,97669686799.6659,4.10327801519326,1.2222530276003938,97709360069.89745,2.577713477741629e+18,2.576666839801222e+18,2.5777134777416284e+18,0.040603346704120365,6298.672106097207,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-6.041349253812711e-09,False,False,True,-13.0,-12.999999935182597,-12.749151205143503,-12.749151205143503,-0.2508487948564966,False,0.25,4.0,32.0,-3.2877604166666667e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-13.0,0.22387211385683395,249.0,1.0416666666666667e-06,sampled_only,0,sampled_feasible_dense_violating,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.9916138730004604,False,,exact_efim,273.3239649771358,4099859.474657037,0.9999999975250421,3.3571428500715492,1221234.7397042275,97700891615.24257,2.577490067725599e+18,2.577490067725599e+18,2.5766668328844124e+18,3.8797433694183315e-19,0.09336674254565373,-12.767341310251021,-0.15788577112034524,0.06249999968434347,0.00013897383428288263,64.0,5586.150538488731,97669686779.2095,97669686537.48114,4.099859474657037,1.2212347397042276,97700891615.24257,2.5774900677255987e+18,2.5766668328844124e+18,2.577490067725599e+18,0.03193939916568703,5586.150538488731,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,True,True,True,True,-8.725751280248825e-09,False,False,True,-13.0,-12.999999905306918,-12.767341310251021,-12.767341310251021,-0.23265868974897863,True,0.25,4.0,32.0,-2.2786458333333335e-06,1.0416666666666667e-06,unknown_amplitude_exact,2.5766668553677665e+18,97669687389.72256,quad_over_lin,1e-12,-13.0,0.22387211385683395,251.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-0.1619791267305309,-0.23265868974897863,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,0.9916138730004604,2.0,251.0,-12.749151205143503,-12.999999935182597,-3.2877604166666667e-06,1.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4571420229985961,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4533912560000317,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.418216725000093,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.44482311499814386,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.44479823499932536,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4448696690014913,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5766668553677665e+18,97669687389.72256,26381438.54281344,4.684848827941393e+18,177581250000.0,0.55,0.09338165609920326,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4907888429988816,False,,exact_efim,269.53247136456787,4042987.070468518,0.9999999996535516,3.3571428561530046,1204294.021345708,115523416054.12004,3.0476739008876355e+18,3.0476739008876355e+18,3.045151736750531e+18,3.281190942734227e-19,0.0858630792629569,-7.121666310718773,-0.10348798921300084,0.0624999993468495,0.0001112934094904312,64.0,9777.716399028719,115427812356.1631,115427812316.17332,4.042987070468518,1.204294021345708,115523416054.12004,3.0476739008876355e+18,3.045151736750531e+18,3.0476739008876355e+18,0.08275702122755992,9777.716399028719,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-4.6348251691783497e-10,False,False,True,0.0,-7.121666310718773,-7.117493640896033,-7.117493640896033,7.117493640896033,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4997034350017202,False,,exact_efim,269.53247136456787,4042987.070468518,0.9999999996535516,3.3571428561530046,1204294.021345708,115523416054.12004,3.0476739008876355e+18,3.0476739008876355e+18,3.045151736750531e+18,3.281190942734227e-19,0.0858630792629569,-7.121666310718773,-0.10348798921300084,0.0624999993468495,0.0001112934094904312,64.0,9777.716399028719,115427812356.1631,115427812316.17332,4.042987070468518,1.204294021345708,115523416054.12004,3.0476739008876355e+18,3.045151736750531e+18,3.0476739008876355e+18,0.08275702122755992,9777.716399028719,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-4.6348251691783497e-10,False,False,True,0.0,-7.121666310718773,-7.117493640896033,-7.117493640896033,7.117493640896033,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-0.14035230140441288,7.117493640896033,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4997034350017202,0.0,249.0,-7.117493640896033,-7.121666310718773,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.512277098998311,False,,exact_efim,269.53247137619906,4042987.070642986,0.9999999994751484,3.357142855643281,1204294.0215805282,115523414340.42407,3.0476738556778706e+18,3.0476738556778706e+18,3.0451517348533074e+18,3.2811909914080284e-19,0.0858630798998114,-7.121660045471264,-0.10348953619363835,0.062499999095049566,0.00011129333964252335,64.0,9777.632444309038,115427812304.84071,115427812244.25824,4.042987070642986,1.2042940215805282,115523414340.42407,3.0476738556778706e+18,3.0451517348533074e+18,3.0476738556778706e+18,0.0827556012879936,9777.632444309038,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-1.0865134339732818e-09,False,False,True,-6.0,-7.121660045471264,-7.117487846991978,-7.117487846991978,1.1174878469919776,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5449598579980375,False,,exact_efim,269.53247137619906,4042987.070642986,0.9999999994751484,3.357142855643281,1204294.0215805282,115523414340.42407,3.0476738556778706e+18,3.0476738556778706e+18,3.0451517348533074e+18,3.2811909914080284e-19,0.0858630798998114,-7.121660045471264,-0.10348953619363835,0.062499999095049566,0.00011129333964252335,64.0,9777.632444309038,115427812304.84071,115427812244.25824,4.042987070642986,1.2042940215805282,115523414340.42407,3.0476738556778706e+18,3.0451517348533074e+18,3.0476738556778706e+18,0.0827556012879936,9777.632444309038,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,True,True,True,True,-1.0865134339732818e-09,False,False,True,-6.0,-7.121660045471264,-7.117487846991978,-7.117487846991978,1.1174878469919776,True,0.25,4.0,32.0,-1.2695312500000002e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.0451517381619057e+18,115427812369.6721,quad_over_lin,1e-12,-6.0,0.5011872336272722,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,-0.14035388467735316,1.1174878469919776,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5449598579980375,0.0,249.0,-7.117487846991978,-7.121660045471264,,0.0
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4652056470004027,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4618545310004265,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-10.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4572256190003827,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45701111600283184,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-13.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4154832579988579,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.44217397500324296,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-15.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.4548597440007143,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.45800647899886826,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-18.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,infeasible,infeasible,0.43887214999995194,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,sampled_only,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,infeasible,infeasible,0.4425733019998006,False,max_rate_isac: problem is infeasible (solver CLARABEL),exact_efim,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0451517381619057e+18,115427812369.6721,26381438.54281344,4.684848827941393e+18,177581250000.0,0.65,0.08589863017360751,False,False,,,,False,,True,-21.0,,,,,False,,,,,,,,,,,,,,,cutting_plane,0,infeasible,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4787002480006777,False,,exact_efim,256.6566915354206,3849850.373031309,0.999999999145043,3.357142854700123,1146763.9417373547,133224799232.32887,3.5146618533263437e+18,3.5146618533263437e+18,3.5136366125162465e+18,2.845223926886681e-19,0.07995560860495199,-5.118227686615136,2.434479107258486,0.06249999979462429,0.00023290029473201638,64.0,6233.95561860261,133185937143.57565,133185937029.7074,3.849850373031309,1.1467639417373547,133224799232.32887,3.514661853326343e+18,3.5136366125162465e+18,3.5146618533263437e+18,0.02917039683709101,6233.95561860261,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-2.402012414620032e-09,False,False,True,0.0,-5.297850255815919,-5.118227686615136,-5.118227686615136,5.118227686615136,True,0.25,4.0,32.0,-1.2369791666666668e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,sampled_only,0,physically_feasible,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5169635899983405,False,,exact_efim,256.6566915354206,3849850.373031309,0.999999999145043,3.357142854700123,1146763.9417373547,133224799232.32887,3.5146618533263437e+18,3.5146618533263437e+18,3.5136366125162465e+18,2.845223926886681e-19,0.07995560860495199,-5.118227686615136,2.434479107258486,0.06249999979462429,0.00023290029473201638,64.0,6233.95561860261,133185937143.57565,133185937029.7074,3.849850373031309,1.1467639417373547,133224799232.32887,3.514661853326343e+18,3.5136366125162465e+18,3.5146618533263437e+18,0.02917039683709101,6233.95561860261,3.5136366209560453e+18,133185937349.62167,26381438.54281344,4.684848827941393e+18,177581250000.0,0.75,0.0799672727450126,True,True,True,True,-2.402012414620032e-09,False,False,True,0.0,-5.297850255815919,-5.118227686615136,-5.118227686615136,5.118227686615136,True,0.25,4.0,32.0,-1.2369791666666668e-06,1.0416666666666667e-06,unknown_amplitude_exact,3.5136366209560453e+18,133185937349.62167,quad_over_lin,1e-12,0.0,1.0,249.0,1.0416666666666667e-06,cutting_plane,0,physically_feasible,2.371715965128885,5.118227686615136,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5169635899983405,0.0,249.0,-5.118227686615136,-5.297850255815919,,0.0
