method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,num_subcarriers,subcarrier_spacing_hz,bandwidth_hz,num_symbols,total_power_w,noise_bandwidth_hz,channel_model,water_level_w,sensing_model,min_sensing_surrogate,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5034128430015699,False,,exact_efim,415.96320265494376,6239448.039824156,0.9999999995530131,3.357142855865752,1858558.9912929412,88790843691.32431,2.342430186007227e+18,2.342430186007227e+18,2.342424411382489e+18,4.2690706684605316e-19,0.09793938650604707,-13.023456838517331,-5.413440022860824,0.0333214409584013,1.9185059870344644e-05,64,-467.8564777667126,88790624841.32887,88790624801.64062,6.239448039824156,1.8585589912929412,88790843691.32431,2.342430186007227e+18,2.342424411382489e+18,2.342430186007227e+18,0.00024652281089474414,467.8564777667126,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.1049268444110308e-09,False,False,True,-13.256466474732292,-13.25646647538656,-13.023456838517331,-13.023456838517331,-0.23300963621496074,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,6,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,-5.4162877794786235,-0.23300963621496074,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5034128430015699,0.0,249.0,-13.023456838517331,-13.25646647538656,,0.0
uniform,Uniform,ok,ok,1.602200063643977e-05,False,,none,479.11615318867257,7186742.297830089,1.0,3.357142857142857,2140731.7482898138,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,7.186742297830089,2.140731748289814,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00021171700063860044,False,,none,479.1165074425002,7186747.611637503,0.9999999999995803,3.357142857141658,2140733.331126829,76641126698.98676,2.0219031738612977e+18,2.0219031738612977e+18,2.0218964587452206e+18,4.945835255257381e-19,0.1054169702756831,-13.296081291789752,-9.730267456284434,0.015660419295244307,1.9017254332891703e-09,64,504.5189990811403,76640872159.59848,76640872159.56631,7.186747611637503,2.140733331126829,76641126698.98676,2.0219031738612974e+18,2.0218964587452206e+18,2.0219031738612977e+18,0.000332118578370492,504.5189990811403,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13683598638819763,False,False,True,-13.256466474732292,-13.491779644304426,-13.296081291789752,-13.296081291789752,0.03961481705746017,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,0.01572009800138898,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007885245002398733,False,,conventional_s2,477.78126280243265,7166718.94203649,0.999999999616558,3.357142856047309,2134767.345133047,88790624919.27313,2.3424244144858035e+18,2.3424244144858035e+18,2.3424178157817467e+18,4.2690811870636803e-19,0.09793950716285797,-10.54146792694669,-6.235972479156034,0.02275558386746391,7.64554166003763e-06,64,500.12675578334245,88790374826.54733,88790374792.50137,7.16671894203649,2.134767345133047,88790624919.27313,2.3424244144858035e+18,2.3424178157817467e+18,2.3424244144858035e+18,0.00028170403348022274,500.12675578334245,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-2.8168204321399043e-06,True,False,True,-13.256466474732292,-11.007561883113247,-10.534129113035116,-10.534129113035116,-2.7223373616971767,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009654069999669446,False,,exact_efim,477.7812264035673,7166718.39605351,0.999999999547645,3.357142855850414,2134767.1826250223,88790740428.9993,2.3424274617985454e+18,2.3424274617985454e+18,2.3424244141113257e+18,4.269075633326922e-19,0.09793944345706344,-10.541451333186831,-6.235955301315207,0.02273114891980461,7.645251465293393e-06,64,339.8881006547872,88790624945.24327,88790624905.07838,7.1667183960535095,2.1347671826250223,88790740428.9993,2.3424274617985454e+18,2.3424244141113257e+18,2.3424274617985454e+18,0.00013010807247674372,339.8881006547872,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,6.003565842349491e-11,False,False,True,-13.256466474732292,-11.007539196566649,-10.534110810103085,-10.534110810103085,-2.722355664629207,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47469207500034827,False,,conventional_s2,476.488250829754,7147323.76244631,0.9999999997177516,3.3571428563364334,2128990.0574103086,88790624887.13747,2.3424244136380186e+18,2.3424244136380186e+18,2.3424176216596874e+18,4.269081188608773e-19,0.09793950718058142,-13.023376483103707,-5.413212893042944,0.03338561689933053,1.9188052553496263e-05,64,507.39818482674275,88790367459.28052,88790367434.21957,7.147323762446311,2.1289900574103084,88790624887.13747,2.3424244136380186e+18,2.3424176216596874e+18,2.3424244136380186e+18,0.000289955069268911,507.39818482674275,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-2.8996927152779283e-06,True,False,True,-13.256466474732292,-13.256466486501552,-13.023376483103707,-13.023376483103707,-0.23308999162858512,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.49886557100035134,False,,exact_efim,476.4881924978488,7147322.887467732,0.9999999996738324,3.3571428562109498,2128989.796857969,88790672215.30502,2.342425662223163e+18,2.342425662223163e+18,2.3424244128903685e+18,4.2690789130567934e-19,0.0979394810781885,-13.02338032349791,-5.413192445149494,0.033333315833891916,1.918778222906405e-05,64,217.61550399758414,88790624887.75809,88790624858.79745,7.147322887467732,2.1289897968579687,88790672215.30502,2.3424256622231624e+18,2.3424244128903685e+18,2.342425662223163e+18,5.333500287826748e-05,217.61550399758414,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.612008761335915e-10,False,False,True,-13.256466474732292,-13.25646648453968,-13.02338032349791,-13.02338032349791,-0.2330861512343816,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5157521829969482,False,,exact_efim,476.4881924978488,7147322.887467732,0.9999999996738324,3.3571428562109498,2128989.796857969,88790672215.30502,2.342425662223163e+18,2.342425662223163e+18,2.3424244128903685e+18,4.2690789130567934e-19,0.0979394810781885,-13.02338032349791,-5.413192445149494,0.033333315833891916,1.918778222906405e-05,64,217.61550399758414,88790624887.75809,88790624858.79745,7.147322887467732,2.1289897968579687,88790672215.30502,2.3424256622231624e+18,2.3424244128903685e+18,2.342425662223163e+18,5.333500287826748e-05,217.61550399758414,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.612008761335915e-10,False,False,True,-13.256466474732292,-13.25646648453968,-13.02338032349791,-13.02338032349791,-0.2330861512343816,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,-5.416038202562453,-0.2330861512343816,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5157521829969482,0.0,249.0,-13.02338032349791,-13.25646648453968,,0.0
uniform,Uniform,ok,ok,1.4269997336668894e-05,False,,none,331.02260491680784,4965339.073752117,1.0,3.357142857142857,1479037.170904886,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,4.9653390737521175,1.479037170904886,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00019601699750637636,False,,none,331.025184923968,4965377.77385952,0.999999999999314,3.3571428571408974,1479048.6985973162,76396948788.89304,2.0154614093326472e+18,2.0154614093326472e+18,2.0154556842449e+18,4.961643003281897e-19,0.10558530134733363,-13.31991566968471,-9.80449922403337,0.01574640164404428,1.4620688552250288e-08,64,-465.8454274956579,76396731776.98312,76396731776.93071,4.965377773859521,1.4790486985973161,76396948788.89304,2.0154614093326472e+18,2.0154556842449e+18,2.0154614093326472e+18,0.00028405841563434705,465.8454274956579,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13958560531374606,False,False,True,-13.256466474732292,-13.503147376249448,-13.31991566968471,-13.31991566968471,0.06344919495241719,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,0.01608333394087665,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007799548999173567,False,,conventional_s2,329.69754445585556,4945463.166837834,0.9999999992771532,3.357142855077581,1473116.688900493,88790624867.66228,2.342424413124235e+18,2.342424413124235e+18,2.3424186752813276e+18,4.2690811895451467e-19,0.09793950719132237,-10.517325052584983,-6.236507504245946,0.022825168248985957,7.625521613271008e-06,64,-466.3640771222455,88790407436.39186,88790407372.21,4.9454631668378335,1.4731166889004932,88790624867.66228,2.342424413124235e+18,2.3424186752813276e+18,2.342424413124235e+18,0.0002449531722341934,466.3640771222455,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-2.4498930829363315e-06,True,False,True,-13.256466474732292,-10.986761094799748,-10.511068910131234,-10.511068910131234,-2.745397564601058,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.008947602000262123,False,,exact_efim,329.6975142992892,4945462.714489338,0.9999999986729289,3.3571428533512258,1473116.5549159136,88790719921.27882,2.3424269207753784e+18,2.3424269207753784e+18,2.342424409951588e+18,4.2690766193422376e-19,0.09793945476744934,-10.517310170977197,-6.236542932304285,0.022802373833733184,7.6249036605844855e-06,64,-308.50263736822444,88790624865.23315,88790624747.40169,4.945462714489338,1.4731165549159135,88790719921.27882,2.3424269207753784e+18,2.342424409951588e+18,2.3424269207753784e+18,0.00010718899139704557,308.50263736822444,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7157902043836358e-09,False,False,True,-13.256466474732292,-10.986721122000905,-10.51104816687416,-10.51104816687416,-2.7454183078581327,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4758623380002973,False,,conventional_s2,328.4356797042516,4926535.195563774,0.9999999995548445,3.3571428558709844,1467478.5694472995,88790624866.10211,2.3424244130830756e+18,2.3424244130830756e+18,2.3424200498207365e+18,4.269081189620159e-19,0.09793950719218282,-13.02335538800174,-5.4131408149227,0.033421915644277364,1.9188685174634125e-05,64,-406.68338169522997,88790459514.25479,88790459474.72923,4.9265351955637735,1.4674785694472994,88790624866.10211,2.3424244130830756e+18,2.3424200498207365e+18,2.3424244130830756e+18,0.00018627121177110332,406.68338169522997,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.8630910496677375e-06,True,False,True,-13.256466474732292,-13.256466470210288,-13.02335538800174,-13.02335538800174,-0.23311108673055259,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.48608424100166303,False,,exact_efim,328.4356434678773,4926534.65201816,0.9999999995331819,3.357142855809091,1467478.40756715,88790654532.47365,2.342425195724633e+18,2.342425195724633e+18,2.3424244106186184e+18,4.2690797632521555e-19,0.097939490830607,-13.023373655068532,-5.413171969967526,0.03335747389669238,1.9188058070577227e-05,64,-172.51025442924464,88790624814.13486,88790624772.68578,4.92653465201816,1.4674784075671499,88790654532.47365,2.342425195724633e+18,2.3424244106186184e+18,2.342425195724633e+18,3.3516801994487004e-05,172.51025442924464,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.4310294564928206e-09,False,False,True,-13.256466474732292,-13.256466465336782,-13.023373655068532,-13.023373655068532,-0.23309281966376005,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5110912490017654,False,,exact_efim,328.4356434678773,4926534.65201816,0.9999999995331819,3.357142855809091,1467478.40756715,88790654532.47365,2.342425195724633e+18,2.342425195724633e+18,2.3424244106186184e+18,4.2690797632521555e-19,0.097939490830607,-13.023373655068532,-5.413171969967526,0.03335747389669238,1.9188058070577227e-05,64,-172.51025442924464,88790624814.13486,88790624772.68578,4.92653465201816,1.4674784075671499,88790654532.47365,2.342425195724633e+18,2.3424244106186184e+18,2.342425195724633e+18,3.3516801994487004e-05,172.51025442924464,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.4310294564928206e-09,False,False,True,-13.256466474732292,-13.256466465336782,-13.023373655068532,-13.023373655068532,-0.23309281966376005,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,-5.4160176843015275,-0.23309281966376005,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5110912490017654,0.0,249.0,-13.023373655068532,-13.256466465336782,,0.0
uniform,Uniform,ok,ok,1.5238998457789421e-05,False,,none,299.82368651575473,4497355.297736321,1.0,3.357142857142857,1339637.7482618827,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,4.497355297736321,1.3396377482618826,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00017295299767283723,False,,none,299.8854499127742,4498281.748691613,1.0000000000007838,3.3571428571450967,1339913.7123753312,77803476486.96869,2.052567633358195e+18,2.052567633358195e+18,2.0510198062761016e+18,4.87194664744813e-19,0.10462656545929772,-13.027633487602547,-9.340568287610356,0.01632986064676878,3.676008771640064e-07,64,7659.70394273122,77744805422.4174,77744805422.47835,4.498281748691613,1.3399137123753313,77803476486.96869,2.052567633358195e+18,2.0510198062761016e+18,2.052567633358195e+18,0.07540930963433932,7659.70394273122,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.12440299288062343,False,False,True,-13.256466474732292,-13.275646937249416,-13.025663080089053,-13.025663080089053,-0.23080339464323885,True,0.25,4,32,-1.46484375e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,0.016496018066175525,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.0072996330018213484,False,,conventional_s2,298.88528830053826,4483279.324508074,0.9999999991760222,3.357142854788635,1335444.9061091086,88790624882.40073,2.342424413513056e+18,2.342424413513056e+18,2.3408782029671967e+18,4.269081188836517e-19,0.09793950718319383,-10.503745979890704,-6.2304167665222145,0.022606217345569193,7.91079417071564e-06,64,7655.703039147814,88732015166.5386,88732015093.4254,4.483279324508073,1.3354449061091085,88790624882.40073,2.342424413513056e+18,2.3408782029671967e+18,2.342424413513056e+18,0.06600898355309794,7655.703039147814,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.00066009003077244,True,False,True,-13.256466474732292,-10.962250702845607,-10.49522758025512,-10.49522758025512,-2.761238894477172,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009447077998629538,False,,exact_efim,298.878020179331,4483170.302689965,0.9999999987495007,3.3571428535700023,1335412.432009719,88819251864.50919,2.3431796344822164e+18,2.3431796344822164e+18,2.34242440754634e+18,4.2677052381473724e-19,0.09792372266344855,-10.497284308939284,-6.2215453622698655,0.022509672581213752,7.873623902602718e-06,64,5350.4400113672,88790624767.26236,88790624656.22975,4.483170302689965,1.3354124320097192,88819251864.50919,2.343179634482217e+18,2.34242440754634e+18,2.3431796344822164e+18,0.03223085950230589,5350.4400113672,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.742610103311691e-09,False,False,True,-13.256466474732292,-10.956784666679182,-10.488931366984618,-10.488931366984618,-2.7675351077476744,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47468246599964914,False,,conventional_s2,297.64240886244886,4464636.132936733,0.9999999995770974,3.357142855934564,1329891.6145449115,88790624867.08311,2.3424244131089556e+18,2.3424244131089556e+18,2.3407406645746243e+18,4.2690811895729927e-19,0.09793950719164178,-13.028012241448724,-5.405366215770767,0.034563188451153644,1.9491590881508565e-05,64,7988.9440344407285,88726801677.84747,88726801640.32468,4.464636132936733,1.3298916145449116,88790624867.08311,2.3424244131089556e+18,2.3407406645746243e+18,2.3424244131089556e+18,0.07188059195885242,7988.9440344407285,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0007188062872083399,True,False,True,-13.256466474732292,-13.256466464238702,-13.028012241448724,-13.028012241448724,-0.22845423328356773,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,known_amplitude_linear,88790624899.74777,,,,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5003766080008063,False,,exact_efim,297.62866034839215,4464429.905225882,0.9999999994041653,3.3571428554404723,1329830.1852097171,88802378131.2946,2.3427344811264287e+18,2.3427344811264287e+18,2.342424409468923e+18,4.2685161637232664e-19,0.09793302568168843,-13.026592407282529,-5.4002362170835685,0.033422099348311904,1.940488724212045e-05,64,3428.323525505846,88790624782.0106,88790624729.10606,4.464429905225883,1.3298301852097172,88802378131.2946,2.3427344811264287e+18,2.342424409468923e+18,2.3427344811264287e+18,0.013235458819759377,3428.323525505846,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.921843794468032e-09,False,False,True,-13.256466474732292,-13.256466463523402,-13.026592407282529,-13.026592407282529,-0.22987406744976369,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5018870380008593,False,,exact_efim,297.62866034839215,4464429.905225882,0.9999999994041653,3.3571428554404723,1329830.1852097171,88802378131.2946,2.3427344811264287e+18,2.3427344811264287e+18,2.342424409468923e+18,4.2685161637232664e-19,0.09793302568168843,-13.026592407282529,-5.4002362170835685,0.033422099348311904,1.940488724212045e-05,64,3428.323525505846,88790624782.0106,88790624729.10606,4.464429905225883,1.3298301852097172,88802378131.2946,2.3427344811264287e+18,2.342424409468923e+18,2.3427344811264287e+18,0.013235458819759377,3428.323525505846,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.921843794468032e-09,False,False,True,-13.256466474732292,-13.256466463523402,-13.026592407282529,-13.026592407282529,-0.22987406744976369,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,unknown_amplitude_exact,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,-5.403179198112731,-0.22987406744976369,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5018870380008593,0.0,249.0,-13.026592407282529,-13.256466463523402,,0.0
uniform,Uniform,ok,ok,1.4254001143854111e-05,False,,none,481.4860735075268,7222291.1026129015,1.0,3.357142857142857,2151320.7539698,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,7.2222911026129015,2.1513207539698,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,10,64,15000.0,960000.0,1,1.0,15000.0,exponential_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
