count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min,frac_gt_1pct,frac_gt_2pct,frac_gt_5pct,frac_gt_10pct,n,pearson_r,pearson_p,spearman_rho,spearman_p
25,0.5128424463540631,0.006016200440209871,1.296828245485587,-0.022461943753196434,1.0481468364613225,2.5231471097019626e-06,0.0009765918426890986,0.3605375268029094,2.4466372652807444,6.0217733071583694,8.709709001859165e-07,0.12,0.08,0.04,0.0,25,0.9344719801712488,8.466047198224289e-12,1.0,0.0
