method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,total_solve_time_s
conventional_s2,Conventional $S_2$,ok,optimal,0.007601196000905475,False,,conventional_s2,367.6496242261317,5514744.363391976,0.9999999996183749,3.3571428560525,1642689.8109056025,76431935302.41942,2.016384403889071e+18,2.016384403889071e+18,2.016372480374756e+18,4.959371824495691e-19,0.1055611328869078,-13.35160794801946,-9.798464887445991,0.01572663262782482,8.062940688845847e-09,64.0,-672.2841962004597,76431483365.5473,76431483336.37914,5.5147443633919755,1.6426898109056025,76431935302.41942,2.0163844038890708e+18,2.016372480374756e+18,2.016384403889071e+18,0.0005913314094282172,672.2841962004597,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,0.7216115647947482,False,False,True,-13.256466474732292,-13.539923523818377,-13.35160794801946,-13.35160794801946,0.0951414732871676,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,known_amplitude_linear,44395312449.873886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5003359699985594,False,,conventional_s2,367.6496242472764,5514744.363709146,0.9999999998245954,3.357142856641701,1642689.8107117757,76431899618.4523,2.0163834624946852e+18,2.0163834624946852e+18,2.016371550073238e+18,4.959374139890992e-19,0.10556115752871034,-13.351628537217781,-9.7984776450086,0.015726820964394574,8.062415612568923e-09,64.0,-671.9713984537939,76431448086.29848,76431448072.89204,5.514744363709146,1.6426898107117758,76431899618.4523,2.0163834624946852e+18,2.016371550073238e+18,2.0163834624946852e+18,0.0005907815486856781,671.9713984537939,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,0.7216107704882062,False,False,True,-13.256466474732292,-13.539944067755691,-13.351628537217781,-13.351628537217781,0.09516206248548897,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,known_amplitude_linear,44395312449.873886,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009441016998607665,False,,exact_efim,367.64962418635963,5514744.362795395,0.9999999991954336,3.357142854844096,1642689.811319184,76432051812.84341,2.0163874776016607e+18,2.0163874776016607e+18,2.016375565286799e+18,4.959364264597715e-19,0.10556105242997421,-13.351556972034802,-9.79842475538607,0.015726871472193267,8.056822133900371e-09,64.0,-671.9683924469714,76431600332.81763,76431600271.32333,5.514744362795395,1.6426898113191841,76432051812.84341,2.016387477601661e+18,2.016375565286799e+18,2.0163874776016607e+18,0.0005907750863309661,671.9683924469714,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,0.7216141987427421,False,False,True,-13.256466474732292,-13.539874863442892,-13.351556972034802,-13.351556972034802,0.09509049730250929,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,unknown_amplitude_exact,,,,,,1.1712122069853484e+18,44395312449.873886,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5236456429993268,False,,exact_efim,367.6496242448943,5514744.363673415,0.9999999997996332,3.3571428565703805,1642689.8107360306,76431898318.08386,2.0163834281890952e+18,2.0163834281890952e+18,2.016371513112085e+18,4.959374224266936e-19,0.1055611584266888,-13.351625030904442,-9.798477697361484,0.015726841027531125,8.062928127318772e-09,64.0,-672.0462935098172,76431446687.17766,76431446671.86333,5.514744363673415,1.6426898107360306,76431898318.08386,2.0163834281890952e+18,2.016371513112085e+18,2.0163834281890952e+18,0.0005909132580442241,672.0462935098172,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,0.7216107389301736,False,False,True,-13.256466474732292,-13.539940075959663,-13.351625030904442,-13.351625030904442,0.09515855617214974,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,1.1712122069853484e+18,44395312449.873886,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5008328829972015,False,,exact_efim,367.6496242448943,5514744.363673415,0.9999999997996332,3.3571428565703805,1642689.8107360306,76431898318.08386,2.0163834281890952e+18,2.0163834281890952e+18,2.016371513112085e+18,4.959374224266936e-19,0.1055611584266888,-13.351625030904442,-9.798477697361484,0.015726841027531125,8.062928127318772e-09,64.0,-672.0462935098172,76431446687.17766,76431446671.86333,5.514744363673415,1.6426898107360306,76431898318.08386,2.0163834281890952e+18,2.016371513112085e+18,2.0163834281890952e+18,0.0005909132580442241,672.0462935098172,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,0.7216107389301736,False,False,True,-13.256466474732292,-13.539940075959663,-13.351625030904442,-13.351625030904442,0.09515855617214974,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,1.1712122069853484e+18,44395312449.873886,quad_over_lin,1e-12,-9.798647176920847,0.09515855617214974,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5008328829972015,0.0,249.0,-13.351625030904442,-13.539940075959663,,0.0,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,1.910974979000457,False,,exact_efim,289.18660487585964,4337799.073137894,0.4601218195168708,1.8146337700482025,2390454.286003213,44395381735.554504,1.1712140348412733e+18,1.1712140348412733e+18,1.1712122040467223e+18,8.538149050916413e-19,0.13850727125622295,-13.049590925637016,-0.3864704481852987,0.03554033200411085,2.7898311298264357e-05,64.0,-388.35969799504693,96485996654.31902,44395312338.48398,4.337799073137894,2.3904542860032127,44395381735.554504,1.1712140348412733e+18,1.1712122040467223e+18,1.1712140348412733e+18,0.00015631596758385115,388.35969799504693,1.1712122069853484e+18,44395312449.873886,26381438.54281344,4.684848827941393e+18,177581250000.0,0.25,0.13850737933707974,True,True,True,True,-2.509046636018166e-09,False,False,True,-13.256466474732292,-13.256466441625317,-13.049590925637016,-13.049590925637016,-0.20687554909527606,True,0.25,4.0,32.0,-2.2786458333333335e-06,1.0416666666666667e-06,0,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,251.0,1.0416666666666667e-06,1.1712122069853484e+18,44395312449.873886,quad_over_lin,1e-12,-0.3899318921693246,-0.20687554909527606,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,1.910974979000457,2.0,251.0,-13.005596101623535,-13.256466422054828,-3.2877604166666667e-06,1.0,5.0,True,2390454.2879278827,-0.0034925704821944237,0.8588603830066859
uniform,Uniform,ok,ok,1.359100133413449e-05,False,,none,367.64816154584355,5514722.4231876535,1.0,3.357142857142857,1642683.274992067,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64.0,0.0,76781250000.0,76781250000.0,5.514722423187654,1.642683274992067,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,1.6396970897794875e+18,62153437429.82344,26381438.54281344,4.684848827941393e+18,177581250000.0,0.35,0.11706010095802957,False,True,True,True,0.23535001723263682,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00020221199883962981,False,,none,367.6496242631549,5514744.3639473235,0.9999999999999651,3.3571428571427577,1642689.8105375492,76431898170.3385,2.01638342429136e+18,2.01638342429136e+18,2.016371511849252e+18,4.959374233853569e-19,0.1055611585287154,-13.35162836997447,-9.798478062807934,0.01572682143907578,8.06248975354477e-09,64.0,-671.971981127014,76431446623.99776,76431446623.99509,5.514744363947323,1.6426898105375491,76431898170.3385,2.01638342429136e+18,2.016371511849252e+18,2.01638342429136e+18,0.000590782584522114,671.971981127014,1.6396970897794875e+18,62153437429.82344,26381438.54281344,4.684848827941393e+18,177581250000.0,0.35,0.11706010095802957,False,True,True,True,0.22972195560853326,False,False,True,-13.256466474732292,-13.539943796024541,-13.35162836997447,-13.35162836997447,0.09516189524217822,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,0.015934431765996297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.007207618000393268,False,,conventional_s2,367.6496241975632,5514744.362963447,0.9999999992796793,3.357142855084798,1642689.8112514638,76431897172.59583,2.016383397969473e+18,2.016383397969473e+18,2.0163714891027177e+18,4.959374298593285e-19,0.10556115921771354,-13.351632649287357,-9.798478700435009,0.015726831973295927,8.062015940504162e-09,64.0,-671.8711323024742,76431445816.83287,76431445761.77773,5.514744362963447,1.6426898112514638,76431897172.59583,2.016383397969473e+18,2.0163714891027177e+18,2.016383397969473e+18,0.0005906052771174569,671.8711323024742,1.6396970897794875e+18,62153437429.82344,26381438.54281344,4.684848827941393e+18,177581250000.0,0.35,0.11706010095802957,True,True,True,True,0.22972194173613297,False,False,True,-13.256466474732292,-13.539948642127367,-13.351632649287357,-13.351632649287357,0.09516617455506449,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,known_amplitude_linear,62153437429.82344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5019376239979465,False,,conventional_s2,367.6496242539763,5514744.363809644,0.999999999902155,3.3571428568633004,1642689.8106332803,76431857953.75479,2.0163823633200287e+18,2.0163823633200287e+18,2.0163704521762847e+18,4.959376843355605e-19,0.10556118630056813,-13.351638362363508,-9.798491262150119,0.01572681730706525,8.063645285883653e-09,64.0,-671.9353602839473,76431406464.10486,76431406456.62643,5.514744363809644,1.6426898106332803,76431857953.75479,2.0163823633200287e+18,2.0163704521762847e+18,2.0163823633200287e+18,0.000590718504618736,671.9353602839473,1.6396970897794875e+18,62153437429.82344,26381438.54281344,4.684848827941393e+18,177581250000.0,0.35,0.11706010095802957,True,True,True,True,0.2297213093471146,False,False,True,-13.256466474732292,-13.539952070084347,-13.351638362363508,-13.351638362363508,0.09517188763121531,True,0.25,4.0,32.0,-1.4973958333333334e-06,1.0416666666666667e-06,0,natural_tdl,,known_amplitude_linear,62153437429.82344,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
