asymmetry,method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min
0.5,exact_efim,centroid_magnitude_hz,8,3598.874248360425,2836.6207245723454,2502.2037003571068,1506.9796046826032,5690.768892038247,610.388987133952,2141.5024102001976,5919.584023688715,6832.809931704624,7232.771624744733,360.34309723919915
0.5,exact_efim,rate_spectral_efficiency,8,317.20392413104855,318.8698713783171,9.116125969564768,309.58265209628047,324.82519616581664,304.12862918672613,311.8789274272526,324.29652304998126,327.0256280432236,328.1739896031631,304.09765968357556
0.5,exact_efim,ee_mbit_per_j,8,1.41729412970736,1.4247377236144585,0.04073162670012867,1.383241637614041,1.451346621800679,1.3588725990850972,1.3935015913695779,1.4489844654290414,1.4611783386944028,1.466309315700974,1.3587342248014496
0.5,exact_efim,dense_psl_db,8,-10.415581835240923,-10.468292608956741,0.1381543568719866,-10.5310817680002,-10.300081902481645,-10.525975226613255,-10.521316501388895,-10.361648147145466,-10.193453272964998,-10.143691237540423,-10.526447042019647
0.5,exact_efim,independently_evaluated_unknown_fim,8,2.342424408692669e+18,2.3424244127443707e+18,13695642577.195229,2.342424397242825e+18,2.3424244201425126e+18,2.3424243874845834e+18,2.3424244110575386e+18,2.3424244149031485e+18,2.3424244165383946e+18,2.3424244172420265e+18,2.3424243753006776e+18
0.5,exact_efim,physical_sensing_feasibility_rate,8,1.0,,,1.0,1.0,,,,,,
0.5,exact_efim,false_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
1.0,uniform,fim_mismatch_percent,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,uniform,centroid_magnitude_hz,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,uniform,rate_spectral_efficiency,8,311.69743644305987,307.8251562165011,7.765541057568334,305.2052816511582,318.18959123496154,305.57472862139747,306.79520617280775,314.3987280218793,324.3984072185607,326.1800147845909,304.9885511571199
1.0,uniform,ee_mbit_per_j,8,1.3926906734689908,1.3753889958609626,0.03469709834232652,1.3636831733349621,1.4216981736030194,1.3653338938402866,1.3707870914104174,1.4047602741403118,1.4494396918276116,1.4574000660588102,1.3627148030424505
1.0,uniform,dense_psl_db,8,-13.256466474732292,-13.256466474732292,0.0,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292
1.0,uniform,independently_evaluated_unknown_fim,8,2.0255998281153943e+18,2.0255998281153943e+18,0.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18
1.0,uniform,physical_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
1.0,uniform,false_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
1.0,water_filling,fim_mismatch_percent,8,0.09440344695252252,0.03071207506689573,0.15288998941763646,-0.033415782908366706,0.22222267681341173,0.011174480752812757,0.02241259939049873,0.07395818949971344,0.3444858986965278,0.4610403591757725,0.009944707161308533
1.0,water_filling,centroid_magnitude_hz,8,6893.41250550366,4840.451454297843,5278.327071617813,2480.620642426682,11306.204368580638,2913.6883905885716,4033.7576000488984,7406.394034456051,15633.041853806062,18718.248527657863,2761.5746119058613
1.0,water_filling,rate_spectral_efficiency,8,312.90636713051936,309.4351656818418,7.332121937338337,306.7765597909643,319.0361744700744,307.02413606760393,308.28367603074406,315.34447684820435,324.9181211706194,326.70065168914317,306.7565184807752
1.0,water_filling,ee_mbit_per_j,8,1.3980922786679078,1.3825826551737923,0.03276054482655714,1.370703777788918,1.4254807795468976,1.3718099696633663,1.3774377014133752,1.4089859603851471,1.451761817996265,1.4597263160574256,1.3706142315095076
1.0,water_filling,dense_psl_db,8,-13.352925819154638,-13.379028987654818,0.3709067284522964,-13.663011604113988,-13.042840034195288,-13.868052488948768,-13.484565340604027,-13.128665525952892,-12.896285636720059,-12.814602285167611,-14.059731545606358
1.0,water_filling,independently_evaluated_unknown_fim,8,2.00637143334123e+18,2.0178618249552886e+18,3.286079149651713e+16,1.97889912414883e+18,2.0338437425336302e+18,1.954105157409069e+18,2.0005775775488218e+18,2.023559326841879e+18,2.033125005377896e+18,2.0372289822386447e+18,1.9317381540040899e+18
1.0,water_filling,physical_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
1.0,water_filling,false_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
1.0,conventional_s2,fim_mismatch_percent,8,0.09317617146977313,0.03731434163871067,0.14865222827458335,-0.031100201414654263,0.21745254435420053,0.01087343338090021,0.020109398070472517,0.0752524728512952,0.33231955416379605,0.45176822063360134,0.010523265266662179
