method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min,rate
conventional_s2_psl,physical_sensing_feasibility_rate,60,0.1,,,0.021847777254708003,0.17815222274529202,,,,,,,0.1
conventional_s2_psl,dense_psl_feasibility_rate,60,0.9166666666666666,,,0.8446662223948853,0.988667110938448,,,,,,,0.9166666666666666
conventional_s2_psl,false_sensing_feasibility_rate,60,0.9,,,0.821847777254708,0.978152222745292,,,,,,,0.9
exact_efim,rate_spectral_efficiency,60,308.6825119366961,299.6730219977951,91.02743373988358,285.16763233217785,332.1973915412143,172.8241009203707,231.10565674129992,390.03103688414114,439.50253221115065,487.49486017244584,135.79957512802153,
exact_efim,rate_mbps,60,4.630237679050441,4.495095329966926,1.3654115060982537,4.277514484982667,4.9829608731182145,2.5923615138055607,3.466584851119499,5.850465553262117,6.592537983167261,7.312422902586687,2.036993626920323,
exact_efim,tx_power_w,60,0.9999999986141043,0.9999999990636994,9.998882414899572e-10,0.9999999983558058,0.9999999988724028,0.9999999966888389,0.99999999797808,0.9999999993780564,0.999999999635303,0.9999999997983651,0.9999999958394684,
exact_efim,system_power_w,60,3.357142853183155,3.3571428544677127,2.856823566496555e-09,3.357142852445159,3.3571428539211507,3.357142847682397,3.357142851365943,3.3571428553658755,3.3571428561008654,3.3571428565667576,3.3571428452556242,
exact_efim,ee_mbit_per_j,60,1.3792197355613214,1.3389645678880322,0.4067183206286825,1.2741532523089776,1.4842862188136652,0.772192792581898,1.0325997453760938,1.7426918678912462,1.963734719106482,2.178168524852322,0.6067640610115502,
exact_efim,delay_fim_known_amplitude_per_s2,60,2.355157438132276e+18,2.3426436854217206e+18,3.643973431371112e+16,2.345744056583411e+18,2.364570819681141e+18,2.3424248206093727e+18,2.342429842809013e+18,2.345959636434845e+18,2.409583201775536e+18,2.5602930532323656e+18,2.342424616535953e+18,
exact_efim,independently_evaluated_unknown_fim,60,2.347130807766043e+18,2.3424244090820403e+18,2.9198366136402412e+16,2.339588069976597e+18,2.3546735455554893e+18,2.3424243856444575e+18,2.3424244005788134e+18,2.3424244136790656e+18,2.342424426064141e+18,2.5602926134353833e+18,2.342422193971231e+18,
exact_efim,range_rmse_bound_m,60,0.09768259732514363,0.09793492351032154,0.0007224400429790941,0.09749597127259907,0.09786922337768819,0.09656520290105279,0.09786568505874997,0.09793939368078128,0.09793949867260815,0.09793950293888161,0.09367978133259687,
exact_efim,centroid_magnitude_hz,60,8983.905731834546,2491.4424772128973,15077.507662334066,5088.972491937631,12878.83897173146,124.26846564250252,433.4681194360339,9700.067028410718,36650.01261314277,73985.49263164007,86.4718652910072,
exact_efim,dense_psl_db,60,-10.333561608752403,-10.523008741586935,0.85880477534826,-10.555414407039644,-10.111708810465162,-10.946831083543863,-10.543284177792577,-10.386875105121185,-8.970838991696,-6.153572100108331,-12.396792621257752,
exact_efim,fim_mismatch_percent,60,0.33211758823243714,0.0069988534042791815,0.9538263636142009,0.08571811081669564,0.5785170656481786,1.67754731796138e-05,0.00021163878849265425,0.10590699188468784,1.49214466853102,5.806909722504336,8.421365247592047e-06,
exact_efim,solve_time_s,60,0.009144427366663876,0.00913108100030513,0.00034824396372754615,0.009054466411558257,0.009234388321769496,0.008601059900320252,0.008912701252484112,0.0094008202513578,0.00972115229924384,0.009793821998755448,0.008369595001568086,
exact_efim,physical_sensing_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim,dense_psl_feasibility_rate,60,0.0,,,0.0,0.0,,,,,,,0.0
exact_efim,false_sensing_feasibility_rate,60,0.0,,,0.0,0.0,,,,,,,0.0
exact_efim_sampled_psl,rate_spectral_efficiency,60,307.2645681804293,298.9991363419826,91.22638602842258,283.69829374997977,330.83084261087885,170.9810615846617,229.93583090052883,388.8167670999969,438.215561496808,486.1823578587047,133.62245099907173,
exact_efim_sampled_psl,rate_mbps,60,4.608968522706439,4.4849870451297384,1.3683957904263389,4.255474406249696,4.962462639163182,2.564715923769925,3.449037463507932,5.832251506499953,6.5732334224521205,7.29273536788057,2.0043367649860757,
exact_efim_sampled_psl,tx_power_w,60,0.9999999995108717,0.999999999495193,9.255366783621957e-11,0.9999999994869626,0.9999999995347808,0.9999999993998817,0.9999999994383848,0.9999999995639196,0.9999999996607304,0.9999999997712055,0.9999999993776256,
exact_efim_sampled_psl,system_power_w,60,3.3571428557453475,3.357142855700552,2.6443902479592624e-10,3.3571428556770355,3.3571428558136596,3.3571428554282337,3.3571428555382425,3.3571428558969134,3.3571428561735157,3.3571428564891588,3.357142855364645,
exact_efim_sampled_psl,ee_mbit_per_j,60,1.3728842413785765,1.3359535884008378,0.4076072568852294,1.267588121540975,1.478180361216178,0.7639579350289861,1.0273728619106515,1.7372664068133803,1.957984424584072,2.1723041526612796,0.5970364833868458,
exact_efim_sampled_psl,delay_fim_known_amplitude_per_s2,60,2.345554629632216e+18,2.3424943251702364e+18,8013714541883632.0,2.3434844676503255e+18,2.3476247916141066e+18,2.34242455657281e+18,2.3424271732567347e+18,2.3434245194571853e+18,2.366457127756894e+18,2.38099260981368e+18,2.3424244621376814e+18,
exact_efim_sampled_psl,independently_evaluated_unknown_fim,60,2.3424244089165486e+18,2.3424244103721093e+18,10342863959.031591,2.3424244062447037e+18,2.3424244115883935e+18,2.342424407243363e+18,2.342424409415015e+18,2.34242441126337e+18,2.342424412885995e+18,2.3424244140699796e+18,2.342424332320702e+18,
exact_efim_sampled_psl,range_rmse_bound_m,60,0.09787455160761464,0.0979380456719991,0.00016599133369854738,0.09783167149920174,0.09791743171602754,0.09744092467337487,0.09791860608269203,0.09793944948918776,0.09793950419244606,0.09793950616666759,0.09714303851498021,
exact_efim_sampled_psl,centroid_magnitude_hz,60,5671.225463540321,1626.631768331532,9378.460233198319,3248.512285778902,8093.938641301739,74.21289577999305,324.73091027364813,6156.297504443861,30180.196839122695,38235.383206706145,42.685212104934344,
exact_efim_sampled_psl,dense_psl_db,60,-13.02929190249017,-13.023546146355905,0.02876855299216387,-13.036723607770801,-13.02186019720954,-13.069243547402067,-13.02564728789254,-13.023401061124844,-13.000937980628445,-12.973145618885466,-13.163772744195537,
exact_efim_sampled_psl,fim_mismatch_percent,60,0.1323180274519632,0.002984653030566715,0.3379285029655218,0.0450218384274929,0.21961421647643348,6.2093942247498745e-06,0.0001187784492849107,0.0426775678319131,1.0155509550453081,1.6198370195527283,2.0520491711452553e-06,
exact_efim_sampled_psl,solve_time_s,60,0.48406675508346475,0.4846771214997716,0.017148825900823658,0.47963674360396913,0.48849676656296037,0.45491055804886854,0.475006409499656,0.49350280500129884,0.5098800816971562,0.5301877439997043,0.4413842690009915,
