method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,realization,channel_kind,water_level_w,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,total_solve_time_s
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4985334299999522,False,,conventional_s2,297.54755020319755,4463213.253047964,0.9999999995361462,3.3571428558175604,1329467.7780284816,88790624862.23083,2.342424412980946e+18,2.342424412980946e+18,2.342103768304826e+18,4.269081189806291e-19,0.0979395071943179,-13.023234928292357,-5.407804334233257,0.03394234737668264,1.9290388883893952e-05,64,3486.284139669432,88778470726.3142,88778470685.13396,4.463213253047964,1.3294677780284816,88790624862.23083,2.342424412980946e+18,2.342103768304826e+18,2.342424412980946e+18,0.013688581554356958,3486.284139669432,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.00013688623801837613,True,False,True,-13.256466474732292,-13.256466464177558,-13.023234928292357,-13.023234928292357,-0.23323154643993504,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.00909666999723413,False,,exact_efim,298.733952012662,4481009.2801899295,0.9999999982890329,3.3571428522543796,1334768.7237023155,88795226602.06937,2.342545813497686e+18,2.342545813497686e+18,2.3424244032623027e+18,4.2688599481727395e-19,0.09793696934409438,-10.52761054408685,-6.234943174144728,0.022913444312741803,7.653564909725836e-06,64,2145.2524876625134,88790624645.75926,88790624493.84142,4.481009280189929,1.3347687237023156,88795226602.06937,2.342545813497686e+18,2.3424244032623027e+18,2.342545813497686e+18,0.005182832911259771,2145.2524876625134,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.571500331081317e-09,False,False,True,-13.256466474732292,-10.995325021615725,-10.520842702683197,-10.520842702683197,-2.7356237720490952,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4806737170001725,False,,exact_efim,297.5450543983678,4463175.815975517,0.9999999994175814,3.3571428554788043,1329456.6266942392,88792659745.93468,2.3424780961403203e+18,2.3424780961403203e+18,2.3424244094154655e+18,4.268983354199516e-19,0.09793838493573503,-13.023397595721157,-5.407426315275893,0.03352009347538297,1.92692612202816e-05,64,1426.5408708189411,88790624778.79305,88790624727.07974,4.463175815975517,1.3294566266942391,88792659745.93468,2.3424780961403203e+18,2.3424244094154655e+18,2.3424780961403203e+18,0.002291877347465623,1426.5408708189411,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.9446651959532494e-09,False,False,True,-13.256466474732292,-13.25646646195876,-13.023397595721157,-13.023397595721157,-0.23306887901113527,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.50902648400006,False,,exact_efim,297.5450543983678,4463175.815975517,0.9999999994175814,3.3571428554788043,1329456.6266942392,88792659745.93468,2.3424780961403203e+18,2.3424780961403203e+18,2.3424244094154655e+18,4.268983354199516e-19,0.09793838493573503,-13.023397595721157,-5.407426315275893,0.03352009347538297,1.92692612202816e-05,64,1426.5408708189411,88790624778.79305,88790624727.07974,4.463175815975517,1.3294566266942391,88792659745.93468,2.3424780961403203e+18,2.3424244094154655e+18,2.3424780961403203e+18,0.002291877347465623,1426.5408708189411,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.9446651959532494e-09,False,False,True,-13.256466474732292,-13.25646646195876,-13.023397595721157,-13.023397595721157,-0.23306887901113527,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.4102750563038935,-0.23306887901113527,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.50902648400006,0.0,249.0,-13.023397595721157,-13.25646646195876,,0.0,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,0.8031415849982295,False,,exact_efim,284.19243622495406,4262886.543374311,0.9213315136748894,3.1323757533568273,1360911.6143891632,88791195116.68143,2.3424394571136876e+18,2.3424394571136876e+18,2.342424409635512e+18,4.269053771968913e-19,0.0979391926894311,-13.040006976414787,-0.8692483672278093,0.06249999986980025,9.59876880583729e-05,64,786.8186786352788,96372069572.72523,88790624735.4207,4.262886543374311,1.3609116143891633,88791195116.68143,2.3424394571136876e+18,2.342424409635512e+18,2.3424394571136876e+18,0.0006423849346477981,786.8186786352788,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.8507256286026023e-09,False,False,True,-13.256466474732292,-13.25646645446296,-13.040006976414787,-13.040006976414787,-0.216459498317505,True,0.25,4,32,-3.3203125000000002e-06,1.0416666666666667e-06,7,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.8728891852343367,-0.216459498317505,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.8031415849982295,0.0,249.0,-13.040006976414787,-13.25646645446296,,0.0,4.0,True,1360911.6141010604,0.000902445986866951,0.7393899399939983
uniform,Uniform,ok,ok,1.3254000805318356e-05,False,,none,488.795645429046,7331934.681435689,1.0,3.357142857142857,2183980.5434063757,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,7.33193468143569,2.1839805434063755,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.00019557900304789655,False,,none,488.7957263126935,7331935.894690403,0.999999999999615,3.357142857141757,2183980.904802112,76813449217.83372,2.0264492898018015e+18,2.0264492898018015e+18,2.026446589977979e+18,4.934739818225631e-19,0.1052986581983487,-13.239514898228325,-9.673193664984407,0.015666633274367573,4.319617007061169e-10,64,319.9031200989079,76813346879.85704,76813346879.82747,7.331935894690403,2.183980904802112,76813449217.83372,2.0264492898018015e+18,2.026446589977979e+18,2.0264492898018015e+18,0.00013322928119538873,319.9031200989079,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13489349842332657,False,False,True,-13.256466474732292,-13.44023329072769,-13.239514898228325,-13.239514898228325,-0.016951576503966947,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,8,natural_tdl,0.01570705073983865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.008075896999798715,False,,conventional_s2,487.4948748344411,7312423.122516616,0.9999999998631571,3.3571428567518775,2178168.5899394746,88790624909.7703,2.3424244142351053e+18,2.3424244142351053e+18,2.3424217123294684e+18,4.2690811875205792e-19,0.09793950716809897,-10.526945653648514,-6.236575873870759,0.022679104533925642,7.63033692221419e-06,64,320.0264338305563,88790522505.0023,88790522492.85196,7.312423122516616,2.1781685899394745,88790624909.7703,2.3424244142351053e+18,2.3424217123294684e+18,2.3424244142351053e+18,0.00011534654524791911,320.0264338305563,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.1533525744416173e-06,True,False,True,-13.256466474732292,-10.995112015979334,-10.520277110156249,-10.520277110156249,-2.7361893645760436,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,8,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4651008319997345,False,,conventional_s2,486.1823816370555,7292735.724555833,0.9999999996890993,3.3571428562545695,2172304.258953117,88790624889.78596,2.34242441370789e+18,2.34242441370789e+18,2.342421660744343e+18,4.2690811884814315e-19,0.09793950717912071,-13.023373798559454,-5.413060388537044,0.03337050651471303,1.9189779626014187e-05,64,323.0360519427998,88790520565.10019,88790520537.49515,7.2927357245558335,2.1723042589531167,88790624889.78596,2.3424244137078897e+18,2.342421660744343e+18,2.34242441370789e+18,0.00011752624891653413,323.0360519427998,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.1753746832739605e-06,True,False,True,-13.256466474732292,-13.256466487903896,-13.023373798559454,-13.023373798559454,-0.2330926761728378,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.009742532998643583,False,,exact_efim,487.49486017244584,7312422.902586687,0.9999999996344922,3.357142856098549,2178168.524852322,88790671745.18457,2.3424256498207084e+18,2.3424256498207084e+18,2.3424244141640776e+18,4.2690789356603104e-19,0.09793948133746887,-10.526988439321334,-6.236564521812675,0.022665441591408823,7.6302968701848e-06,64,216.42113257558535,88790624939.53163,88790624907.07796,7.312422902586687,2.178168524852322,88790671745.18457,2.3424256498207084e+18,2.3424244141640776e+18,2.3424256498207084e+18,5.2751156941889636e-05,216.42113257558535,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,8.255586086220631e-11,False,False,True,-13.256466474732292,-10.995148425131124,-10.520317835697115,-10.520317835697115,-2.736148639035177,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,8,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.479031988998031,False,,exact_efim,486.1823578587047,7292735.36788057,0.9999999997151392,3.357142856328969,2172304.15266128,88790643896.50702,2.342424915132533e+18,2.342424915132533e+18,2.3424244128893286e+18,4.269080274632498e-19,0.09793949669654671,-13.023375156228717,-5.413047330269146,0.033333424234087215,1.9189730848351953e-05,64,137.9773494917659,88790624884.05103,88790624858.75806,7.29273536788057,2.1723041526612796,88790643896.50702,2.342424915132533e+18,2.3424244128893286e+18,2.342424915132533e+18,2.1441165578602265e-05,137.9773494917659,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.6164480593290455e-10,False,False,True,-13.256466474732292,-13.256466483165283,-13.023375156228717,-13.023375156228717,-0.23309131850357545,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4875213329978578,False,,exact_efim,486.1823578587047,7292735.36788057,0.9999999997151392,3.357142856328969,2172304.15266128,88790643896.50702,2.342424915132533e+18,2.342424915132533e+18,2.3424244128893286e+18,4.269080274632498e-19,0.09793949669654671,-13.023375156228717,-5.413047330269146,0.033333424234087215,1.9189730848351953e-05,64,137.9773494917659,88790624884.05103,88790624858.75806,7.29273536788057,2.1723041526612796,88790643896.50702,2.342424915132533e+18,2.3424244128893286e+18,2.342424915132533e+18,2.1441165578602265e-05,137.9773494917659,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-4.6164480593290455e-10,False,False,True,-13.256466474732292,-13.256466483165283,-13.023375156228717,-13.023375156228717,-0.23309131850357545,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,8,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.415892925410422,-0.23309131850357545,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4875213329978578,0.0,249.0,-13.023375156228717,-13.256466483165283,,0.0,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,1.6184644349996233,False,,exact_efim,470.2816780757198,7054225.171135797,0.9174682714815638,3.121337918518754,2260000.4726445684,88790626673.3108,2.342424460759841e+18,2.342424460759841e+18,2.3424244120050847e+18,4.269081102728998e-19,0.09793950619547215,-13.026178865091856,-0.46604500015590306,0.06249999988607624,0.00010770272137029319,64,44.881124543574224,96777869693.36584,88790624825.24039,7.054225171135797,2.2600004726445686,88790626673.3108,2.342424460759841e+18,2.3424244120050847e+18,2.342424460759841e+18,2.0813800791759503e-06,44.881124543574224,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-8.391357348722499e-10,False,False,True,-13.256466474732292,-13.256466466827044,-13.026178865091856,-13.026178865091856,-0.23028760964043649,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,8,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,251.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-0.4696437354225299,-0.23028760964043649,249.0,1985.0,2.0,251.0,True,2.0,dense_psl_satisfied,False,1.6184644349996233,2.0,251.0,-12.969893316921791,-13.256466465292752,-3.2877604166666667e-06,1.0,4.0,True,2260000.472671194,-8.310750126838684e-05,0.7712810289995105
uniform,Uniform,ok,ok,1.4879999071126804e-05,False,,none,216.16903439341849,3242535.5159012773,1.0,3.357142857142857,965861.643034423,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,3.2425355159012774,0.965861643034423,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,9,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.0002031660005741287,False,,none,216.72904416046282,3250935.6624069423,1.0000000000004694,3.3571428571441984,968363.8143335959,81445360748.85793,2.148645779193265e+18,2.148645779193265e+18,2.140254313740901e+18,4.654094265716809e-19,0.10226059020515074,-11.753858949655974,-7.992757012105379,0.017706260358158588,4.250348009468577e-06,64,17834.858531249985,81127278569.98999,81127278570.02808,3.2509356624069423,0.9683638143335959,81445360748.85793,2.1486457791932654e+18,2.140254313740901e+18,2.148645779193265e+18,0.3905467124280696,17834.858531249985,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.08630805716675932,False,False,True,-13.256466474732292,-12.163864577796064,-11.742813778622395,-11.742813778622395,-1.5136526961098973,False,0.25,4,32,-1.46484375e-06,1.0416666666666667e-06,9,natural_tdl,0.01808993684942386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2,Conventional $S_2$,ok,optimal,0.006846552998467814,False,,conventional_s2,216.3491450605818,3245237.175908727,0.9999999986833679,3.3571428533810512,966666.3939070625,88790624845.87038,2.3424244125493335e+18,2.3424244125493335e+18,2.3340347366436296e+18,4.2690811905929074e-19,0.09793950720334102,-10.13657836737642,-6.088597813737483,0.021638196388258778,1.057850542816731e-05,64,17832.956728973626,88472610617.07753,88472610500.59164,3.245237175908727,0.9666663939070624,88790624845.87038,2.3424244125493335e+18,2.3340347366436296e+18,2.3424244125493335e+18,0.35816207604211187,17832.956728973626,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0035816213650393114,True,False,True,-13.256466474732292,-10.577544687050498,-10.129832566645764,-10.129832566645764,-3.1266339080865286,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,9,natural_tdl,,known_amplitude_linear,88790624899.74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.48229947200161405,False,,conventional_s2,214.80598727639602,3222089.8091459405,0.9999999996445368,3.3571428561272483,959771.4328019085,88790624869.53372,2.3424244131736064e+18,2.3424244131736064e+18,2.3343243257863025e+18,4.2690811894551667e-19,0.09793950719029022,-13.04725186867872,-5.289227340367618,0.03790178474705014,2.189754759363674e-05,64,17522.48171840774,88483587535.52359,88483587504.07092,3.2220898091459405,0.9597714328019085,88790624869.53372,2.3424244131736064e+18,2.3343243257863025e+18,2.3424244131736064e+18,0.3457993069808228,17522.48171840774,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0034579934089158494,True,False,True,-13.256466474732292,-13.25646646859413,-13.04725186867872,-13.04725186867872,-0.2092146060535729,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,natural_tdl,,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
exact_efim,Exact EFIM,ok,optimal,0.00863501399726374,False,,exact_efim,216.32340835520037,3244851.1253280058,0.9999999976102038,3.357142850314868,966551.4009997131,88986339589.1141,2.34758764902014e+18,2.34758764902014e+18,2.3424244008341105e+18,4.2596918603545653e-19,0.09783174483924856,-10.09766203114458,-6.033149494779319,0.021399012243221674,1.0506533253385895e-05,64,13989.824437143801,88790624613.99121,88790624401.79971,3.244851125328006,0.9665514009997132,88986339589.1141,2.34758764902014e+18,2.3424244008341105e+18,2.34758764902014e+18,0.21993846271020623,13989.824437143801,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.608115319175603e-09,False,False,True,-13.256466474732292,-10.542480322720085,-10.091620552803144,-10.091620552803144,-3.164845921929148,False,0.25,4,32,-1.3997395833333333e-06,1.0416666666666667e-06,9,natural_tdl,,unknown_amplitude_exact,,,,,,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4750605369990808,False,,exact_efim,214.7427938215564,3221141.907323346,0.9999999993807209,3.3571428553734886,959489.0792828618,88842362570.2228,2.343789328144682e+18,2.343789328144682e+18,2.3424244090067784e+18,4.2665950731655094e-19,0.09791098530783576,-13.036362156646799,-5.27938059519851,0.035163716472126925,2.125000738549707e-05,64,7192.90335445831,88790624766.57443,88790624711.58826,3.221141907323346,0.9594890792828618,88842362570.2228,2.3437893281446815e+18,2.3424244090067784e+18,2.343789328144682e+18,0.058235572690488825,7192.90335445831,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.11913703869981e-09,False,False,True,-13.256466474732292,-13.256466454330507,-13.036362156646799,-13.036362156646799,-0.22010431808549313,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.48659176000001025,False,,exact_efim,214.7427938215564,3221141.907323346,0.9999999993807209,3.3571428553734886,959489.0792828618,88842362570.2228,2.343789328144682e+18,2.343789328144682e+18,2.3424244090067784e+18,4.2665950731655094e-19,0.09791098530783576,-13.036362156646799,-5.27938059519851,0.035163716472126925,2.125000738549707e-05,64,7192.90335445831,88790624766.57443,88790624711.58826,3.221141907323346,0.9594890792828618,88842362570.2228,2.3437893281446815e+18,2.3424244090067784e+18,2.343789328144682e+18,0.058235572690488825,7192.90335445831,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.11913703869981e-09,False,False,True,-13.256466474732292,-13.256466454330507,-13.036362156646799,-13.036362156646799,-0.22010431808549313,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,9,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.282663930658046,-0.22010431808549313,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.48659176000001025,0.0,249.0,-13.036362156646799,-13.256466454330507,,0.0,,,,,
exact_efim_cutting_plane_psl_ee,Exact EFIM+cutting-plane PSL+EE,ok,optimal,0.8141464539985463,False,,exact_efim,204.64833011250852,3069724.951687628,0.9332495315575717,3.1664272330216336,969460.1283346956,88814832494.61955,2.3430630451470756e+18,2.3430630451470756e+18,2.3424244093215293e+18,4.267917596460702e-19,0.0979261589443935,-13.131293000677429,-1.4416024254044644,0.06201515897733859,8.319320146237102e-05,64,5093.0567078140875,95141354719.2781,88790624723.51906,3.069724951687628,0.9694601283346956,88814832494.61955,2.3430630451470756e+18,2.3424244093215293e+18,2.3430630451470756e+18,0.02725645077579005,5093.0567078140875,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.9847672916451085e-09,False,False,True,-13.256466474732292,-13.25646645312495,-13.131293000677429,-13.131293000677429,-0.12517347405486312,True,0.25,4,32,-2.2786458333333335e-06,1.0416666666666667e-06,9,natural_tdl,,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249.0,1.0416666666666667e-06,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-1.445190369808866,-0.12517347405486312,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.8141464539985463,0.0,249.0,-13.131293000677429,-13.25646645312495,,0.0,4.0,True,969460.1275986248,0.0023307143710553646,0.7691219299995282
uniform,Uniform,ok,ok,1.3663000572705641e-05,False,,none,293.6075644755326,4404113.467132989,1.0,3.357142857142857,1311863.5859545073,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,0.0,76781250000.0,76781250000.0,4.404113467132989,1.3118635859545074,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,0.0,0.0,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.13525498793715435,False,False,True,-13.256466474732292,-13.456972739469613,-13.256466474732292,-13.256466474732292,0.0,True,0.25,4,32,-1.4973958333333334e-06,1.0416666666666667e-06,10,natural_tdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_filling,Water-filling,ok,ok,0.0001997420004045125,False,,none,300.02454346765006,4500368.152014751,1.0000000000002294,3.3571428571435127,1340535.1942168982,64248511302.26376,1.694968152387926e+18,1.694968152387926e+18,1.5688360719246902e+18,5.899815867284395e-19,0.11513568152744287,-15.223457747434354,-9.934936477790025,0.018588857574907105,3.4465577965629216e-05,58,69145.43974058081,59467419465.330734,59467419465.344376,4.500368152014751,1.3405351942168982,64248511302.26376,1.694968152387926e+18,1.5688360719246902e+18,1.694968152387926e+18,7.441560496905909,69145.43974058081,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,False,False,False,False,-0.3302511438286623,False,False,True,-13.256466474732292,-15.223457747434354,-15.223457747434354,-15.223457747434354,1.966991272702062,True,0.25,4,32,-1.0416666666666667e-06,1.0416666666666667e-06,10,natural_tdl,0.01877620657432568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
