method,label,status,solver_status,solve_time_s,solver_inaccurate,error,optimizer_model,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,spectral_centroid_hz,power_weighted_spectral_variance_hz2,unknown_amplitude_kernel_w_hz2,rate_mbps,ee_mbit_per_j,optimizer_claimed_sensing_metric,optimizer_claimed_known_fim,independently_evaluated_unknown_fim,independently_evaluated_known_fim,fim_mismatch_percent,centroid_magnitude_hz,gamma_unknown_fim,gamma_conventional_s,c_beta,j_max,s_max,fim_fraction,max_range_rmse_m_target,optimizer_claimed_sensing_satisfied,physical_sensing_satisfied,physical_sensing_satisfied_1pct,physical_sensing_satisfied_2pct,relative_unknown_fim_gap,false_sensing_feasibility,material_false_sensing_feasibility_1pct,psl_requirement_applicable,requested_psl_max_db,optimization_grid_psl_db,validation_grid_psl_db,dense_psl_db,psl_margin_db,dense_psl_satisfied,psl_tolerance_db,optimization_oversampling,validation_oversampling,worst_delay_s,mainlobe_exclusion_s,sensing_model,min_sensing_surrogate,psl_max_db,psl_rho,num_psl_soc_constraints,psl_mainlobe_exclusion_s,realization,channel_kind,min_unknown_fim,gamma_fim_kernel,unknown_fim_representation,s0_epsilon_w,validation_grid_isl_db,violation_margin_db,optimization_grid_sidelobe_samples,validation_grid_sidelobe_samples,cutting_plane_iteration,cutting_plane_num_constraints,cutting_plane_converged,cutting_plane_iterations,cutting_plane_status,cutting_plane_infeasible,cutting_plane_runtime_s,num_added_soc_constraints,num_final_soc_constraints,initial_validation_grid_psl_db,initial_optimization_grid_psl_db,worst_violating_delay_s,num_worst_violating_delays
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4996547750015452,False,,exact_efim,271.6727057656253,4075090.58648438,0.9999999994428136,3.357142855550896,1213856.7710177682,88793640653.2727,2.3425039738869745e+18,2.3425039738869745e+18,2.342424409847627e+18,4.2689361945485855e-19,0.09793784396937151,-13.024205643403304,-5.4172211912212305,0.03323723414643497,1.9139953849166137e-05,64,-1736.6375020040316,88790624792.93394,88790624743.46101,4.0750905864843805,1.2138567710177681,88793640653.2727,2.342503973886975e+18,2.342424409847627e+18,2.3425039738869745e+18,0.003396538073559356,1736.6375020040316,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.7601720368901426e-09,False,False,True,-13.256466474732292,-13.256466462183722,-13.024205643403304,-13.024205643403304,-0.232260831328988,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,34,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.420089136232887,-0.232260831328988,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4996547750015452,0.0,249.0,-13.024205643403304,-13.256466462183722,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4980944560011267,False,,conventional_s2,416.98453628960317,6254768.044344048,0.9999999995283705,3.3571428557953444,1863122.3969354215,88790624870.87683,2.3424244132090394e+18,2.3424244132090394e+18,2.342372997245419e+18,4.26908118939059e-19,0.09793950718954947,-13.02343056752375,-5.413583286864135,0.033510433653210346,1.9187318163949252e-05,64,1396.0460791866578,88788675968.0979,88788675926.22253,6.254768044344048,1.8631223969354216,88790624870.87683,2.3424244132090394e+18,2.342372997245419e+18,2.3424244132090394e+18,0.002194989231260356,1396.0460791866578,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-2.1950217463170282e-05,True,False,True,-13.256466474732292,-13.256466474311468,-13.02343056752375,-13.02343056752375,-0.23303590720854217,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,35,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5021052390002296,False,,exact_efim,416.98409878441805,6254761.4817662705,0.9999999995551432,3.357142855871838,1863120.4420825671,88790981159.21944,2.342433812608053e+18,2.342433812608053e+18,2.3424244115447163e+18,4.2690640590036795e-19,0.09793931069020213,-13.02344050143952,-5.413471746950674,0.03332568253875822,1.9184501260917937e-05,64,596.951781681517,88790624847.28906,88790624807.78995,6.254761481766271,1.863120442082567,88790981159.21944,2.342433812608054e+18,2.3424244115447163e+18,2.342433812608053e+18,0.00040133741608233133,596.951781681517,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.0356707356407995e-09,False,False,True,-13.256466474732292,-13.256466478016979,-13.02344050143952,-13.02344050143952,-0.2330259732927722,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,35,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4732293729975936,False,,exact_efim,416.98409878441805,6254761.4817662705,0.9999999995551432,3.357142855871838,1863120.4420825671,88790981159.21944,2.342433812608053e+18,2.342433812608053e+18,2.3424244115447163e+18,4.2690640590036795e-19,0.09793931069020213,-13.02344050143952,-5.413471746950674,0.03332568253875822,1.9184501260917937e-05,64,596.951781681517,88790624847.28906,88790624807.78995,6.254761481766271,1.863120442082567,88790981159.21944,2.342433812608054e+18,2.3424244115447163e+18,2.342433812608053e+18,0.00040133741608233133,596.951781681517,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.0356707356407995e-09,False,False,True,-13.256466474732292,-13.256466478016979,-13.02344050143952,-13.02344050143952,-0.2330259732927722,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,35,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.4163191387178795,-0.2330259732927722,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4732293729975936,0.0,249.0,-13.02344050143952,-13.256466478016979,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5041387540004507,False,,conventional_s2,207.3935540165147,3110903.3102477207,0.9999999995945423,3.357142855984407,926652.0501807833,88790624864.12003,2.3424244130307855e+18,2.3424244130307855e+18,2.3292624751388795e+18,4.269081189715458e-19,0.09793950719327597,-13.072482257016505,-4.865791283377457,0.0426995087940025,2.8954009124015245e-05,64,22336.271608922685,88291715870.7333,88291715834.93475,3.110903310247721,0.9266520501807832,88790624864.12003,2.3424244130307855e+18,2.3292624751388795e+18,2.3424244130307855e+18,0.5618938147453925,22336.271608922685,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0056189385464550014,True,False,True,-13.256466474732292,-13.256466458504706,-13.072482257016505,-13.072482257016505,-0.18398421771578732,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,36,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.47939671900167014,False,,exact_efim,207.28895459136223,3109334.3188704336,0.9999999994091868,3.3571428554548195,926184.6911930671,88858474728.34464,2.3442143900539653e+18,2.3442143900539653e+18,2.342424409010916e+18,4.265821437846303e-19,0.09790210810844298,-13.043616331692196,-4.879472957210067,0.038494230152510904,2.7336737307291552e-05,64,8237.112154124376,88790624764.20377,88790624711.7451,3.1093343188704337,0.9261846911930671,88858474728.34464,2.3442143900539653e+18,2.342424409010916e+18,2.3442143900539653e+18,0.07635739506778924,8237.112154124376,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.1173707183117012e-09,False,False,True,-13.256466474732292,-13.25646645388084,-13.043616331692196,-13.043616331692196,-0.21285014304009664,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,36,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4926671069988515,False,,exact_efim,207.28895459136223,3109334.3188704336,0.9999999994091868,3.3571428554548195,926184.6911930671,88858474728.34464,2.3442143900539653e+18,2.3442143900539653e+18,2.342424409010916e+18,4.265821437846303e-19,0.09790210810844298,-13.043616331692196,-4.879472957210067,0.038494230152510904,2.7336737307291552e-05,64,8237.112154124376,88790624764.20377,88790624711.7451,3.1093343188704337,0.9261846911930671,88858474728.34464,2.3442143900539653e+18,2.342424409010916e+18,2.3442143900539653e+18,0.07635739506778924,8237.112154124376,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.1173707183117012e-09,False,False,True,-13.256466474732292,-13.25646645388084,-13.043616331692196,-13.043616331692196,-0.21285014304009664,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,36,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-4.8829684078176925,-0.21285014304009664,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4926671069988515,0.0,249.0,-13.043616331692196,-13.25646645388084,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.48604255100144655,False,,conventional_s2,409.3960803021947,6140941.20453292,0.9999999994914689,3.3571428556899114,1829216.529801477,88790624869.64847,2.3424244131766333e+18,2.3424244131766333e+18,2.3424223943894246e+18,4.26908118944965e-19,0.09793950719022694,-13.023400078407985,-5.413612079514547,0.03333766621791376,1.9182252571461108e-05,64,-276.6279355215271,88790548391.78654,88790548346.63379,6.14094120453292,1.829216529801477,88790624869.64847,2.3424244131766333e+18,2.3424223943894246e+18,2.3424244131766333e+18,8.618366498179811e-05,276.6279355215271,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-8.62175641621051e-07,False,False,True,-13.256466474732292,-13.256466476115092,-13.023400078407985,-13.023400078407985,-0.2330663963243076,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,37,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5037333069994929,False,,exact_efim,409.3960633368117,6140940.950052176,0.999999999396685,3.3571428554191005,1829216.4541462595,88790638559.81822,2.342424774343006e+18,2.342424774343006e+18,2.3424244010094956e+18,4.269080531222079e-19,0.09793949963983337,-13.023396868832988,-5.413576518599745,0.033322854559130054,1.9182540202847068e-05,64,-118.95953296568224,88790624462.01646,88790624408.44775,6.140940950052176,1.8292164541462594,88790638559.81822,2.3424247743430057e+18,2.3424244010094956e+18,2.342424774343006e+18,1.59379082199432e-05,118.95953296568224,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.533242001191908e-09,False,False,True,-13.256466474732292,-13.25646647963509,-13.023396868832988,-13.023396868832988,-0.23306960589930448,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,37,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4725151420025213,False,,exact_efim,409.3960633368117,6140940.950052176,0.999999999396685,3.3571428554191005,1829216.4541462595,88790638559.81822,2.342424774343006e+18,2.342424774343006e+18,2.3424244010094956e+18,4.269080531222079e-19,0.09793949963983337,-13.023396868832988,-5.413576518599745,0.033322854559130054,1.9182540202847068e-05,64,-118.95953296568224,88790624462.01646,88790624408.44775,6.140940950052176,1.8292164541462594,88790638559.81822,2.3424247743430057e+18,2.3424244010094956e+18,2.342424774343006e+18,1.59379082199432e-05,118.95953296568224,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.533242001191908e-09,False,False,True,-13.256466474732292,-13.25646647963509,-13.023396868832988,-13.023396868832988,-0.23306960589930448,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,37,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.41642257475746,-0.23306960589930448,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4725151420025213,0.0,249.0,-13.023396868832988,-13.25646647963509,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.47552960599932703,False,,conventional_s2,453.8136358980762,6807204.538471143,0.9999999997281863,3.357142856366247,2027677.9480987664,88790624886.70409,2.3424244136265856e+18,2.3424244136265856e+18,2.342396125674745e+18,4.2690811886296096e-19,0.09793950718082042,-13.02340686713993,-5.413179597351585,0.03346763901328651,1.9190688342077325e-05,64,1035.5033670315015,88789552643.61546,88789552619.48125,6.807204538471143,2.0276779480987663,88790624886.70409,2.342424413626585e+18,2.342396125674745e+18,2.3424244136265856e+18,0.00120763563068283,1035.5033670315015,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-1.2076503208878305e-05,True,False,True,-13.256466474732292,-13.256466478394579,-13.02340686713993,-13.02340686713993,-0.233059607592363,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,38,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.5002605369991215,False,,exact_efim,453.81339319221433,6807200.897883215,0.999999999613574,3.357142856038783,2027676.863866104,88790821736.13223,2.3424296067976765e+18,2.3424296067976765e+18,2.34242441204655e+18,4.269071724068135e-19,0.09793939861471929,-13.023407986971469,-5.4130941365854,0.033340041874273287,1.918943682933244e-05,64,443.74465649583016,88790624861.12314,88790624826.81213,6.807200897883215,2.027676863866104,88790821736.13223,2.342429606797676e+18,2.34242441204655e+18,2.3424296067976765e+18,0.00022176765147831774,443.74465649583016,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-8.214338428698049e-10,False,False,True,-13.256466474732292,-13.256466484064726,-13.023407986971469,-13.023407986971469,-0.2330584877608235,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,38,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.5165532419996453,False,,exact_efim,453.81339319221433,6807200.897883215,0.999999999613574,3.357142856038783,2027676.863866104,88790821736.13223,2.3424296067976765e+18,2.3424296067976765e+18,2.34242441204655e+18,4.269071724068135e-19,0.09793939861471929,-13.023407986971469,-5.4130941365854,0.033340041874273287,1.918943682933244e-05,64,443.74465649583016,88790624861.12314,88790624826.81213,6.807200897883215,2.027676863866104,88790821736.13223,2.342429606797676e+18,2.34242441204655e+18,2.3424296067976765e+18,0.00022176765147831774,443.74465649583016,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-8.214338428698049e-10,False,False,True,-13.256466474732292,-13.256466484064726,-13.023407986971469,-13.023407986971469,-0.2330584877608235,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,38,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.415940680106242,-0.2330584877608235,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.5165532419996453,0.0,249.0,-13.023407986971469,-13.256466484064726,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.5020311189982749,False,,conventional_s2,272.3341844039483,4085012.7660592245,0.9999999994781048,3.357142855651728,1216812.3138347038,88790624857.72093,2.342424412861968e+18,2.342424412861968e+18,2.340978252084004e+18,4.2690811900231292e-19,0.0979395071968052,-13.024765822121338,-5.412403377748445,0.03410754903863623,1.9341173072881354e-05,64,7403.87457117646,88735807545.39462,88735807499.08383,4.085012766059225,1.2168123138347038,88790624857.72093,2.342424412861968e+18,2.340978252084004e+18,2.342424412861968e+18,0.06173777774955464,7403.87457117646,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,False,True,True,-0.0006173782505286659,True,False,True,-13.256466474732292,-13.256466461719853,-13.024765822121338,-13.024765822121338,-0.23170065261095374,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,39,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4885415930002637,False,,exact_efim,272.32278339937716,4084841.7509906576,0.999999999533923,3.357142855811209,1216761.373118157,88800735142.64561,2.342691136722359e+18,2.342691136722359e+18,2.3424244104920474e+18,4.268595139686627e-19,0.0979339316545109,-13.024887904349958,-5.408755426274374,0.03347705485610108,1.926701671093919e-05,64,3179.681550450532,88790624809.27132,88790624767.88805,4.084841750990657,1.216761373118157,88800735142.64561,2.342691136722359e+18,2.3424244104920474e+18,2.342691136722359e+18,0.011385462903342804,3179.681550450532,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.4850636474127517e-09,False,False,True,-13.256466474732292,-13.256466463130803,-13.024887904349958,-13.024887904349958,-0.2315785703823341,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,39,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.46310861199890496,False,,exact_efim,272.32278339937716,4084841.7509906576,0.999999999533923,3.357142855811209,1216761.373118157,88800735142.64561,2.342691136722359e+18,2.342691136722359e+18,2.3424244104920474e+18,4.268595139686627e-19,0.0979339316545109,-13.024887904349958,-5.408755426274374,0.03347705485610108,1.926701671093919e-05,64,3179.681550450532,88790624809.27132,88790624767.88805,4.084841750990657,1.216761373118157,88800735142.64561,2.342691136722359e+18,2.3424244104920474e+18,2.342691136722359e+18,0.011385462903342804,3179.681550450532,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.4850636474127517e-09,False,False,True,-13.256466474732292,-13.256466463130803,-13.024887904349958,-13.024887904349958,-0.2315785703823341,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,39,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.411647351334338,-0.2315785703823341,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.46310861199890496,0.0,249.0,-13.024887904349958,-13.256466463130803,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4911825570015935,False,,conventional_s2,420.33763281615904,6305064.492242386,0.999999999546808,3.3571428558480227,1878104.3175625335,88790624874.42761,2.3424244133027144e+18,2.3424244133027144e+18,2.342423771156665e+18,4.2690811892198667e-19,0.09793950718759115,-13.023388049923803,-5.413450712078856,0.03333407670185784,1.918426450850192e-05,64,-156.0154726154587,88790600573.83913,88790600533.59993,6.305064492242385,1.8781043175625336,88790624874.42761,2.3424244133027144e+18,2.342423771156665e+18,2.3424244133027144e+18,2.741373620805986e-05,156.0154726154587,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-2.744225290848772e-07,False,False,True,-13.256466474732292,-13.256466477943976,-13.023388049923803,-13.023388049923803,-0.23307842480848961,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,40,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.4842808089997561,False,,exact_efim,420.33762737187044,6305064.410578056,0.9999999995148825,3.3571428557568073,1878104.2932880179,88790629311.9041,2.3424245303697275e+18,2.3424245303697275e+18,2.342424411599941e+18,4.2690809758646113e-19,0.0979395047402368,-13.023387500457131,-5.413445004902576,0.03331916994102621,1.918428382197722e-05,64,-67.0971002572506,88790624852.95712,88790624809.88324,6.305064410578057,1.8781042932880179,88790629311.9041,2.3424245303697275e+18,2.342424411599941e+18,2.3424245303697275e+18,5.0703783549113285e-06,67.0971002572506,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.0120948065006197e-09,False,False,True,-13.256466474732292,-13.25646647990174,-13.023387500457131,-13.023387500457131,-0.2330789742751609,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,40,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4943725369994354,False,,exact_efim,420.33762737187044,6305064.410578056,0.9999999995148825,3.3571428557568073,1878104.2932880179,88790629311.9041,2.3424245303697275e+18,2.3424245303697275e+18,2.342424411599941e+18,4.2690809758646113e-19,0.0979395047402368,-13.023387500457131,-5.413445004902576,0.03331916994102621,1.918428382197722e-05,64,-67.0971002572506,88790624852.95712,88790624809.88324,6.305064410578057,1.8781042932880179,88790629311.9041,2.3424245303697275e+18,2.342424411599941e+18,2.3424245303697275e+18,5.0703783549113285e-06,67.0971002572506,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.0120948065006197e-09,False,False,True,-13.256466474732292,-13.25646647990174,-13.023387500457131,-13.023387500457131,-0.2330789742751609,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,40,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.416290831170933,-0.2330789742751609,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4943725369994354,0.0,249.0,-13.023387500457131,-13.25646647990174,,0.0
conventional_s2_psl,Conventional $S_2$+PSL,ok,optimal,0.4816320509999059,False,,conventional_s2,390.01658215148944,5850248.732272342,0.9999999995478018,3.3571428558508627,1742627.2826241127,88790624871.30771,2.342424413220407e+18,2.342424413220407e+18,2.34242428695364e+18,4.2690811893698726e-19,0.09793950718931184,-13.023415110070653,-5.4142958256204725,0.03329421187427579,1.9172666434908817e-05,64,-69.18234731361123,88790620125.26149,88790620085.11053,5.850248732272342,1.7426272826241127,88790624871.30771,2.342424413220407e+18,2.34242428695364e+18,2.342424413220407e+18,5.3904307919334825e-06,69.18234731361123,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-5.4224612760371e-08,False,False,True,-13.256466474732292,-13.256466479860958,-13.023415110070653,-13.023415110070653,-0.23305136466163923,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,known_amplitude_linear,88790624899.74777,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,41,natural_tdl,,,,,,,,,,,,,,,,,,,,,
exact_efim_sampled_psl,Exact EFIM+sampled PSL,ok,optimal,0.49787051399835036,False,,exact_efim,390.0165811187943,5850248.716781914,0.99999999946612,3.357142855617486,1742627.278131084,88790625668.64761,2.3424244342553805e+18,2.3424244342553805e+18,2.3424244108281354e+18,4.269081151033519e-19,0.0979395067495634,-13.023414718772974,-5.414293731968898,0.03330503027491915,1.9172680398658844e-05,64,-29.79966432403364,88790624828.03117,88790624780.62762,5.850248716781914,1.742627278131084,88790625668.64761,2.3424244342553805e+18,2.3424244108281354e+18,2.3424244342553805e+18,1.000128102892128e-06,29.79966432403364,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.3415849242592947e-09,False,False,True,-13.256466474732292,-13.256466476993653,-13.023414718772974,-13.023414718772974,-0.23305175595931793,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,41,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,,,,,,,,,,,,,,,,,
exact_efim_cutting_plane_psl,Exact EFIM+cutting-plane PSL,ok,optimal,0.4668391149971285,False,,exact_efim,390.0165811187943,5850248.716781914,0.99999999946612,3.357142855617486,1742627.278131084,88790625668.64761,2.3424244342553805e+18,2.3424244342553805e+18,2.3424244108281354e+18,4.269081151033519e-19,0.0979395067495634,-13.023414718772974,-5.414293731968898,0.03330503027491915,1.9172680398658844e-05,64,-29.79966432403364,88790624828.03117,88790624780.62762,5.850248716781914,1.742627278131084,88790625668.64761,2.3424244342553805e+18,2.3424244108281354e+18,2.3424244342553805e+18,1.000128102892128e-06,29.79966432403364,2.3424244139706967e+18,88790624899.74777,26381438.54281344,4.684848827941393e+18,177581250000.0,0.5,0.09793950717362658,True,True,True,True,-1.3415849242592947e-09,False,False,True,-13.256466474732292,-13.256466476993653,-13.023414718772974,-13.023414718772974,-0.23305175595931793,True,0.25,4,32,-1.3671875e-06,1.0416666666666667e-06,unknown_amplitude_exact,,-13.256466474732292,0.2173585239870126,249,1.0416666666666667e-06,41,natural_tdl,2.3424244139706967e+18,88790624899.74777,quad_over_lin,1e-12,-5.417140098623914,-0.23305175595931793,249.0,1985.0,1.0,249.0,True,1.0,dense_psl_satisfied,False,0.4668391149971285,0.0,249.0,-13.023414718772974,-13.256466476993653,,0.0
