iteration,num_psl_constraints,worst_psl_db,worst_delay_s,violation_margin_db,solver_time_s,solver_status,added_delay_s
1,125,-13.147189906769652,-1.4973958333333334e-06,-0.10927656796263996,0.19677178200072376,optimal,-1.4973958333333334e-06
2,127,-13.256466552119836,-1.4973958333333334e-06,7.738754348451948e-08,0.19085844000073848,optimal,
