realization,method,label,status,solver_status,solver_name,solve_time_s,error,rate_spectral_efficiency,rate_bps,tx_power_w,system_power_w,energy_efficiency_bit_per_j,sensing_surrogate,delay_fim_per_s2,delay_fim_known_amplitude_per_s2,delay_fim_unknown_amplitude_per_s2,delay_crb_s2,range_rmse_bound_m,psl_db,isl_db,peak_power_w,power_variance_w2,num_active_subcarriers,meets_requirements,max_violation,violated_constraints,slack_power_nonnegative,slack_peak_power,slack_total_power,slack_min_rate,slack_min_sensing,water_level_w,solver_inaccurate,dinkelbach_iterations,dinkelbach_converged,dinkelbach_q_final_bit_per_j,dinkelbach_final_residual_bps,dinkelbach_enforces_min_rate,min_rate_se,gamma_s,water_filling_capacity_se,mean_channel_gain
1,edge_weighted,Edge-weighted (∝ w_k),ok,closed_form,numpy,2.9366000035224715e-05,,279.5995826017394,4193993.7390260915,1.0,3.357142857142857,1249274.7307737293,138161250000.0,3.644892525873283e+18,3.644892525873283e+18,3.644892525873283e+18,2.7435651199630616e-19,0.07851422418531084,-2.549921626385729,1.7017770590097698,0.045432692307692306,0.0001951694139194139,64,False,21.852878077095966,min_rate,1.1446886446886447e-05,0.017067307692307694,0.0,-21.852878077095966,31612500000.0,,,,,,,,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
1,sensing_optimal,Sensing-optimal (max S),ok,closed_form,numpy,2.343200003451784e-05,,112.16391072371212,1682458.6608556819,1.0,3.357142857142857,501157.8989782882,177581250000.0,4.684848833230989e+18,4.684848833230989e+18,4.684848833230989e+18,2.1345405915911532e-19,0.0692536896294432,-0.2904600964737499,5.960647967914347,0.0625,0.000732421875,16,False,189.28854995512327,min_rate,0.0,0.0,0.0,-189.28854995512327,71032500000.0,,,,,,,,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
1,min_power_isac,Min-power ISAC,ok,optimal,CLARABEL,0.005224255000030098,,301.45246411458487,4521786.9617187735,0.8327549459552169,2.8792998455863343,1570446.7072612115,106548750034.95976,2.8109093008608824e+18,2.8109093008608824e+18,2.8108440174975913e+18,3.5575676514846466e-19,0.08940612885141605,-5.544407844944984,1.7524143384192157,0.05955044766749154,0.00013293171862741396,64,True,0.0,,2.659093461625235e-09,0.0029495523325084594,0.16724505404478307,3.435749476921046e-06,34.95976257324219,,False,,,,,,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
1,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.00506522399973619,,328.6183521982101,4929275.282973152,0.999999999542569,3.3571428558359115,1468294.7657125504,106548749967.73509,2.810909299087399e+18,2.810909299087399e+18,2.810856094219658e+18,3.5575676537292188e-19,0.0894061288796205,-7.746365429761281,-2.2216853910153898,0.03818697640793966,5.2863767154247115e-05,64,True,32.26490783691406,,0.0035517586900441858,0.02431302359206034,4.5743098198158805e-10,27.165891519374725,-32.26490783691406,,False,,,,,,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
1,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.01592965500003629,,275.14532693394574,4127179.904009186,0.726404922018002,2.575442634337149,1602512.8453584886,106548749942.98257,2.8109092984343916e+18,2.8109092984343916e+18,2.8108362278786775e+18,3.5575676545556834e-19,0.08940612889000556,-3.9386469213937763,4.342022571384492,0.06249999961713213,0.00021058225313868375,64,False,57.017425537109375,min_rate,4.3597343175936716e-11,3.8286786935293193e-10,0.273595077981998,-26.307133744889654,-57.017425537109375,,False,5.0,True,1602512.8451099133,0.0006401920691132545,False,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
1,dinkelbach_ee_rmin_isac,Dinkelbach EE-ISAC (+R_min),ok,optimal,CLARABEL,0.01184319600042727,,301.4524610834851,4521786.916252277,0.8327549294474954,2.8792997984214157,1570446.7171953956,106548749926.53421,2.8109092980004603e+18,2.8109092980004603e+18,2.81084369800359e+18,3.557567655104879e-19,0.08940612889690654,-5.544408921806006,1.7523428462652069,0.059543588872436326,0.00013292879648932655,64,True,73.46578979492188,,6.331280100125733e-10,0.002956411127563674,0.1672450705525046,4.046497110721248e-07,-73.46578979492188,,False,3.0,True,1570446.7167297604,0.0013407040387392044,True,301.4524606788354,106548750000.0,334.9471785320393,1.1390512051109652e-12
2,uniform,Uniform,ok,closed_form,numpy,2.023999968514545e-06,,318.03673170492084,4770550.975573813,1.0,3.357142857142857,1421015.184213476,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,False,29767500000.0,min_sensing,0.015625,0.046875,0.0,30.57650180159135,-29767500000.0,,,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,water_filling,Water-filling (comm. only),ok,closed_form,numpy,0.00014609799973186455,,319.40025544814387,4791003.831722158,0.999999999999958,3.3571428571427373,1427107.5243428214,76146336245.97621,2.008849889933629e+18,2.008849889933629e+18,2.007519007760314e+18,4.977972744559024e-19,0.1057589095984725,-13.664024761411032,-9.076878309239266,0.01666727874730058,4.998701650830944e-06,63,False,30402413754.02379,min_sensing,0.0,0.045832721252699424,4.196643033083092e-14,31.940025544814375,-30402413754.02379,0.016708137403174568,,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,edge_weighted,Edge-weighted (∝ w_k),ok,closed_form,numpy,2.868999990823795e-05,,260.5899968218157,3908849.9523272356,1.0,3.357142857142857,1164338.2836719425,138161250000.0,3.644892525873283e+18,3.644892525873283e+18,3.644892525873283e+18,2.7435651199630616e-19,0.07851422418531084,-2.549921626385729,1.7017770590097698,0.045432692307692306,0.0001951694139194139,64,False,26.87023308151379,min_rate,1.1446886446886447e-05,0.017067307692307694,0.0,-26.87023308151379,31612500000.0,,,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,sensing_optimal,Sensing-optimal (max S),ok,closed_form,numpy,2.042300002358388e-05,,109.70256570867187,1645538.485630078,1.0,3.357142857142857,490160.3999749168,177581250000.0,4.684848833230989e+18,4.684848833230989e+18,4.684848833230989e+18,2.1345405915911532e-19,0.0692536896294432,-0.2904600964737499,5.960647967914347,0.0625,0.000732421875,16,False,177.75766419465762,min_rate,0.0,0.0,0.0,-177.75766419465762,71032500000.0,,,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,min_power_isac,Min-power ISAC,ok,optimal,CLARABEL,0.005620744999760063,,287.4602327089534,4311903.490634301,0.8439954293303695,2.9114155123724843,1481033.357248472,106548750030.16936,2.8109093007345044e+18,2.8109093007345044e+18,2.8096810571297377e+18,3.5575676516445946e-19,0.0894061288534259,-5.916085465998423,1.6659219240324759,0.05947936210856939,0.00013365166781079,64,True,0.0,,2.857203090296566e-10,0.0030206378914306095,0.15600457066963047,2.805623921631195e-06,30.169357299804688,,False,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.0053152870000303665,,312.50254587284735,4687538.18809271,0.9999999993003561,3.357142855143875,1396287.9717526408,106548749940.78333,2.810909298376372e+18,2.810909298376372e+18,2.8093339138862623e+18,3.5575676546291143e-19,0.08940612889092826,-8.015043734315231,-1.9739783859796336,0.0394820557739132,5.964071288646487e-05,64,True,59.2166748046875,,7.723148286701951e-11,0.0230179442260868,6.9964389837196e-10,25.04231596951786,-59.2166748046875,,False,,,,,,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.015436423999744875,,263.20024124889244,3948003.6187333865,0.7414648180785883,2.618470908795967,1507751.5680893203,106548749970.11996,2.810909299150315e+18,2.810909299150315e+18,2.810005488425832e+18,3.55756765364959e-19,0.08940612887861993,-4.3229032198082065,4.082829091147472,0.062499999825861914,0.0002034894123759507,64,False,29.880035400390625,min_rate,7.689769722406976e-12,1.7413808589550328e-10,0.25853518192141167,-24.259988654437052,-29.880035400390625,,False,5.0,True,1507751.568210932,-0.0003184364177286625,False,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
2,dinkelbach_ee_rmin_isac,Dinkelbach EE-ISAC (+R_min),ok,optimal,CLARABEL,0.011122077000436548,,287.46023036382473,4311903.455457371,0.8439954159269658,2.9114154740770455,1481033.3646468981,106548749924.75497,2.810909297953521e+18,2.810909297953521e+18,2.809679691238814e+18,3.557567655164287e-19,0.08940612889765304,-5.916064536457401,1.6658418021611998,0.05947448331441182,0.0001336485269677543,64,True,75.24502563476562,,2.304181008833733e-11,0.0030255166855881824,0.1560045840730342,4.604952437148313e-07,-75.24502563476562,,False,3.0,True,1481033.364248498,0.0011599082499742508,True,287.4602299033295,106548750000.0,319.40025544814387,9.811065412701152e-13
3,uniform,Uniform,ok,closed_form,numpy,1.5939999684633221e-06,,315.96768546411425,4739515.281961714,1.0,3.357142857142857,1411770.5095205104,76781250000.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,4.936809265680052e-19,0.10532073506634214,-13.256466474732292,-9.684463547443015,0.015625,0.0,64,False,29767500000.0,min_sensing,0.015625,0.046875,0.0,29.905829468986326,-29767500000.0,,,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,water_filling,Water-filling (comm. only),ok,closed_form,numpy,0.00013991600008012028,,317.8465066612532,4767697.599918799,1.000000000000428,3.3571428571440807,1420165.2425284863,77181297487.79625,2.036153656328898e+18,2.036153656328898e+18,2.0348838890833062e+18,4.911220707198293e-19,0.10504743029358168,-11.809366877657494,-7.340645742899769,0.01735792599582453,1.5419036038658222e-05,61,False,29367452512.20375,min_sensing,0.0,0.04514207400417547,-4.2810199829546036e-13,31.784650666125287,-29367452512.20375,0.017395851098692877,,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,edge_weighted,Edge-weighted (∝ w_k),ok,closed_form,numpy,2.99299999824143e-05,,264.76290447647546,3971443.567147132,1.0,3.357142857142857,1182983.1902140393,138161250000.0,3.644892525873283e+18,3.644892525873283e+18,3.644892525873283e+18,2.7435651199630616e-19,0.07851422418531084,-2.549921626385729,1.7017770590097698,0.045432692307692306,0.0001951694139194139,64,False,21.298951518652473,min_rate,1.1446886446886447e-05,0.017067307692307694,0.0,-21.298951518652473,31612500000.0,,,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,sensing_optimal,Sensing-optimal (max S),ok,closed_form,numpy,2.109500019287225e-05,,100.69788277787775,1510468.2416681664,1.0,3.357142857142857,449926.71028413466,177581250000.0,4.684848833230989e+18,4.684848833230989e+18,4.684848833230989e+18,2.1345405915911532e-19,0.0692536896294432,-0.2904600964737499,5.960647967914347,0.0625,0.000732421875,16,False,185.3639732172502,min_rate,0.0,0.0,0.0,-185.3639732172502,71032500000.0,,,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,min_power_isac,Min-power ISAC,ok,optimal,CLARABEL,0.005627821999951266,,286.0618589204789,4290927.883807184,0.8373921248358831,2.8925489281025234,1483441.763808635,106548750033.23921,2.8109093008154916e+18,2.8109093008154916e+18,2.8093566553820406e+18,3.5575676515420947e-19,0.08940612885213792,-5.40675238931709,1.4724895904739201,0.06244163160047434,0.0001238006639655828,64,True,0.0,,2.2532596511771757e-10,5.83683995256587e-05,0.1626078751641169,2.9253509978843795e-06,33.23921203613281,,False,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,max_rate_isac,Max-rate ISAC,ok,optimal,CLARABEL,0.005166096999801084,,311.5523023783512,4673284.535675269,0.9999999998096769,3.357142856599077,1392042.2023415163,106548749985.27597,2.810909299550152e+18,2.810909299550152e+18,2.80936927374655e+18,3.557567653143545e-19,0.08940612887226115,-7.339096251352762,-2.086601468224999,0.04000676039644605,5.6437673153745326e-05,64,True,14.724029541015625,,3.502174072666168e-11,0.022493239603553948,1.903230906208364e-10,25.490446383223286,-14.724029541015625,,False,,,,,,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
3,dinkelbach_ee_isac,Dinkelbach EE-ISAC,ok,optimal,CLARABEL,0.01536209899950336,,261.49323679941244,3922398.5519911866,0.7331534213228523,2.5947240609224353,1511682.344594576,106548749961.80243,2.8109092989308867e+18,2.8109092989308867e+18,2.8107720349878897e+18,3.557567653927305e-19,0.0894061288821096,-3.9429467112125245,4.049156310622872,0.062499999785507195,0.0001982580782927947,64,False,38.19757080078125,min_rate,1.7005695749720597e-12,2.1449280546148586e-10,0.26684657867714767,-24.568619195715485,-38.19757080078125,,False,5.0,True,1511682.3445069478,0.0002273712307214737,False,286.0618559951279,106548750000.0,317.8465066612532,1.0513522244780996e-12
